# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.103067, 0.285166, 0.673266, 0.481193, 0.210194, 0.188523, 0.0992846, 0.0694021, 0.0460247, 0.0390508, 0.0175868, 0.0210032, 0.0241273, 0.0245127, 0.0365329, 0.0365762, 0.0292951, 0.0409068, 0.0467328, 0.0484517, 0.0906359, 0.0952797, 0.0932148, 0.115214, 0.0715841, 0.0950416, 0.105354, 0.102125, 0.0632714, 0.0560943, 0.0457232, 0.0443103, 0.0622381, 0.0859737, 0.0617657, 0.0366669, 0.0247531, 0.0193902, 0.0290174, 0.0226471, 0.0188403, 0.0251595, 0.0217335, 0.0347758, 0.0231865, 0.0175846, 0.0175487, 0.0193326, 0.0197858, 0.017236
0.01, 0.0639375, 0.126764, 0.250602, 0.434789, 0.35684, 0.183994, 0.103084, 0.0911065, 0.058392, 0.0425798, 0.0370711, 0.022616, 0.0244155, 0.0283528, 0.0340519, 0.0437731, 0.0416847, 0.0330833, 0.0494997, 0.0440447, 0.0475705, 0.0899566, 0.0717645, 0.0798473, 0.086333, 0.0581333, 0.0758088, 0.0713832, 0.086711, 0.0487076, 0.0461256, 0.0381211, 0.0404608, 0.0537642, 0.0736834, 0.0493047, 0.036646, 0.0220935, 0.019793, 0.0300331, 0.022974, 0.018866, 0.0255926, 0.0235352, 0.035593, 0.0221705, 0.0176703, 0.0187184, 0.0173701, 0.0173984, 0.0153733
0.02, 0.0639375, 0.12453, 0.199278, 0.304677, 0.220025, 0.117665, 0.0675086, 0.0919817, 0.0679869, 0.0363597, 0.0283183, 0.0248355, 0.0236713, 0.0419792, 0.0541755, 0.0526544, 0.0406919, 0.03684, 0.0500964, 0.0302702, 0.0394027, 0.0784222, 0.0563231, 0.0680316, 0.0675698, 0.0481758, 0.0604436, 0.0649328, 0.0727393, 0.0419714, 0.0377177, 0.0257276, 0.0353064, 0.0507346, 0.0604139, 0.041301, 0.0339866, 0.0246861, 0.0222951, 0.0290462, 0.0231098, 0.0242471, 0.024729, 0.022664, 0.0367286, 0.0243428, 0.021432, 0.0216261, 0.0150966, 0.0168687, 0.0175182
0.03, 0.0639375, 0.157873, 0.168206, 0.242118, 0.185602, 0.109078, 0.0956627, 0.140291, 0.0634637, 0.0329198, 0.0241356, 0.0268184, 0.0325677, 0.068754, 0.114831, 0.0618901, 0.0378708, 0.0382462, 0.0413194, 0.0265209, 0.0318144, 0.0573175, 0.0572653, 0.0673598, 0.0662766, 0.0508986, 0.0554363, 0.0592423, 0.0523378, 0.0375423, 0.0310151, 0.021515, 0.0313246, 0.0496903, 0.058223, 0.0386276, 0.0278078, 0.0297581, 0.0292281, 0.0275207, 0.0258643, 0.0302395, 0.0231652, 0.0189307, 0.03623, 0.0273278, 0.0261533, 0.0262431, 0.0166456, 0.019, 0.0225994
0.04, 0.0639375, 0.258808, 0.159032, 0.13444, 0.280939, 0.4115, 0.18977, 0.216633, 0.104242, 0.0410941, 0.0338827, 0.024396, 0.0422223, 0.0853794, 0.183839, 0.122343, 0.0383314, 0.040888, 0.0421689, 0.0322174, 0.0323009, 0.0454175, 0.0576478, 0.0610702, 0.0625398, 0.0571818, 0.055811, 0.0471735, 0.0432348, 0.0381372, 0.0304639, 0.0297977, 0.0365498, 0.0559339, 0.0668839, 0.0411259, 0.0269207, 0.0335612, 0.0338032, 0.0249782, 0.030813, 0.0301431, 0.0230898, 0.017089, 0.0327974, 0.0285526, 0.0279102, 0.0280408, 0.02043, 0.0192477, 0.02233
0.05, 0.0639375, 0.344042, 0.214467, 0.141931, 0.429989, 0.800673, 0.371485, 0.321049, 0.334318, 0.0628639, 0.0628573, 0.0453493, 0.0483333, 0.107651, 0.224391, 0.301816, 0.060924, 0.0457398, 0.0373555, 0.0367378, 0.0286872, 0.0338696, 0.04217, 0.0459814, 0.057183, 0.0606686, 0.0542401, 0.0535657, 0.05646, 0.0533003, 0.0369099, 0.0480792, 0.045839, 0.0889952, 0.0982286, 0.0486555, 0.0285145, 0.0316422, 0.0305053, 0.0213739, 0.0323364, 0.0271608, 0.0233428, 0.0186446, 0.0324708, 0.028047, 0.0292394, 0.0280808, 0.0237004, 0.0197629, 0.0212713
0.06, 0.0639375, 0.347283, 0.211765, 0.154147, 0.549231, 1.04626, 0.508105, 0.457156, 0.704679, 0.0952838, 0.115512, 0.0748369, 0.0476463, 0.139412, 0.234676, 0.550223, 0.102292, 0.0863525, 0.0341549, 0.0438829, 0.0233433, 0.0398472, 0.0373857, 0.0410358, 0.0533364, 0.0638134, 0.0643172, 0.0953455, 0.0816097, 0.0621786, 0.0526369, 0.0799071, 0.071802, 0.151375, 0.156495, 0.0550428, 0.0265848, 0.0248069, 0.0252601, 0.0200868, 0.0290206, 0.0245095, 0.0215517, 0.0210724, 0.0312381, 0.0272785, 0.0255065, 0.0260844, 0.0252256, 0.0238847, 0.0221857
0.07, 0.0639375, 0.28713, 0.14235, 0.112287, 0.54462, 1.05861, 0.503432, 0.545715, 1.0727, 0.155979, 0.188181, 0.103241, 0.0561742, 0.238696, 0.205714, 0.76091, 0.180636, 0.134429, 0.0455373, 0.058485, 0.0285733, 0.0566783, 0.0471566, 0.0374093, 0.0525582, 0.0761204, 0.0850381, 0.14542, 0.088625, 0.067108, 0.0785992, 0.111952, 0.119799, 0.219198, 0.210216, 0.0696724, 0.0256276, 0.021216, 0.022152, 0.021291, 0.0241907, 0.0196107, 0.0197418, 0.0220303, 0.0278438, 0.0259698, 0.0252518, 0.0245678, 0.0237454, 0.0240902, 0.0230028
0.08, 0.0639375, 0.272825, 0.133356, 0.0566957, 0.416845, 0.845619, 0.344039, 0.645709, 1.3303, 0.212654, 0.354089, 0.190642, 0.120266, 0.41965, 0.158625, 0.879723, 0.280307, 0.182725, 0.062839, 0.0760271, 0.043368, 0.0702952, 0.058169, 0.0407326, 0.064391, 0.0802964, 0.112903, 0.1812, 0.0893471, 0.071154, 0.111617, 0.160069, 0.182075, 0.297669, 0.23406, 0.0980667, 0.0252636, 0.0231468, 0.0184358, 0.0215279, 0.0183312, 0.0161974, 0.0196609, 0.0216471, 0.0251031, 0.023451, 0.0309109, 0.0284093, 0.0236694, 0.0204363, 0.0209848
0.09, 0.0639375, 0.268001, 0.12317, 0.0420854, 0.35314, 0.515056, 0.125622, 0.819768, 1.42538, 0.25679, 0.584612, 0.266966, 0.232469, 0.551919, 0.214674, 0.976256, 0.343326, 0.263814, 0.0909788, 0.0958121, 0.0649349, 0.0788153, 0.0716449, 0.0612555, 0.0778277, 0.0883949, 0.153126, 0.220233, 0.13845, 0.0896319, 0.140855, 0.209919, 0.240607, 0.390195, 0.269913, 0.134523, 0.0329114, 0.0243752, 0.0161512, 0.020189, 0.0171527, 0.0170852, 0.0178069, 0.0202828, 0.0252972, 0.0228645, 0.0303406, 0.0310246, 0.0227812, 0.0155268, 0.0174996
