# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39
0, 0.0319375, 0.0109287, 0.0110317, 0.00613034, 0.00579143, 0.00453788, 0.00534214, 0.00786742, 0.0109808, 0.00657526, 0.00480521, 0.00362394, 0.0037597, 0.00548916, 0.00473426, 0.00478943, 0.00410096, 0.00523375, 0.00540035, 0.00519414, 0.00337994, 0.00329606, 0.00439475, 0.00512856, 0.00632001, 0.00398556, 0.00385245, 0.00697618, 0.00454476, 0.00351407, 0.00496844, 0.0050211, 0.00524289, 0.00729753, 0.00574722, 0.00521146, 0.00641241, 0.00551156, 0.00564683, 0.00790539, 0.00704069
0.01, 0.0319375, 0.00764315, 0.00691923, 0.00402557, 0.00364449, 0.0032357, 0.00306292, 0.00252203, 0.00368191, 0.00308443, 0.00236303, 0.00275126, 0.00208256, 0.00241905, 0.00188852, 0.00232747, 0.00189958, 0.00206424, 0.00251216, 0.00270454, 0.00255782, 0.00275185, 0.00411984, 0.00367288, 0.00323998, 0.00263498, 0.00299339, 0.00604551, 0.00401845, 0.00278181, 0.00246757, 0.00333587, 0.00460421, 0.00461501, 0.00385102, 0.0040112, 0.00418917, 0.00488125, 0.0034953, 0.0038794, 0.00367763
0.02, 0.0319375, 0.0103085, 0.0024238, 0.00505099, 0.00263772, 0.00307956, 0.0023647, 0.00168372, 0.00164088, 0.00219509, 0.00111637, 0.00199429, 0.00202356, 0.00203581, 0.00196145, 0.00221722, 0.00146413, 0.00179095, 0.00278954, 0.00198073, 0.00334798, 0.00349209, 0.00398354, 0.00314397, 0.00364437, 0.00343198, 0.00406356, 0.00454951, 0.00449729, 0.00327076, 0.00187472, 0.00281628, 0.00288214, 0.00428306, 0.00383903, 0.00408719, 0.00433731, 0.00412079, 0.00247494, 0.00312828, 0.00356348
0.03, 0.0319375, 0.00363167, 0.00317189, 0.00451082, 0.00277919, 0.00432758, 0.00320005, 0.00124961, 0.00182688, 0.00238718, 0.00210838, 0.00196776, 0.00220366, 0.00142568, 0.00189851, 0.00157435, 0.00275352, 0.00218712, 0.00194967, 0.00157173, 0.00383404, 0.00498303, 0.00371516, 0.00300599, 0.00366955, 0.00296689, 0.00433743, 0.00346287, 0.00495942, 0.00264117, 0.00175977, 0.00226824, 0.00233937, 0.00275756, 0.00252726, 0.00312044, 0.00396312, 0.00331317, 0.00293206, 0.00371956, 0.00376255
0.04, 0.0319375, 0.00816247, 0.00582438, 0.00402545, 0.00362775, 0.00419855, 0.00525368, 0.00317379, 0.00340228, 0.00225219, 0.00311319, 0.00314361, 0.00251787, 0.00257922, 0.00222198, 0.00210171, 0.00233687, 0.00235899, 0.00212467, 0.0021939, 0.00379556, 0.00385363, 0.0032862, 0.00442324, 0.00261679, 0.00223779, 0.00318841, 0.00384782, 0.00459757, 0.00350563, 0.00350658, 0.0033348, 0.00313505, 0.00435654, 0.00264592, 0.00401785, 0.00541861, 0.00606423, 0.00557617, 0.00421505, 0.00522047
0.05, 0.0319375, 0.0129391, 0.00977161, 0.0038439, 0.00395528, 0.00449302, 0.00460077, 0.0059404, 0.0050587, 0.00135759, 0.00241691, 0.00428188, 0.0033563, 0.00315834, 0.00262678, 0.00331436, 0.00352725, 0.00344885, 0.0036964, 0.00444531, 0.00541399, 0.00420128, 0.00268516, 0.00497544, 0.00413017, 0.00373096, 0.00560273, 0.00494211, 0.00368084, 0.00478409, 0.00553693, 0.00557131, 0.00488671, 0.00756731, 0.00400384, 0.00468419, 0.00485349, 0.00524858, 0.00522759, 0.00562632, 0.0052162
0.06, 0.0319375, 0.00546675, 0.00619503, 0.00304533, 0.00716154, 0.00296748, 0.00115376, 0.00286252, 0.00281117, 0.00182391, 0.00107862, 0.00157661, 0.00231368, 0.00267315, 0.00153055, 0.00189697, 0.00189994, 0.00235078, 0.00206686, 0.00306886, 0.00443356, 0.00258445, 0.00291542, 0.00447593, 0.00581762, 0.00458701, 0.00557108, 0.00498172, 0.00440971, 0.00333088, 0.00447605, 0.00634726, 0.00408921, 0.00693628, 0.00346275, 0.00387596, 0.00445148, 0.00615961, 0.00734451, 0.00669427, 0.00493416
0.07, 0.0319375, 0.00430028, 0.00246376, 0.00435309, 0.00659859, 0.00404647, 0.00224576, 0.00342759, 0.00390173, 0.00191386, 0.00164707, 0.00220532, 0.00242844, 0.0022799, 0.00273509, 0.00239086, 0.00217511, 0.00242428, 0.00256614, 0.00255556, 0.00411426, 0.00335951, 0.00377205, 0.00368986, 0.00531937, 0.00699796, 0.00525273, 0.00670138, 0.00570669, 0.00305769, 0.00370863, 0.00407959, 0.00370174, 0.00458096, 0.00356942, 0.00371219, 0.00486369, 0.00433588, 0.00641549, 0.00559739, 0.00439202
0.08, 0.0319375, 0.00466046, 0.00281129, 0.0030256, 0.00471029, 0.00324723, 0.00164814, 0.00272629, 0.00448305, 0.00203521, 0.00152293, 0.00224802, 0.00219545, 0.00265115, 0.00248362, 0.00195277, 0.00124472, 0.00234948, 0.00244093, 0.00295631, 0.00262226, 0.00356835, 0.00426763, 0.00317843, 0.00485207, 0.00436306, 0.00316203, 0.00461549, 0.00458416, 0.00381635, 0.00417837, 0.00487485, 0.00445148, 0.00535447, 0.00482893, 0.0036319, 0.00394685, 0.00362394, 0.00510947, 0.00514445, 0.00337733
0.09, 0.0319375, 0.00759677, 0.00326172, 0.00171526, 0.0024483, 0.0031997, 0.00178523, 0.00145223, 0.00158542, 0.00134628, 0.00115673, 0.00281307, 0.00494365, 0.00421671, 0.00243724, 0.00150079, 0.0017393, 0.00135544, 0.00216203, 0.00544612, 0.00501233, 0.00310843, 0.00477721, 0.00379058, 0.00637806, 0.00473841, 0.00494175, 0.00467743, 0.00445196, 0.00432105, 0.00359484, 0.0054249, 0.00509796, 0.00385862, 0.00336272, 0.00426668, 0.00343079, 0.00384805, 0.00428045, 0.00420626, 0.00434229
