# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.0528993, 0.0603778, 0.134853, 0.0817472, 0.0575522, 0.0274492, 0.0632139, 0.0750351, 0.0958406, 0.139274, 0.083636, 0.210126, 0.266276, 0.174675, 0.175056, 0.124184, 0.12787, 0.167424, 0.111417, 0.11643, 0.0853693, 0.0741413, 0.138339, 0.113203, 0.0417957, 0.0563552, 0.0482864, 0.039671, 0.0417796, 0.0382039, 0.0554031, 0.0665226, 0.038076, 0.0343361, 0.0402724, 0.130598, 0.109567, 0.0433151, 0.0543773, 0.154995, 0.183598, 0.0821423, 0.0685383, 0.107912, 0.170535, 0.0932766, 0.0611299, 0.0942783, 0.0666104, 0.0605975
0.01, 0.0639375, 0.0465986, 0.0870075, 0.128664, 0.0561592, 0.0844474, 0.0451404, 0.0521361, 0.0663424, 0.0881734, 0.109588, 0.0768643, 0.188756, 0.24492, 0.164257, 0.143578, 0.115281, 0.11355, 0.1464, 0.116136, 0.119316, 0.0757068, 0.0834351, 0.172257, 0.0988403, 0.0351668, 0.0474412, 0.0487863, 0.0492229, 0.0475827, 0.0337731, 0.0560823, 0.0713304, 0.0472088, 0.0389631, 0.0424719, 0.133254, 0.079718, 0.0413214, 0.0650011, 0.15888, 0.173998, 0.0722231, 0.0545179, 0.145148, 0.175981, 0.0832855, 0.0632335, 0.0916534, 0.0675012, 0.0773524
0.02, 0.0639375, 0.0493457, 0.132081, 0.135692, 0.0599538, 0.0857195, 0.0823706, 0.0748521, 0.068247, 0.0810088, 0.119948, 0.130232, 0.159626, 0.219377, 0.161877, 0.11868, 0.103457, 0.111121, 0.166684, 0.116043, 0.113558, 0.0812789, 0.0896852, 0.181362, 0.0694168, 0.0363934, 0.0463824, 0.0543762, 0.0576034, 0.0527482, 0.0372219, 0.057211, 0.0719302, 0.0576039, 0.0426035, 0.0512659, 0.130694, 0.0617025, 0.0420925, 0.0772877, 0.139221, 0.145911, 0.0717103, 0.0544553, 0.1955, 0.172517, 0.0810953, 0.0708332, 0.0876996, 0.0718534, 0.093859
0.03, 0.0639375, 0.0617676, 0.161969, 0.129664, 0.0720114, 0.0805856, 0.1045, 0.102333, 0.0788496, 0.0856765, 0.14609, 0.173936, 0.136959, 0.180481, 0.129257, 0.128599, 0.112282, 0.116266, 0.17256, 0.12554, 0.101084, 0.0860652, 0.102817, 0.174906, 0.0423639, 0.0437902, 0.045107, 0.0496393, 0.0559905, 0.0508181, 0.0410135, 0.059269, 0.0588134, 0.0656727, 0.045815, 0.0649747, 0.113856, 0.0487427, 0.0392872, 0.0783348, 0.123358, 0.116909, 0.0729472, 0.0803838, 0.242743, 0.142405, 0.0861349, 0.0818215, 0.0790475, 0.0790282, 0.105745
0.04, 0.0639375, 0.0910275, 0.163181, 0.104781, 0.0803229, 0.0950947, 0.0975325, 0.100012, 0.0852172, 0.0988116, 0.162948, 0.169044, 0.133371, 0.173867, 0.100331, 0.135333, 0.148333, 0.139988, 0.13556, 0.111305, 0.092492, 0.0970258, 0.122559, 0.154614, 0.0422718, 0.0512932, 0.0430071, 0.0457554, 0.0493093, 0.0495818, 0.049995, 0.0599165, 0.0421086, 0.0669353, 0.0447304, 0.0799814, 0.0912174, 0.0400433, 0.0373136, 0.0743287, 0.118979, 0.105608, 0.0672608, 0.115111, 0.250005, 0.105464, 0.0924099, 0.0851418, 0.0660619, 0.084569, 0.110565
0.05, 0.0639375, 0.116527, 0.126564, 0.108011, 0.0930149, 0.0909335, 0.0932639, 0.07346, 0.086682, 0.110347, 0.1674, 0.158851, 0.132227, 0.162282, 0.117915, 0.128285, 0.164811, 0.144054, 0.0928856, 0.0789251, 0.0973269, 0.127371, 0.136513, 0.13036, 0.0464072, 0.0493951, 0.0544667, 0.0662219, 0.0623185, 0.05856, 0.055236, 0.0608512, 0.0428389, 0.0682401, 0.0460038, 0.0869937, 0.0768487, 0.0487129, 0.0381925, 0.0754586, 0.121834, 0.096068, 0.0547667, 0.144885, 0.214319, 0.0760096, 0.0862671, 0.0750416, 0.057951, 0.0929045, 0.106635
0.06, 0.0639375, 0.106116, 0.0902478, 0.117604, 0.109545, 0.0785661, 0.0931061, 0.0563578, 0.075759, 0.100842, 0.145843, 0.135124, 0.166537, 0.141005, 0.125477, 0.11597, 0.179583, 0.110498, 0.0716967, 0.0838461, 0.0956402, 0.124653, 0.144344, 0.107515, 0.0407756, 0.0485776, 0.0680424, 0.0948287, 0.0869115, 0.0741804, 0.0629021, 0.0655567, 0.0534268, 0.0753241, 0.0486318, 0.0853867, 0.0703166, 0.0616091, 0.0393694, 0.0769595, 0.128929, 0.0815376, 0.0490226, 0.169592, 0.168368, 0.0660543, 0.077103, 0.0653233, 0.0600374, 0.101209, 0.0981154
0.07, 0.0639375, 0.0992978, 0.107157, 0.111967, 0.105879, 0.0692304, 0.0885197, 0.0816658, 0.0918878, 0.0991681, 0.129052, 0.107728, 0.17367, 0.129635, 0.137991, 0.113932, 0.149767, 0.0839767, 0.0836754, 0.113955, 0.0898602, 0.0982864, 0.140364, 0.0667016, 0.0301295, 0.0466944, 0.0649149, 0.0947277, 0.087252, 0.0850342, 0.0699513, 0.0654197, 0.0587208, 0.0894251, 0.0622761, 0.0816101, 0.060301, 0.0612129, 0.0392198, 0.0747783, 0.12517, 0.0753201, 0.061897, 0.186893, 0.130745, 0.0628364, 0.0733073, 0.0661956, 0.070283, 0.114491, 0.0838105
0.08, 0.0639375, 0.104234, 0.139835, 0.109426, 0.0898258, 0.0558867, 0.0859524, 0.102616, 0.09238, 0.0940244, 0.11489, 0.119983, 0.14483, 0.167909, 0.145846, 0.127225, 0.108245, 0.0916513, 0.110578, 0.132763, 0.0886456, 0.0890051, 0.127807, 0.0397366, 0.0306244, 0.0462394, 0.0501644, 0.0753149, 0.0768222, 0.0792623, 0.0679572, 0.0608605, 0.0591006, 0.0950333, 0.0814895, 0.0740531, 0.0462644, 0.0494842, 0.039394, 0.0747737, 0.11315, 0.0808286, 0.0951712, 0.208348, 0.114138, 0.071095, 0.077237, 0.0616649, 0.0759876, 0.111082, 0.068864
0.09, 0.0639375, 0.0849413, 0.169805, 0.113368, 0.0766644, 0.0479275, 0.0666462, 0.0897638, 0.0622551, 0.0692319, 0.0853293, 0.110025, 0.120588, 0.219068, 0.144713, 0.131237, 0.089031, 0.0898017, 0.114881, 0.121547, 0.0982804, 0.104989, 0.110397, 0.0413044, 0.0365459, 0.0421638, 0.0381519, 0.0576308, 0.0613235, 0.0597098, 0.0536326, 0.0482678, 0.0586262, 0.0935212, 0.101004, 0.0640601, 0.0381441, 0.0393331, 0.0448458, 0.079301, 0.104745, 0.0886819, 0.142784, 0.214883, 0.101037, 0.08448, 0.0806611, 0.0655351, 0.0912852, 0.0930251, 0.0612905
