# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39
0, 0.0319375, 0.011552, 0.0104407, 0.0105133, 0.00479334, 0.00462106, 0.00310523, 0.00735764, 0.0059519, 0.00612418, 0.00460599, 0.0038477, 0.00918461, 0.00370293, 0.00408553, 0.0134228, 0.00721243, 0.0104794, 0.00695842, 0.00891302, 0.0108396, 0.00927804, 0.00897457, 0.0101579, 0.0191338, 0.0154824, 0.0108874, 0.012474, 0.00917882, 0.0135773, 0.0122998, 0.0091865, 0.00842647, 0.00982013, 0.0160314, 0.01499, 0.011597, 0.00895496, 0.0141957, 0.0183621, 0.0147922
0.01, 0.0319375, 0.00958047, 0.0236173, 0.0106897, 0.00409847, 0.002508, 0.00715101, 0.00624657, 0.0051537, 0.00407603, 0.00415771, 0.00362014, 0.00632653, 0.00476238, 0.0050523, 0.0142139, 0.00724226, 0.00709692, 0.00493262, 0.00770525, 0.00693403, 0.00746213, 0.00793696, 0.012861, 0.0117301, 0.0178191, 0.0150868, 0.0100209, 0.0088986, 0.00947443, 0.00909448, 0.00950891, 0.00612015, 0.0104522, 0.0141683, 0.00876201, 0.0110727, 0.0104806, 0.0123126, 0.0183742, 0.0175373
0.02, 0.0319375, 0.0105163, 0.0196434, 0.0148858, 0.00746686, 0.00340406, 0.0112418, 0.00765391, 0.00497093, 0.00298329, 0.00394554, 0.00424282, 0.0018627, 0.00352048, 0.0050912, 0.00946971, 0.00790539, 0.00422193, 0.00770371, 0.0114795, 0.00715894, 0.00718001, 0.00847848, 0.0136108, 0.0153389, 0.0186973, 0.0147883, 0.0126468, 0.0093313, 0.00855342, 0.0115809, 0.00736036, 0.00993486, 0.0109646, 0.0110485, 0.0132504, 0.0100812, 0.00915224, 0.0173735, 0.018223, 0.0194655
0.03, 0.0319375, 0.0208826, 0.0143964, 0.00682215, 0.0062006, 0.0050746, 0.00822821, 0.00760411, 0.00372739, 0.00205116, 0.00197228, 0.00379248, 0.00328394, 0.00226087, 0.00442217, 0.00940736, 0.00920764, 0.00750555, 0.00837422, 0.00824122, 0.00869737, 0.00843297, 0.0130268, 0.0148138, 0.0163924, 0.0175475, 0.0137012, 0.0131343, 0.0111592, 0.0102707, 0.0159437, 0.00846323, 0.0073806, 0.0113427, 0.0110819, 0.0173924, 0.0176777, 0.0117252, 0.0158007, 0.0209342, 0.0208507
0.04, 0.0319375, 0.0272637, 0.019599, 0.0288854, 0.0137175, 0.0115642, 0.0131363, 0.00585792, 0.0114629, 0.00833958, 0.0117779, 0.00956429, 0.0106917, 0.00802826, 0.013511, 0.013808, 0.00949073, 0.0129506, 0.00690893, 0.00717539, 0.0124601, 0.0144198, 0.0122793, 0.0176454, 0.0145733, 0.0145138, 0.0133954, 0.0150117, 0.013466, 0.010324, 0.0113263, 0.0101756, 0.0093313, 0.0109598, 0.0151787, 0.0149156, 0.017396, 0.0155866, 0.015418, 0.0262972, 0.0223537
0.05, 0.0319375, 0.043911, 0.0364652, 0.0344333, 0.0264932, 0.0212307, 0.0181049, 0.0135399, 0.0191914, 0.0171722, 0.0166884, 0.0168055, 0.0172287, 0.0154548, 0.0189458, 0.017596, 0.0162414, 0.0177568, 0.0119765, 0.0124672, 0.0157698, 0.0144729, 0.0124402, 0.0173729, 0.0125512, 0.0149472, 0.016224, 0.0129867, 0.0145703, 0.0121952, 0.0136765, 0.0156093, 0.0149513, 0.0129959, 0.0153356, 0.0179448, 0.0235263, 0.0175826, 0.0190666, 0.0256914, 0.0252658
0.06, 0.0319375, 0.011588, 0.00978483, 0.00531095, 0.00641205, 0.00559194, 0.00426609, 0.00427511, 0.00494258, 0.00576868, 0.00326232, 0.00470851, 0.00415462, 0.00364093, 0.00439345, 0.00380981, 0.00410322, 0.00357311, 0.00418822, 0.00415142, 0.00383737, 0.00415189, 0.00432912, 0.00566271, 0.00471456, 0.00393509, 0.00436401, 0.00461442, 0.00436995, 0.00395552, 0.00441778, 0.0041729, 0.00392465, 0.00426846, 0.00659669, 0.00693995, 0.00636894, 0.00638351, 0.00645398, 0.00745065, 0.00624799
0.07, 0.0319375, 0.00743243, 0.00311295, 0.0044465, 0.0024219, 0.0024137, 0.00165171, 0.00226598, 0.00122567, 0.00226004, 0.00311033, 0.00347083, 0.00160672, 0.00190291, 0.00206198, 0.00328573, 0.00154852, 0.002503, 0.00343127, 0.00285611, 0.0025992, 0.00282508, 0.00271417, 0.00236517, 0.00330973, 0.00318995, 0.00351799, 0.0030237, 0.00326268, 0.00186615, 0.00256412, 0.00342046, 0.00308906, 0.00296106, 0.00387465, 0.00442621, 0.00400349, 0.0051288, 0.00492408, 0.00579096, 0.00513366
0.08, 0.0319375, 0.00523447, 0.00282318, 0.00135854, 0.000984303, 0.00201297, 0.00181534, 0.0026445, 0.00158268, 0.00231368, 0.00278894, 0.00193159, 0.00120758, 0.00147532, 0.00168099, 0.00148389, 0.00164933, 0.00240751, 0.00127639, 0.0023151, 0.00321134, 0.00394364, 0.00396763, 0.00284422, 0.0032155, 0.00344873, 0.00329678, 0.00322418, 0.00296261, 0.00259753, 0.00348603, 0.00385815, 0.00326897, 0.0038946, 0.00331484, 0.00445908, 0.00504945, 0.00666396, 0.00580115, 0.00625367, 0.00536289
0.09, 0.0319375, 0.00523624, 0.00215275, 0.00220949, 0.00293277, 0.0016191, 0.00189982, 0.00458855, 0.0023955, 0.00144806, 0.00190696, 0.00164683, 0.00259729, 0.00163993, 0.00287346, 0.00171978, 0.00129592, 0.00180868, 0.00135485, 0.00242725, 0.00345835, 0.00161065, 0.0017794, 0.0040505, 0.00310523, 0.00481422, 0.00380305, 0.00304557, 0.00302156, 0.00197085, 0.00215013, 0.00310653, 0.00311449, 0.00378072, 0.00477673, 0.00450726, 0.00399981, 0.00654151, 0.00609527, 0.00545157, 0.00440959
