# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.0430462, 0.136602, 0.206584, 0.0900159, 0.168102, 0.147203, 0.156131, 0.181249, 0.155831, 0.122637, 0.181491, 0.142055, 0.116326, 0.121095, 0.109249, 0.0742286, 0.119418, 0.168812, 0.108825, 0.139091, 0.0990309, 0.148017, 0.102461, 0.129028, 0.244613, 0.159746, 0.11143, 0.122334, 0.149238, 0.138224, 0.172054, 0.182444, 0.128748, 0.124724, 0.160387, 0.133312, 0.157379, 0.153105, 0.177607, 0.153507, 0.162053, 0.133843, 0.140314, 0.126242, 0.0863967, 0.0956998, 0.0997358, 0.11854, 0.131882, 0.104394
0.01, 0.0639375, 0.0672351, 0.127487, 0.144973, 0.0882182, 0.128363, 0.126008, 0.156008, 0.195567, 0.181951, 0.121664, 0.132692, 0.100739, 0.114846, 0.105861, 0.109159, 0.071958, 0.127005, 0.172713, 0.108337, 0.155248, 0.130284, 0.132813, 0.111358, 0.162858, 0.221334, 0.155659, 0.133587, 0.1436, 0.144432, 0.136537, 0.214657, 0.184612, 0.116587, 0.110093, 0.178723, 0.129883, 0.184313, 0.155508, 0.161242, 0.167046, 0.162702, 0.134626, 0.145409, 0.126635, 0.0822402, 0.097693, 0.0896401, 0.108008, 0.126818, 0.105903
0.02, 0.0639375, 0.0686747, 0.0835721, 0.109107, 0.0776947, 0.122501, 0.10542, 0.151538, 0.174358, 0.162885, 0.140687, 0.0655192, 0.099947, 0.130415, 0.101718, 0.122388, 0.0794539, 0.122967, 0.160654, 0.111157, 0.164544, 0.182136, 0.144752, 0.1114, 0.197133, 0.220085, 0.140481, 0.141163, 0.159344, 0.125489, 0.134568, 0.277736, 0.189302, 0.10557, 0.12881, 0.205582, 0.168044, 0.201621, 0.152544, 0.142151, 0.152837, 0.158322, 0.141383, 0.140174, 0.116571, 0.0999493, 0.116044, 0.0900254, 0.116557, 0.133231, 0.112247
0.03, 0.0639375, 0.0785639, 0.0923856, 0.101471, 0.0744985, 0.0981946, 0.0704298, 0.117957, 0.132434, 0.116411, 0.161874, 0.0772172, 0.135994, 0.158282, 0.11111, 0.135822, 0.113704, 0.128227, 0.147282, 0.112329, 0.15676, 0.210004, 0.181544, 0.131809, 0.204305, 0.207242, 0.145129, 0.160868, 0.163459, 0.124804, 0.124997, 0.277542, 0.190498, 0.120882, 0.144564, 0.212956, 0.19935, 0.187074, 0.132233, 0.150229, 0.152532, 0.142762, 0.15989, 0.139563, 0.111115, 0.12889, 0.139882, 0.09924, 0.123023, 0.150225, 0.108998
0.04, 0.0639375, 0.0980239, 0.126628, 0.105586, 0.0703947, 0.0604436, 0.0538194, 0.0844812, 0.122314, 0.0756882, 0.149185, 0.0969873, 0.165461, 0.17986, 0.141625, 0.119785, 0.133254, 0.136428, 0.144205, 0.0989333, 0.146458, 0.201439, 0.188455, 0.144576, 0.191931, 0.185552, 0.161448, 0.182876, 0.142426, 0.131358, 0.130445, 0.239527, 0.199238, 0.129649, 0.135843, 0.200727, 0.181892, 0.159676, 0.130064, 0.185703, 0.153735, 0.141878, 0.165735, 0.141443, 0.123347, 0.141478, 0.136846, 0.1018, 0.118649, 0.152595, 0.107854
0.05, 0.0639375, 0.135141, 0.142907, 0.0909249, 0.0593832, 0.0661976, 0.0556492, 0.0629062, 0.137153, 0.0627009, 0.108217, 0.0895352, 0.169909, 0.192006, 0.175315, 0.11972, 0.130034, 0.143703, 0.148144, 0.0988248, 0.130874, 0.157497, 0.171144, 0.148603, 0.210093, 0.172427, 0.164431, 0.174242, 0.129847, 0.129793, 0.149016, 0.21261, 0.198961, 0.126028, 0.141261, 0.211925, 0.170011, 0.145964, 0.142748, 0.224995, 0.188247, 0.159828, 0.155406, 0.137854, 0.132293, 0.141829, 0.115406, 0.104674, 0.115222, 0.141137, 0.116302
0.06, 0.0639375, 0.152519, 0.115563, 0.0764062, 0.0640827, 0.0571148, 0.0642051, 0.0526218, 0.134043, 0.0890553, 0.12531, 0.0698174, 0.150211, 0.194672, 0.1841, 0.147011, 0.121379, 0.136414, 0.149803, 0.129193, 0.116485, 0.137706, 0.158379, 0.176191, 0.230811, 0.179248, 0.16054, 0.157289, 0.139958, 0.150783, 0.165718, 0.181549, 0.188549, 0.133713, 0.150962, 0.214646, 0.179749, 0.14723, 0.155377, 0.239723, 0.206, 0.176839, 0.135622, 0.135263, 0.143228, 0.145893, 0.109802, 0.113353, 0.123859, 0.141367, 0.127069
0.07, 0.0639375, 0.214578, 0.111815, 0.141658, 0.108867, 0.0677405, 0.0738057, 0.0736666, 0.139348, 0.143051, 0.230063, 0.0909461, 0.152928, 0.182985, 0.148162, 0.137641, 0.112931, 0.122759, 0.129003, 0.156323, 0.101977, 0.142057, 0.177505, 0.205737, 0.223089, 0.227587, 0.181747, 0.17887, 0.171238, 0.178803, 0.182647, 0.160654, 0.182699, 0.15501, 0.20713, 0.209351, 0.194192, 0.171497, 0.174946, 0.215395, 0.185126, 0.171372, 0.136139, 0.184802, 0.190645, 0.154426, 0.144563, 0.160377, 0.170264, 0.165056, 0.131175
0.08, 0.0639375, 0.267442, 0.141147, 0.187799, 0.136889, 0.0682654, 0.104101, 0.104994, 0.167612, 0.204801, 0.325151, 0.136437, 0.198999, 0.16665, 0.105465, 0.117609, 0.124736, 0.145995, 0.127257, 0.155115, 0.121275, 0.176208, 0.214044, 0.229653, 0.234483, 0.277187, 0.206552, 0.226327, 0.241634, 0.223705, 0.22078, 0.190866, 0.229014, 0.198292, 0.283075, 0.226971, 0.225695, 0.224546, 0.23571, 0.231476, 0.189322, 0.188806, 0.183368, 0.282776, 0.285913, 0.185217, 0.217776, 0.235989, 0.249953, 0.232465, 0.167159
0.09, 0.0639375, 0.27137, 0.151845, 0.180098, 0.122792, 0.0702283, 0.147994, 0.122548, 0.16284, 0.241534, 0.331465, 0.161061, 0.253093, 0.212528, 0.138692, 0.111777, 0.115896, 0.156089, 0.131538, 0.144947, 0.168431, 0.196865, 0.269652, 0.260427, 0.247023, 0.298379, 0.225403, 0.249875, 0.268737, 0.265073, 0.221876, 0.248992, 0.299419, 0.227291, 0.303617, 0.262796, 0.246012, 0.241851, 0.256292, 0.245941, 0.197695, 0.206149, 0.224891, 0.342648, 0.32273, 0.205568, 0.246308, 0.255003, 0.278011, 0.288308, 0.212887
