# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39
0, 0.0319375, 0.00942484, 0.00746958, 0.0085533, 0.00865931, 0.0076325, 0.00484625, 0.00677538, 0.00445398, 0.00315621, 0.00453705, 0.00495954, 0.00351086, 0.00714982, 0.00639239, 0.00469297, 0.00626066, 0.00602667, 0.00592997, 0.00487781, 0.0051199, 0.0054626, 0.0074574, 0.00527431, 0.00392263, 0.00605013, 0.00410037, 0.0046887, 0.00574296, 0.00640956, 0.00644782, 0.00761676, 0.00787097, 0.0047358, 0.00639535, 0.00614977, 0.00612063, 0.0058719, 0.00427404, 0.00830873, 0.012858
0.01, 0.0319375, 0.00673548, 0.00366385, 0.00369295, 0.00382787, 0.00262987, 0.00234234, 0.00218831, 0.00224053, 0.00242309, 0.00203605, 0.00229465, 0.00382858, 0.004015, 0.00274091, 0.00307706, 0.00427737, 0.00343388, 0.00214371, 0.00264069, 0.00297806, 0.00386527, 0.0039839, 0.0031095, 0.00313648, 0.00282841, 0.00216095, 0.00433256, 0.00564742, 0.00358285, 0.0030029, 0.0040606, 0.00309916, 0.0022548, 0.00373226, 0.00430811, 0.00398164, 0.00397938, 0.0030855, 0.00418964, 0.00617276
0.02, 0.0319375, 0.00585685, 0.00315739, 0.00269598, 0.00305044, 0.000866514, 0.00116697, 0.000873542, 0.00174275, 0.00253749, 0.00210838, 0.00120591, 0.00348722, 0.00227562, 0.00222935, 0.00226563, 0.00271856, 0.00329345, 0.00369271, 0.00379378, 0.00265532, 0.00395896, 0.00326434, 0.00332054, 0.00319661, 0.003501, 0.00282151, 0.00349471, 0.00539905, 0.00336973, 0.00232997, 0.00341238, 0.00299446, 0.00327325, 0.00374165, 0.00460528, 0.00573881, 0.00336985, 0.00450833, 0.0054645, 0.0069873
0.03, 0.0319375, 0.00763699, 0.00415759, 0.00427594, 0.00317177, 0.000938095, 0.000857105, 0.00115376, 0.00154674, 0.00118198, 0.00124437, 0.00194027, 0.00232343, 0.00224921, 0.00223875, 0.00239003, 0.00265769, 0.00246055, 0.00487923, 0.00556195, 0.0027855, 0.00269978, 0.00285955, 0.00257232, 0.0027427, 0.00327753, 0.00334109, 0.00301478, 0.00321515, 0.00406024, 0.00258838, 0.00260383, 0.00294133, 0.00380625, 0.00421374, 0.00472702, 0.00571558, 0.00491435, 0.00419095, 0.00632001, 0.00781159
0.04, 0.0319375, 0.00431025, 0.00295405, 0.00250788, 0.00237742, 0.00240133, 0.00246745, 0.00237374, 0.00297592, 0.00286217, 0.00284576, 0.00153626, 0.00305495, 0.00437517, 0.00364164, 0.00380388, 0.00369366, 0.00283756, 0.00296938, 0.00310083, 0.00280582, 0.00243593, 0.00212765, 0.00193944, 0.00343424, 0.00395754, 0.00435345, 0.00466259, 0.00371576, 0.00393973, 0.00358297, 0.00360173, 0.00385565, 0.0034239, 0.003861, 0.00496192, 0.00504969, 0.00419131, 0.00503546, 0.00608745, 0.00893665
0.05, 0.0319375, 0.0057618, 0.0047339, 0.00264283, 0.00411236, 0.00499726, 0.00312305, 0.00326933, 0.0021192, 0.0023113, 0.00441956, 0.00258671, 0.0031852, 0.00264283, 0.00373808, 0.00296498, 0.00269669, 0.00217547, 0.00288416, 0.00341487, 0.00261144, 0.00281153, 0.00279643, 0.00326066, 0.00443748, 0.00460635, 0.00368713, 0.00424425, 0.00444413, 0.0037445, 0.00355529, 0.0042306, 0.00388629, 0.00336022, 0.00324723, 0.00349791, 0.00443618, 0.00358665, 0.00429541, 0.0050268, 0.00616458
0.06, 0.0319375, 0.00455307, 0.00352702, 0.00340097, 0.00217511, 0.00233568, 0.00172181, 0.00124496, 0.00246816, 0.00186329, 0.00134699, 0.00132592, 0.00217523, 0.00197918, 0.00167456, 0.00355172, 0.00356289, 0.00192148, 0.00260681, 0.00185746, 0.00292849, 0.00425208, 0.00278502, 0.00346738, 0.00284172, 0.00277385, 0.00323226, 0.00256067, 0.00268599, 0.0034637, 0.00311045, 0.00373262, 0.00347677, 0.00342533, 0.00316524, 0.00407888, 0.00452566, 0.00290068, 0.0031713, 0.00252322, 0.00405359
0.07, 0.0319375, 0.00383796, 0.00242701, 0.00244295, 0.00272059, 0.00165623, 0.00174596, 0.00327931, 0.00345574, 0.00243094, 0.00287726, 0.00407651, 0.00444887, 0.0034618, 0.00228371, 0.0023138, 0.00345336, 0.00379723, 0.00246828, 0.0026546, 0.00235376, 0.00490984, 0.00279429, 0.00378939, 0.00315442, 0.00289902, 0.00386028, 0.00577899, 0.00469107, 0.00334383, 0.00270584, 0.0031322, 0.00244878, 0.00269098, 0.00476546, 0.00444496, 0.00375709, 0.00452673, 0.00483095, 0.00358403, 0.00330272
0.08, 0.0319375, 0.00267897, 0.00308621, 0.00517576, 0.00208673, 0.00171752, 0.00177357, 0.0045704, 0.00406879, 0.00275732, 0.00201273, 0.00322857, 0.0045043, 0.00492419, 0.00327384, 0.00440057, 0.00511848, 0.0022083, 0.00181903, 0.00297556, 0.0023069, 0.00339147, 0.00335286, 0.00308585, 0.00314599, 0.00424271, 0.00391954, 0.00579914, 0.00536514, 0.00227455, 0.00262761, 0.00269919, 0.00298804, 0.00305686, 0.00479334, 0.00363772, 0.00467398, 0.00519403, 0.00434004, 0.00384603, 0.00406713
0.09, 0.0319375, 0.00547019, 0.00262298, 0.00709431, 0.004697, 0.00137652, 0.00133663, 0.00343768, 0.00429232, 0.00243522, 0.000867586, 0.00213847, 0.00581952, 0.00547908, 0.00379485, 0.00502573, 0.00628104, 0.00271214, 0.0018759, 0.00450323, 0.00568879, 0.00471539, 0.00427416, 0.00324663, 0.00321622, 0.00593234, 0.00567219, 0.00581679, 0.0044611, 0.0025967, 0.00186222, 0.00327147, 0.00345384, 0.00313291, 0.0041456, 0.00391859, 0.00547315, 0.00374509, 0.00408209, 0.00362858, 0.00359033
0.1, 0.0319375, 0.00940263, 0.00391135, 0.00406261, 0.00328406, 0.0037534, 0.00245615, 0.00355481, 0.00282056, 0.00263522, 0.00351561, 0.00253725, 0.00436508, 0.00363867, 0.00639334, 0.00404338, 0.00375305, 0.00249967, 0.00209779, 0.00525059, 0.00553231, 0.0045895, 0.00373749, 0.0050542, 0.00475728, 0.00766562, 0.00842091, 0.00554085, 0.00541695, 0.0044827, 0.00329927, 0.0047689, 0.00335226, 0.00366005, 0.00583007, 0.00587119, 0.0049446, 0.00444413, 0.00429102, 0.00552366, 0.00450833
0.11, 0.0319375, 0.0110348, 0.00633873, 0.00327907, 0.00362181, 0.00612549, 0.00493333, 0.00488457, 0.00728948, 0.00669498, 0.00544292, 0.00267684, 0.00371932, 0.00443926, 0.00693415, 0.00664454, 0.00912649, 0.0063122, 0.0051862, 0.00711822, 0.00542798, 0.00757133, 0.00547742, 0.00658011, 0.00751951, 0.00748402, 0.00503095, 0.00453301, 0.0064721, 0.00578314, 0.004545, 0.00365518, 0.00425101, 0.00435689, 0.0061038, 0.00735812, 0.00610155, 0.00672991, 0.00556645, 0.0063867, 0.00888289
0.12, 0.0319375, 0.00682476, 0.00782046, 0.00332731, 0.00282758, 0.00356123, 0.00449753, 0.00291043, 0.00390541, 0.00349174, 0.00245579, 0.00208316, 0.00280131, 0.00487425, 0.00379711, 0.00470911, 0.00610985, 0.00586835, 0.00537344, 0.00537048, 0.00436247, 0.00457123, 0.00445528, 0.00517742, 0.00591101, 0.00678189, 0.0050689, 0.00375887, 0.00786245, 0.00889955, 0.00609788, 0.00448115, 0.0062981, 0.00473224, 0.00454215, 0.00698896, 0.00724392, 0.00657988, 0.00581644, 0.00824677, 0.0159532
0.13, 0.0319375, 0.00751928, 0.00430348, 0.00485622, 0.00366563, 0.00113649, 0.00132199, 0.00250621, 0.00492657, 0.00214406, 0.00241393, 0.00251133, 0.00359259, 0.00359793, 0.00402616, 0.0034081, 0.00248552, 0.00507199, 0.00392916, 0.00469439, 0.00658615, 0.00374343, 0.00390185, 0.00586965, 0.00750259, 0.00699725, 0.00593021, 0.00629928, 0.0070633, 0.00566164, 0.00656626, 0.00532577, 0.00485551, 0.00388772, 0.00457217, 0.00684938, 0.00788504, 0.00564031, 0.0053962, 0.0073793, 0.0129358
0.14, 0.0319375, 0.00451937, 0.00449658, 0.00342889, 0.00283923, 0.00226836, 0.00159494, 0.00158018, 0.00400812, 0.00200226, 0.00227264, 0.00249373, 0.0047905, 0.0041475, 0.00330367, 0.00373345, 0.00350457, 0.00325424, 0.00329476, 0.00479572, 0.00620913, 0.00534581, 0.00814651, 0.00649745, 0.00527134, 0.00577069, 0.00577816, 0.0053585, 0.00619124, 0.00819546, 0.00558175, 0.00406499, 0.00322441, 0.00458024, 0.00577839, 0.00798675, 0.00923209, 0.00572221, 0.00433826, 0.00687507, 0.00963891
0.15, 0.0319375, 0.00354567, 0.00148532, 0.0018696, 0.000454084, 0.00164683, 0.00183842, 0.0018815, 0.00318508, 0.00202094, 0.00171229, 0.00136485, 0.00277242, 0.00204652, 0.0048994, 0.00570384, 0.00359722, 0.00240608, 0.00434146, 0.00398532, 0.00764102, 0.00622548, 0.0062795, 0.00568499, 0.00331198, 0.00682511, 0.00618591, 0.00788019, 0.00979038, 0.00752496, 0.0045863, 0.00550801, 0.00403139, 0.00576761, 0.00607845, 0.00905172, 0.0113521, 0.00655027, 0.00656034, 0.00755347, 0.0104593
0.16, 0.0319375, 0.00518086, 0.00126056, 0.00155471, 0.00104313, 0.00309512, 0.00141318, 0.00206852, 0.00230618, 0.00152388, 0.00215096, 0.00156185, 0.00230523, 0.00262119, 0.00460505, 0.00594289, 0.0036496, 0.00303832, 0.00331365, 0.00286704, 0.00580139, 0.00503735, 0.00500023, 0.00387928, 0.00327693, 0.00475324, 0.00539502, 0.00490438, 0.00771649, 0.00476724, 0.00458179, 0.00457407, 0.00414916, 0.00631409, 0.00640483, 0.00936248, 0.00950407, 0.00634228, 0.00544588, 0.0101164, 0.0115281
0.17, 0.0319375, 0.00255889, 0.00101003, 0.00241096, 0.00204973, 0.00234769, 0.002642, 0.00287025, 0.00351585, 0.00153519, 0.00119936, 0.00160434, 0.00573691, 0.00466746, 0.00501612, 0.00329773, 0.00378072, 0.00395409, 0.00253368, 0.00168456, 0.00228882, 0.00356337, 0.00419131, 0.00358023, 0.00289343, 0.0050491, 0.00542407, 0.00546153, 0.00686347, 0.00456589, 0.00526091, 0.00458214, 0.00486915, 0.00616044, 0.00835873, 0.00759724, 0.00642828, 0.00667094, 0.00551192, 0.0098651, 0.0129728
