# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39
0, 0.0319375, 0.00880857, 0.00376172, 0.00911586, 0.00691793, 0.00444733, 0.00291994, 0.00397938, 0.00147948, 0.00126949, 0.00184628, 0.00448127, 0.00585626, 0.00550955, 0.00384081, 0.00451248, 0.0053004, 0.00605724, 0.00533075, 0.0044192, 0.0128159, 0.00570716, 0.00459567, 0.00583481, 0.00535565, 0.00821615, 0.0138733, 0.0142197, 0.0119462, 0.00881672, 0.00714414, 0.0101454, 0.0123206, 0.0189398, 0.0251838, 0.0201795, 0.0126896, 0.0138363, 0.0118045, 0.0108013, 0.0133054
0.01, 0.0319375, 0.00870446, 0.0136482, 0.011242, 0.00491613, 0.00193183, 0.00251561, 0.0029468, 0.0023446, 0.00207816, 0.00316239, 0.00326826, 0.00441564, 0.0045577, 0.00422229, 0.00358926, 0.00425992, 0.00481766, 0.00445778, 0.00637652, 0.0115391, 0.00616079, 0.0054952, 0.00640791, 0.00662476, 0.0149625, 0.0119495, 0.0160925, 0.011729, 0.0096826, 0.010046, 0.0105995, 0.0148341, 0.0214941, 0.0206116, 0.0151877, 0.0144371, 0.0113561, 0.00819641, 0.0116278, 0.0157625
0.02, 0.0319375, 0.0093417, 0.00886481, 0.00815668, 0.00426348, 0.00226908, 0.00194337, 0.00248647, 0.00199857, 0.00266816, 0.00148282, 0.00179166, 0.00436579, 0.00369141, 0.00431072, 0.00477104, 0.00491126, 0.00545596, 0.00497793, 0.00651166, 0.0109241, 0.00694421, 0.00368583, 0.00591113, 0.00496559, 0.0126936, 0.0142655, 0.0128931, 0.0164342, 0.00896429, 0.0108777, 0.011112, 0.0137508, 0.0161491, 0.0187021, 0.0158175, 0.0208601, 0.0135207, 0.00761345, 0.0110644, 0.011932
0.03, 0.0319375, 0.00809803, 0.00891195, 0.00438075, 0.00300706, 0.0056345, 0.00282151, 0.00411093, 0.00317962, 0.00336319, 0.00271274, 0.00298804, 0.00381112, 0.00309512, 0.00274115, 0.00384437, 0.00829478, 0.00976665, 0.00443689, 0.00256364, 0.0110763, 0.011695, 0.00539122, 0.00715503, 0.008402, 0.0119672, 0.0177824, 0.0113731, 0.0109204, 0.00971671, 0.0115606, 0.0112258, 0.0109753, 0.0159088, 0.0194494, 0.0197249, 0.0155662, 0.0111257, 0.0128795, 0.0118641, 0.0152327
0.04, 0.0319375, 0.0198848, 0.01353, 0.00601944, 0.0037458, 0.00522166, 0.00505942, 0.00458641, 0.00439499, 0.00273176, 0.00289236, 0.00292493, 0.00362917, 0.00751443, 0.00304034, 0.00300551, 0.0064406, 0.00871888, 0.00429814, 0.00360458, 0.00723682, 0.00685506, 0.00699713, 0.00486061, 0.00668717, 0.0156586, 0.0138813, 0.0105073, 0.0114006, 0.013808, 0.0113948, 0.0122815, 0.0100665, 0.0177736, 0.0252374, 0.0219728, 0.0182908, 0.0115255, 0.0121138, 0.00977421, 0.0132839
0.05, 0.0319375, 0.0223893, 0.0145111, 0.0109542, 0.0050842, 0.00349197, 0.00703678, 0.00817193, 0.00715527, 0.00477151, 0.00331484, 0.00283055, 0.00531522, 0.00877489, 0.00574213, 0.00448139, 0.00488801, 0.00652279, 0.00651012, 0.00506701, 0.005016, 0.00492206, 0.00726167, 0.00634134, 0.00480378, 0.0102594, 0.0109426, 0.00742675, 0.00523624, 0.00585211, 0.00440793, 0.00664217, 0.00882865, 0.013252, 0.0167547, 0.0139358, 0.0118118, 0.00784175, 0.00666443, 0.00740805, 0.00915591
0.06, 0.0319375, 0.0182832, 0.0153818, 0.0163704, 0.00599894, 0.00154186, 0.00277289, 0.0033348, 0.00503807, 0.00141901, 0.00134497, 0.00160601, 0.00256127, 0.00241025, 0.0039098, 0.00182867, 0.00184247, 0.00202344, 0.00214359, 0.00400254, 0.00529767, 0.00536727, 0.00513165, 0.00381979, 0.0035225, 0.00378678, 0.00585922, 0.00452898, 0.00346037, 0.0041196, 0.00406024, 0.00347297, 0.00345241, 0.00571676, 0.00471682, 0.00445528, 0.00490854, 0.00734782, 0.00518916, 0.0037249, 0.00387893
0.07, 0.0319375, 0.0190815, 0.0128951, 0.00496595, 0.00322929, 0.00150389, 0.0022843, 0.00326612, 0.00422894, 0.00252119, 0.00116245, 0.00319732, 0.00318425, 0.00209945, 0.00314706, 0.00163541, 0.00224148, 0.00153007, 0.00131116, 0.00332327, 0.0031675, 0.0032799, 0.00464373, 0.00522711, 0.00449184, 0.00331353, 0.00273414, 0.00425802, 0.00442775, 0.00469309, 0.00395932, 0.00393011, 0.00320231, 0.00553172, 0.0052328, 0.00431939, 0.0052621, 0.00838131, 0.00657869, 0.00490521, 0.00541458
0.08, 0.0319375, 0.0162381, 0.0166695, 0.00408137, 0.0024464, 0.00169241, 0.00168349, 0.00285111, 0.00524348, 0.00398746, 0.0019793, 0.00292041, 0.00300171, 0.00210183, 0.00105159, 0.00192243, 0.00227229, 0.00154924, 0.0020439, 0.00364604, 0.00412316, 0.00524549, 0.00405122, 0.00396003, 0.00482822, 0.00324545, 0.00299993, 0.00487354, 0.00481161, 0.00554535, 0.00460172, 0.00396549, 0.00339064, 0.00465654, 0.00491874, 0.00483949, 0.00492087, 0.00474292, 0.00522699, 0.00496547, 0.00764882
0.09, 0.0319375, 0.0147092, 0.0153316, 0.00947798, 0.00567646, 0.00303356, 0.00164635, 0.00245615, 0.00248326, 0.00274032, 0.00246138, 0.00252464, 0.00306993, 0.00259468, 0.00185365, 0.0029493, 0.00355659, 0.00196038, 0.00279346, 0.00358855, 0.00324022, 0.00421267, 0.00424021, 0.0031019, 0.00461893, 0.004263, 0.00312079, 0.00523352, 0.00402842, 0.0035819, 0.00432532, 0.00417884, 0.00359793, 0.00709088, 0.00588672, 0.00521419, 0.00425256, 0.00514694, 0.00468324, 0.00680522, 0.00509215
