# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39
0, 0.0319375, 0.0159665, 0.0198467, 0.0253961, 0.0111142, 0.0103095, 0.00686726, 0.00538209, 0.0148931, 0.00662926, 0.00845011, 0.011658, 0.0154689, 0.0181331, 0.0104232, 0.0278795, 0.0698484, 0.0263621, 0.0107192, 0.0107295, 0.016318, 0.0252657, 0.0280995, 0.0242841, 0.0187715, 0.0144437, 0.0123914, 0.0157759, 0.0209708, 0.0202035, 0.0233128, 0.0184446, 0.0153342, 0.01693, 0.0176808, 0.0239056, 0.0212111, 0.0213294, 0.0205707, 0.0302001, 0.0267924
0.01, 0.0319375, 0.00695143, 0.00672032, 0.00988894, 0.00716592, 0.00683731, 0.00521039, 0.0078893, 0.0117, 0.00712414, 0.00988434, 0.00856583, 0.0072109, 0.0173077, 0.0117874, 0.0151621, 0.0165028, 0.0162834, 0.0134037, 0.0114317, 0.00730179, 0.0167971, 0.0244265, 0.0232233, 0.0207954, 0.0163342, 0.0147776, 0.0153148, 0.019747, 0.0204746, 0.0274657, 0.0162373, 0.0133641, 0.0124134, 0.0182224, 0.0227637, 0.0224156, 0.0174307, 0.0188061, 0.0308031, 0.0298043
0.02, 0.0319375, 0.0493289, 0.0282665, 0.0162226, 0.00954434, 0.00971447, 0.0262399, 0.0494246, 0.048622, 0.0205199, 0.0760213, 0.159506, 0.113009, 0.112925, 0.0769708, 0.0992506, 0.155288, 0.220643, 0.195422, 0.0833065, 0.104114, 0.119735, 0.21824, 0.181532, 0.0746285, 0.110472, 0.184442, 0.0845871, 0.136931, 0.198032, 0.17352, 0.118713, 0.0541129, 0.0528605, 0.0682323, 0.104675, 0.0854724, 0.0828366, 0.0999777, 0.145848, 0.102523
0.03, 0.0319375, 0.0917261, 0.106127, 0.0779709, 0.0262884, 0.025079, 0.0498098, 0.0774666, 0.0812686, 0.0410981, 0.114718, 0.289181, 0.303663, 0.469112, 0.233732, 0.345457, 0.415198, 0.34519, 0.301036, 0.262453, 0.266177, 0.343822, 0.515185, 0.457529, 0.30315, 0.326677, 0.381903, 0.218727, 0.268331, 0.425532, 0.414934, 0.366979, 0.304103, 0.275974, 0.32842, 0.445827, 0.416751, 0.379997, 0.462944, 0.581303, 0.452489
0.04, 0.0319375, 0.0773729, 0.177785, 0.102601, 0.0188071, 0.0242295, 0.0431452, 0.0721297, 0.0829184, 0.0787302, 0.177209, 0.194174, 0.410825, 0.511627, 0.33228, 0.455338, 0.852013, 1.07038, 0.509191, 0.31601, 0.560159, 0.676226, 0.653884, 0.561187, 0.676258, 0.816406, 0.785052, 0.350804, 0.387148, 0.318795, 0.353937, 0.693766, 0.520545, 0.634849, 0.730127, 0.754709, 0.753756, 0.561298, 0.947669, 0.81152, 0.650405
0.05, 0.0319375, 0.0124599, 0.0719814, 0.0697845, 0.0279921, 0.0236311, 0.0139949, 0.0179301, 0.0403008, 0.0993696, 0.170531, 0.139165, 0.221837, 0.388937, 0.296067, 0.459368, 0.880785, 1.05902, 0.462143, 0.13779, 0.408049, 0.728352, 0.688513, 0.507791, 0.595551, 0.823291, 0.754525, 0.231234, 0.262249, 0.176991, 0.173174, 0.552421, 0.459376, 0.489156, 0.585326, 0.481762, 0.483526, 0.319331, 0.715427, 0.585327, 0.477572
0.06, 0.0319375, 0.00753276, 0.00506831, 0.00862953, 0.00936201, 0.00589454, 0.00423273, 0.00606328, 0.0101974, 0.016243, 0.0271365, 0.0305359, 0.0408638, 0.0713597, 0.0697709, 0.0961645, 0.197512, 0.198833, 0.0844635, 0.0442793, 0.0747107, 0.150358, 0.13922, 0.101561, 0.0907082, 0.155874, 0.132505, 0.0533576, 0.0607264, 0.0587123, 0.0575809, 0.0820478, 0.0956008, 0.0955648, 0.126067, 0.210515, 0.176595, 0.19945, 0.314039, 0.471691, 0.510623
0.07, 0.0319375, 0.0285138, 0.0324607, 0.0236475, 0.0146203, 0.00683967, 0.00660972, 0.0103355, 0.0159821, 0.00863461, 0.0224372, 0.0277554, 0.0297163, 0.0360494, 0.0233477, 0.038038, 0.0464124, 0.0341057, 0.043499, 0.0509473, 0.05177, 0.0666074, 0.0690025, 0.0873249, 0.0589699, 0.045483, 0.0446812, 0.05729, 0.0687608, 0.0757313, 0.113581, 0.0789694, 0.11571, 0.157845, 0.22009, 0.354373, 0.35907, 0.285949, 0.441128, 0.527457, 0.53968
0.08, 0.0319375, 0.0405391, 0.0560169, 0.0379477, 0.0260957, 0.0189057, 0.0105842, 0.0164097, 0.0234841, 0.0198283, 0.0406744, 0.0346186, 0.0535509, 0.0762271, 0.087773, 0.0946377, 0.171136, 0.0979284, 0.159951, 0.149451, 0.173063, 0.168508, 0.15193, 0.175278, 0.094166, 0.0878179, 0.0882488, 0.10886, 0.140091, 0.164338, 0.180368, 0.184811, 0.203255, 0.266463, 0.437657, 0.593142, 0.629552, 0.40847, 0.501749, 0.613322, 0.593928
0.09, 0.0319375, 0.033946, 0.0305631, 0.0192888, 0.0209143, 0.0252101, 0.0202904, 0.0460445, 0.0779867, 0.0886172, 0.080721, 0.0833078, 0.0737649, 0.0656507, 0.168291, 0.264875, 0.519931, 0.508481, 0.275147, 0.277567, 0.407664, 0.352164, 0.392085, 0.408103, 0.260605, 0.335282, 0.338243, 0.208255, 0.24053, 0.21897, 0.223173, 0.174648, 0.284618, 0.406054, 0.573666, 0.653119, 0.554938, 0.509775, 0.432909, 0.524482, 0.538674
