# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.53611, 0.306687, 0.519685, 0.902855, 2.61319, 1.49726, 1.14079, 0.573023, 0.75202, 0.659002, 0.528492, 0.877016, 1.1599, 0.931956, 0.931237, 1.10145, 0.999133, 0.872155, 1.0319, 1.24457, 1.02083, 1.1607, 1.08567, 0.999877, 1.32517, 0.929048, 1.32543, 1.46389, 1.53669, 1.38227, 1.27145, 1.56811, 1.27727, 1.28999, 1.17884, 1.17955, 1.21717, 1.23511, 1.3006, 1.23865, 1.11286, 1.17111, 1.40826, 1.84688, 1.83045, 1.97722, 1.78103, 1.63321, 1.49695, 1.4556
0.01, 0.0639375, 0.507987, 0.298718, 0.705075, 0.833265, 2.61218, 1.56891, 1.16146, 0.572624, 0.972371, 0.725168, 0.646257, 0.857143, 1.026, 0.954484, 1.03137, 1.12737, 1.00938, 0.871337, 1.08526, 1.06325, 0.820143, 0.944226, 1.07461, 0.989884, 1.30167, 1.14965, 1.35239, 1.4354, 1.50851, 1.31824, 1.15646, 1.40499, 1.14748, 1.21622, 1.04865, 1.12814, 1.27991, 1.28471, 1.33761, 1.18936, 1.11888, 1.26809, 1.45235, 1.82958, 1.90184, 2.07237, 1.69405, 1.65501, 1.5303, 1.34312
0.02, 0.0639375, 0.350284, 0.449867, 0.826691, 0.837568, 2.61949, 1.57662, 1.08978, 0.686611, 1.01243, 0.825932, 0.907319, 0.875836, 0.907586, 0.950018, 1.00694, 1.05109, 1.06636, 0.860787, 1.1696, 1.12263, 0.833975, 0.838816, 1.06797, 0.952305, 1.24935, 1.22948, 1.29969, 1.28899, 1.4453, 1.25651, 1.12735, 1.21241, 1.0462, 1.04391, 1.10943, 1.10861, 1.26134, 1.22998, 1.33322, 1.23565, 1.15721, 1.40971, 1.53248, 1.96008, 1.95977, 2.02012, 1.58634, 1.63677, 1.57795, 1.2783
0.03, 0.0639375, 0.469715, 0.482166, 0.789197, 0.962193, 2.6112, 1.47766, 0.968378, 0.68531, 0.874877, 0.836864, 1.00666, 0.841485, 0.853257, 0.98605, 0.926025, 1.008, 1.31917, 0.802984, 1.08361, 1.24865, 0.939264, 0.895741, 1.19507, 1.15107, 1.13558, 1.20574, 1.23183, 1.16798, 1.26676, 1.33891, 1.18077, 1.14482, 1.16394, 1.01149, 1.15449, 1.10389, 1.22177, 1.14371, 1.31855, 1.36696, 1.27907, 1.44045, 1.55889, 2.09122, 1.91769, 1.81771, 1.57056, 1.60259, 1.46764, 1.34186
0.04, 0.0639375, 0.6476, 0.450758, 0.626012, 0.994295, 2.64583, 1.44796, 0.874552, 0.574124, 0.821757, 0.886091, 0.986305, 0.714193, 0.816962, 0.981195, 0.905095, 0.954007, 1.37092, 0.857042, 0.911836, 1.29936, 1.02187, 1.01099, 1.20529, 1.32689, 1.16114, 1.13603, 1.14268, 1.05457, 1.3329, 1.46186, 1.32613, 1.16923, 1.31138, 1.12168, 1.13663, 1.20968, 1.29381, 1.16591, 1.26256, 1.38986, 1.27497, 1.31867, 1.51297, 2.14042, 1.7818, 1.6344, 1.62195, 1.54379, 1.32393, 1.36481
0.05, 0.0639375, 0.704953, 0.400204, 0.53145, 0.905589, 2.6425, 1.47827, 0.807235, 0.589095, 0.799576, 0.815639, 0.870024, 0.748855, 0.919431, 0.912404, 0.854398, 0.818949, 1.19694, 0.983318, 0.895943, 1.28137, 1.06891, 1.16434, 1.02081, 1.33696, 1.13975, 1.05445, 1.12886, 0.958108, 1.4288, 1.44675, 1.43456, 1.19266, 1.32435, 1.15877, 1.05753, 1.29096, 1.31447, 1.171, 1.33541, 1.37192, 1.18379, 1.12868, 1.40686, 2.05428, 1.73703, 1.70754, 1.63833, 1.48983, 1.3537, 1.38254
0.06, 0.0639375, 0.617008, 0.381639, 0.569709, 0.752191, 2.58655, 1.39323, 0.765799, 0.642497, 0.644474, 0.752904, 0.762926, 0.906805, 0.938503, 0.922184, 0.750537, 0.630996, 1.04985, 1.03812, 0.971627, 1.24288, 1.0275, 1.21758, 0.874787, 1.25655, 1.10126, 1.14572, 1.26037, 0.982337, 1.45207, 1.46941, 1.40307, 1.06858, 1.22359, 1.14132, 1.10902, 1.32724, 1.30298, 1.112, 1.35419, 1.31685, 1.14164, 1.02939, 1.35673, 1.8889, 1.83394, 1.82138, 1.6857, 1.48067, 1.38013, 1.37373
0.07, 0.0639375, 0.501472, 0.36598, 0.515146, 0.761714, 2.58902, 1.33288, 0.972875, 0.654411, 0.541682, 0.801131, 0.876645, 0.987858, 0.793174, 0.874478, 0.819285, 0.559089, 1.0917, 0.953343, 0.928258, 1.09443, 1.14918, 1.09971, 0.961373, 1.17342, 1.1244, 1.24662, 1.3338, 1.11439, 1.57426, 1.4961, 1.23287, 0.925399, 1.12025, 1.10717, 1.25063, 1.34711, 1.27795, 1.09182, 1.30585, 1.26705, 1.1904, 1.06719, 1.41062, 1.86367, 1.8285, 1.78467, 1.70337, 1.49015, 1.32039, 1.27641
0.08, 0.0639375, 0.58115, 0.502244, 0.457146, 0.751904, 2.62918, 1.52924, 1.12694, 0.600987, 0.578131, 0.863167, 0.959492, 0.883833, 0.671833, 0.959411, 0.956187, 0.626008, 1.03638, 0.8469, 0.952033, 1.0844, 1.21963, 0.90368, 1.08231, 1.18087, 1.20664, 1.23263, 1.28371, 1.25625, 1.63112, 1.4574, 1.14366, 0.982832, 1.12174, 1.10195, 1.27833, 1.3517, 1.30135, 1.2015, 1.22502, 1.19011, 1.3192, 1.2165, 1.49219, 1.95243, 1.86344, 1.74898, 1.62579, 1.40549, 1.25014, 1.11787
0.09, 0.0639375, 0.617076, 0.57614, 0.393169, 0.725912, 2.64286, 1.59238, 1.1158, 0.598759, 0.604881, 0.988842, 1.02119, 0.886654, 0.73212, 1.06004, 1.02769, 0.738581, 0.95868, 0.803762, 1.1238, 1.22423, 1.27591, 0.998325, 1.14186, 1.17408, 1.2228, 1.14457, 1.23165, 1.2882, 1.59011, 1.25094, 1.08577, 1.10482, 1.27616, 1.09149, 1.20316, 1.35018, 1.25412, 1.2177, 1.06261, 1.1766, 1.46936, 1.39146, 1.56903, 1.97235, 1.97485, 1.79447, 1.47674, 1.30029, 1.27136, 1.09654
