# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.00674069, 0.0122916, 0.0115785, 0.00663056, 0.00605641, 0.00897894, 0.00470448, 0.00757311, 0.00677183, 0.00512583, 0.00676828, 0.00960833, 0.00981434, 0.0091246, 0.010085, 0.0115984, 0.00804174, 0.00693119, 0.00732498, 0.00854278, 0.0118118, 0.0117322, 0.00828413, 0.00696292, 0.0134248, 0.0066578, 0.00823294, 0.011216, 0.00960349, 0.0124657, 0.0110397, 0.0094187, 0.0124798, 0.0122302, 0.013885, 0.0121168, 0.0096179, 0.0091715, 0.0105824, 0.0130509, 0.0128015, 0.0100791, 0.0101023, 0.0107133, 0.0100872, 0.0141844, 0.0154415, 0.0128954, 0.0136711, 0.0133973
0.01, 0.0639375, 0.00790054, 0.011095, 0.00963927, 0.00569187, 0.00503996, 0.00812747, 0.00349791, 0.00702151, 0.00849928, 0.0046569, 0.00541114, 0.00828532, 0.00792585, 0.00763013, 0.00952438, 0.0093476, 0.00687555, 0.00590177, 0.00657076, 0.0070053, 0.00981021, 0.0131123, 0.0083806, 0.00831736, 0.012203, 0.00609468, 0.00804233, 0.0102687, 0.00947231, 0.0113683, 0.0120822, 0.0114752, 0.013721, 0.0121783, 0.0139744, 0.0121438, 0.0105599, 0.00818506, 0.010831, 0.0140239, 0.013231, 0.00937465, 0.0104465, 0.0109878, 0.0093789, 0.0147157, 0.0148238, 0.0128104, 0.0120813, 0.0113305
0.02, 0.0639375, 0.00949581, 0.0110239, 0.00686205, 0.00518727, 0.00552721, 0.00589241, 0.00467292, 0.00774299, 0.00842304, 0.00385268, 0.00391123, 0.00897221, 0.0100244, 0.010193, 0.00763522, 0.0100151, 0.00785831, 0.00604681, 0.00878978, 0.00647814, 0.00931134, 0.0123609, 0.00800154, 0.0101395, 0.0138021, 0.00630307, 0.00703335, 0.00768088, 0.00960267, 0.0106371, 0.0124541, 0.0121369, 0.0143819, 0.0119301, 0.0129661, 0.0109581, 0.010034, 0.0076991, 0.00929422, 0.0118017, 0.0125618, 0.00843853, 0.00991043, 0.0109389, 0.00938114, 0.012773, 0.0122938, 0.01195, 0.0110026, 0.0103885
0.03, 0.0639375, 0.00983205, 0.0102823, 0.00637107, 0.00793507, 0.00644924, 0.00531996, 0.00581691, 0.00834171, 0.00733989, 0.00474185, 0.00434301, 0.00913831, 0.0139356, 0.012057, 0.00682026, 0.0124542, 0.00998183, 0.00615392, 0.0111502, 0.0074807, 0.00997818, 0.0113723, 0.00714746, 0.00915118, 0.01361, 0.00692811, 0.00631989, 0.00733563, 0.00981434, 0.0112255, 0.01357, 0.0118804, 0.0135594, 0.012437, 0.0128026, 0.00951765, 0.00850484, 0.00676615, 0.00778557, 0.00905703, 0.0111973, 0.00751738, 0.00955992, 0.0102671, 0.00905892, 0.0099705, 0.0102548, 0.0111201, 0.00992424, 0.00985648
0.04, 0.0639375, 0.00760115, 0.00679989, 0.00778143, 0.0108421, 0.00749478, 0.00656602, 0.00536123, 0.00743148, 0.00790054, 0.00842635, 0.00554903, 0.00686241, 0.0135533, 0.0122704, 0.00956016, 0.0114955, 0.00922241, 0.00778297, 0.0109344, 0.00854242, 0.0109854, 0.00970951, 0.00669652, 0.0074135, 0.0105053, 0.00735303, 0.00616932, 0.00774642, 0.00881802, 0.0113891, 0.0133166, 0.0113859, 0.012717, 0.014278, 0.013037, 0.0106764, 0.00899726, 0.00647566, 0.0076312, 0.00861901, 0.0113283, 0.00684228, 0.00909649, 0.0099495, 0.0083968, 0.00876673, 0.00968484, 0.00971105, 0.00877548, 0.00961778
0.05, 0.0639375, 0.00826203, 0.0101161, 0.00704862, 0.010957, 0.00796795, 0.00792869, 0.00585105, 0.00771176, 0.00892861, 0.0126462, 0.00522794, 0.00565773, 0.00947538, 0.0102891, 0.0105728, 0.00739752, 0.00615131, 0.00866428, 0.00932256, 0.00924402, 0.00980596, 0.00923292, 0.00646346, 0.00848084, 0.0107041, 0.00896087, 0.00706981, 0.00763262, 0.00777114, 0.0110578, 0.0111596, 0.00997216, 0.0130922, 0.0141331, 0.0116592, 0.0121118, 0.0103314, 0.0078867, 0.00765367, 0.00896158, 0.0110551, 0.00601719, 0.00802956, 0.00936142, 0.008151, 0.00838805, 0.00947349, 0.00901238, 0.0086872, 0.00967067
0.06, 0.0639375, 0.011006, 0.0114768, 0.00464717, 0.00854455, 0.00765427, 0.00864667, 0.00651652, 0.00926328, 0.0105714, 0.0129297, 0.00447961, 0.00579617, 0.00684891, 0.0080622, 0.00917504, 0.00543343, 0.0062006, 0.00801289, 0.00888537, 0.00829194, 0.00829371, 0.00850945, 0.00616648, 0.0110264, 0.0122594, 0.00919205, 0.00957645, 0.00828981, 0.00649686, 0.010133, 0.00929942, 0.0084377, 0.0128234, 0.0112023, 0.00906637, 0.0115941, 0.0102059, 0.0108238, 0.00865246, 0.00996472, 0.0105588, 0.00549094, 0.00761523, 0.00758175, 0.00807012, 0.00867125, 0.0096408, 0.0103566, 0.0100931, 0.00882983
0.07, 0.0639375, 0.0119613, 0.0111325, 0.00586657, 0.00810761, 0.00664548, 0.0103065, 0.00550528, 0.0087919, 0.00983594, 0.0099207, 0.0046016, 0.00704945, 0.00506108, 0.0071129, 0.00913748, 0.00656685, 0.00802802, 0.00780722, 0.00911468, 0.00615463, 0.00909956, 0.00865624, 0.00784944, 0.0141143, 0.0133898, 0.00853191, 0.0118309, 0.00854467, 0.00570846, 0.00983323, 0.010514, 0.0097892, 0.0106109, 0.00891751, 0.00741054, 0.0089754, 0.00932056, 0.012226, 0.00897753, 0.00977019, 0.0098167, 0.00574343, 0.00821497, 0.00769058, 0.00920351, 0.00935386, 0.0110573, 0.0113905, 0.0114064, 0.0082398
0.08, 0.0639375, 0.00851772, 0.0107426, 0.00663163, 0.00983512, 0.00913157, 0.00993769, 0.00543699, 0.00774594, 0.00727398, 0.00706981, 0.00542668, 0.00879734, 0.00544173, 0.00579439, 0.00929977, 0.00903967, 0.00947609, 0.00887143, 0.0104424, 0.00545383, 0.00956583, 0.00889907, 0.0106019, 0.0154487, 0.0152296, 0.00974221, 0.0114225, 0.00845236, 0.00672234, 0.0102551, 0.0120006, 0.011122, 0.00946487, 0.0106527, 0.0088231, 0.00921945, 0.010535, 0.0116514, 0.00966371, 0.0111221, 0.0110749, 0.00953607, 0.0102374, 0.0100919, 0.0143805, 0.017663, 0.0157861, 0.0123061, 0.0124921, 0.00897351
0.09, 0.0639375, 0.00894764, 0.0105145, 0.00688952, 0.0118046, 0.0111365, 0.00991881, 0.00431939, 0.0079547, 0.00806125, 0.00594242, 0.00687555, 0.009888, 0.00657526, 0.00509523, 0.0068714, 0.0094703, 0.0105831, 0.0121754, 0.0150463, 0.0109653, 0.00940204, 0.00829608, 0.0107752, 0.0135743, 0.017015, 0.0124422, 0.0106845, 0.0087067, 0.0100168, 0.0149591, 0.0167784, 0.0116501, 0.0110053, 0.0130296, 0.014437, 0.0142072, 0.0158164, 0.0135215, 0.0156744, 0.0181374, 0.0142621, 0.0178266, 0.0147108, 0.0149008, 0.0284438, 0.0412753, 0.0327546, 0.0175983, 0.012955, 0.0138064
