# Time (seconds),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0099999,-8.762778282165527,-4.90571928024292,1.0797849893569946,16.4947509765625,-11.8865966796875,70.6787109375
0.029999900000000003,-8.968679428100586,-4.613626480102539,1.1971008777618408,13.2598876953125,-8.148193359375,67.2149658203125
0.0499999,-9.064447402954102,-4.37420654296875,1.3263877630233765,9.246826171875,-5.096435546875,63.2171630859375
0.0699999,-9.10993766784668,-4.1874589920043945,1.436521053314209,5.126953125,-0.823974609375,60.3485107421875
0.08999990000000001,-9.136273384094238,-4.05817174911499,1.5107412338256836,0.1373291015625,1.0528564453125,61.248779296875
0.10999990000000001,-9.167398452758789,-3.971980571746826,1.5322890281677246,-4.6844482421875,0.3662109375,62.1337890625
0.1299999,-9.217676162719727,-3.914519786834717,1.50355863571167,-8.72802734375,1.739501953125,59.0972900390625
0.14999990000000002,-9.284713745117188,-3.8786067962646484,1.4221558570861816,-11.2762451171875,8.30078125,55.9234619140625
0.1699999,-9.361329078674316,-3.8307228088378906,1.3096283674240112,-12.1002197265625,12.237548828125,56.5948486328125
0.1899999,-9.41400146484375,-3.77565598487854,1.1803414821624756,-11.077880859375,11.3983154296875,56.3507080078125
0.20999990000000002,-9.461885452270508,-3.6846764087677,1.0414776802062988,-8.1787109375,12.481689453125,54.5654296875
0.2299999,-9.50498104095459,-3.576937437057495,0.9145850539207458,-4.1656494140625,13.885498046875,55.3436279296875
0.2499999,-9.569623947143555,-3.426102638244629,0.7948749661445618,-0.3814697265625,9.918212890625,57.6629638671875
0.2699999,-9.641449928283691,-3.248931646347046,0.6943184733390808,3.2196044921875,1.6326904296875,53.314208984375
0.28999990000000003,-9.708487510681152,-3.050212860107422,0.6105214357376099,8.1634521484375,-3.5552978515625,43.5333251953125
0.3099999,-9.710882186889648,-2.8443117141723633,0.5602431893348694,13.1378173828125,-3.2958984375,37.750244140625
0.3299999,-9.651026725769043,-2.6575639247894287,0.545877993106842,16.3421630859375,-0.7476806640625,38.116455078125
0.34999990000000003,-9.579200744628906,-2.4803929328918457,0.569819986820221,17.181396484375,0.6256103515625,38.2843017578125
0.3699999,-9.543288230895996,-2.322375535964966,0.6320692300796509,16.632080078125,1.312255859375,36.4227294921875
0.3899999,-9.576807022094727,-2.1499931812286377,0.7015010714530945,14.9993896484375,3.41796875,37.17041015625
0.40999990000000003,-9.653421401977539,-1.9776105880737305,0.7757213711738586,12.9547119140625,4.5013427734375,38.4674072265625
0.4299999,-9.744400978088379,-1.821987509727478,0.8427590131759644,10.68115234375,4.5623779296875,36.376953125
0.4499999,-9.856928825378418,-1.6831238269805908,0.8834604024887085,8.7890625,4.8370361328125,32.501220703125
0.4699999,-9.979032516479492,-1.558625340461731,0.9050082564353943,7.1563720703125,5.0201416015625,29.2205810546875
0.4899999,-10.08198356628418,-1.455674648284912,0.8834604024887085,6.378173828125,6.7596435546875,27.252197265625
0.5099999,-10.127472877502441,-1.3742717504501343,0.8355764150619507,6.134033203125,5.7830810546875,27.28271484375
0.5299999,-10.127472877502441,-1.3096283674240112,0.7852981686592102,6.256103515625,4.2266845703125,29.23583984375
0.5499999,-10.125079154968262,-1.2306196689605713,0.7541735172271729,6.011962890625,5.1422119140625,28.9306640625
0.5699999,-10.141838073730469,-1.1300631761550903,0.7493851184844971,5.2032470703125,5.859375,22.64404296875
0.5899998999999999,-10.170568466186523,-1.015141487121582,0.7709329724311829,4.5013427734375,4.1961669921875,14.923095703125
0.6099998999999999,-10.192116737365723,-0.8906430602073669,0.8020575642585754,4.2877197265625,3.7841796875,11.6729736328125
0.6299999,-10.153809547424316,-0.7852981686592102,0.8307880163192749,4.638671875,3.60107421875,10.7879638671875
0.6499999,-10.08437728881836,-0.7015010714530945,0.8643068075180054,3.9215087890625,1.9378662109375,9.613037109375
0.6699999,-10.029311180114746,-0.6416460275650024,0.9050082564353943,0.8697509765625,0,8.8653564453125
0.6899999,-10.014945983886719,-0.5674257874488831,0.9624691009521484,-3.204345703125,0.4425048828125,7.62939453125
0.7099999,-10.02452278137207,-0.48602294921875,1.0247182846069336,-4.608154296875,5.1727294921875,4.638671875
0.7299998999999999,-10.053253173828125,-0.40462008118629456,1.0845733880996704,-3.0975341796875,9.735107421875,3.3721923828125
0.7499998999999999,-10.101137161254883,-0.2849099934101105,1.1204863786697388,-3.8299560546875,10.4217529296875,4.058837890625
0.7699999,-10.141838073730469,-0.20111294090747833,1.1013327836990356,0.18310546875,7.843017578125,6.4849853515625
0.7899999,-10.182539939880371,-0.13168109953403473,1.0462661981582642,4.2572021484375,0.48828125,8.5296630859375
0.8099999,-10.192116737365723,-0.11013327538967133,0.9624691009521484,5.9356689453125,-3.72314453125,10.406494140625
0.8299999,-10.189722061157227,-0.10295066982507706,0.8978256583213806,5.9356689453125,-2.3956298828125,13.8397216796875
0.8499998999999999,-10.1753568649292,-0.11252748221158981,0.8523358106613159,6.28662109375,-1.64794921875,14.9078369140625
0.8699998999999999,-10.180145263671875,-0.08379705995321274,0.8738836050033569,6.6070556640625,-5.43212890625,13.702392578125
0.8899999,-10.199298858642578,-0.026336219161748886,0.9145850539207458,5.2490234375,-5.9051513671875,10.5743408203125
0.9099999,-10.192116737365723,0.047884032130241394,0.9768342971801758,3.692626953125,-5.7373046875,7.7667236328125
0.9299999,-10.15141487121582,0.12210428714752197,1.0319008827209473,1.373291015625,-5.340576171875,7.32421875
0.9499999,-10.08437728881836,0.16519992053508759,1.0582371950149536,-1.4801025390625,-1.2359619140625,8.2244873046875
0.9699998999999999,-10.101137161254883,0.14844051003456116,1.0606313943862915,-3.6163330078125,3.35693359375,8.8653564453125
0.9899998999999999,-10.165780067443848,0.10534487664699554,1.0223240852355957,-5.1727294921875,3.5552978515625,2.62451171875
1.0099999,-10.235212326049805,0.06224924325942993,0.9457096457481384,-6.53076171875,1.922607421875,-3.1280517578125
1.0299999,-10.304644584655762,0.033518824726343155,0.8475474119186401,-7.3394775390625,0.3204345703125,0.946044921875
1.0499999,-10.26394271850586,0.05506663769483566,0.7326257228851318,-6.4849853515625,-1.8157958984375,1.89208984375
1.0699999,-10.196905136108398,0.08140286058187485,0.6368576288223267,-5.06591796875,-3.6163330078125,0.6103515625
1.0899999,-10.113107681274414,0.09576806426048279,0.5746083855628967,-3.509521484375,-5.7525634765625,0.3509521484375
1.1099999,-10.06043529510498,0.07422025501728058,0.569819986820221,-1.9683837890625,-8.331298828125,0.6561279296875
1.1299999,-9.99339771270752,0.016759412363171577,0.6177040338516235,-1.1444091796875,-9.552001953125,-0.5950927734375
1.1499999,-9.914389610290527,-0.040701430290937424,0.7182605266571045,-1.8768310546875,-9.918212890625,-1.4495849609375
1.1699998999999999,-9.883264541625977,-0.09576806426048279,0.8403648138046265,-3.936767578125,-9.27734375,2.899169921875
1.1899998999999999,-9.854534149169922,-0.10773907601833344,0.9648633003234863,-5.2490234375,-8.6669921875,5.523681640625
1.2099999,-9.8784761428833,-0.08619125932455063,1.0749965906143188,-5.43212890625,-8.3770751953125,7.0648193359375
1.2299999,-9.93354320526123,-0.040701430290937424,1.1540051698684692,-6.256103515625,-8.087158203125,8.36181640625
1.2499999,-9.950302124023438,0.014365210197865963,1.2114660739898682,-5.9661865234375,-7.7056884765625,9.063720703125
1.2699999,-9.971850395202637,0.0933738648891449,1.2497732639312744,-4.425048828125,-6.988525390625,9.3994140625
1.2899999,-9.96945571899414,0.17238251864910126,1.2617442607879639,-2.8533935546875,-6.866455078125,8.9569091796875
1.3099999,-9.971850395202637,0.2537853717803955,1.259350061416626,-1.77001953125,-7.1868896484375,8.1329345703125
1.3299999,-9.971850395202637,0.33039984107017517,1.259350061416626,-1.5716552734375,-7.171630859375,8.1634521484375
1.3499999,-9.952696800231934,0.3734954595565796,1.3000515699386597,-1.739501953125,-6.3934326171875,8.6212158203125
1.3699999,-9.895236015319824,0.40462008118629456,1.3862427473068237,-3.3416748046875,-3.96728515625,9.2315673828125
1.3899999,-9.864110946655273,0.3519476354122162,1.479616641998291,-4.5013427734375,-0.3662109375,9.979248046875
1.4099999,-9.66539192199707,0.35913026332855225,1.6304513216018677,-5.889892578125,3.4027099609375,11.3525390625
1.4299998999999999,-9.648633003234863,0.36152446269989014,1.7262194156646729,-6.7138671875,6.500244140625,9.6893310546875
1.4499999,-9.586383819580078,0.45489832758903503,1.8076223134994507,-8.23974609375,9.7503662109375,8.514404296875
1.4699999,-9.667786598205566,0.5937620401382446,1.8052281141281128,-9.735107421875,11.9171142578125,8.23974609375
1.4899999,-9.794678688049316,0.7134721279144287,1.702277421951294,-10.80322265625,13.275146484375,7.904052734375
1.5099999,-9.914389610290527,0.8403648138046265,1.522712230682373,-12.8326416015625,13.458251953125,6.8511962890625
1.5299999,-10.000580787658691,0.9959878921508789,1.3000515699386597,-15.1214599609375,12.6190185546875,4.4403076171875
1.5499999,-10.014945983886719,1.1324573755264282,1.0582371950149536,-14.9688720703125,11.077880859375,-1.2359619140625
1.5699999,-10.036493301391602,1.2617442607879639,0.8547300100326538,-13.7176513671875,8.4686279296875,-6.195068359375
1.5899999,-10.046070098876953,1.2449848651885986,0.689530074596405,-14.1754150390625,5.06591796875,-8.48388671875
1.6099999,-10.022128105163574,1.0438719987869263,0.5961562395095825,-14.1143798828125,1.9073486328125,-8.3160400390625
1.6299999,-10.012551307678223,0.7086837291717529,0.6105214357376099,-13.0615234375,0.9002685546875,-5.706787109375
1.6499999,-9.962273597717285,0.33039984107017517,0.7086837291717529,-11.016845703125,0.946044921875,-2.838134765625
1.6699999,-9.782708168029785,-0.27054479718208313,1.01753568649292,-3.60107421875,0.3662109375,1.312255859375
1.6899998999999999,-9.720458984375,-0.3711012601852417,1.1635819673538208,-1.8768310546875,1.9683837890625,4.82177734375
1.7099999,-9.694122314453125,-0.3232172429561615,1.259350061416626,-1.9378662109375,4.364013671875,8.453369140625
1.7299999,-9.715670585632324,-0.1388636976480484,1.2880805730819702,-0.42724609375,6.0272216796875,10.31494140625
1.7499999,-9.75397777557373,0.14365209639072418,1.2545616626739502,-0.213623046875,6.8359375,9.5367431640625
1.7699999,-9.799467086791992,0.47165772318840027,1.1851298809051514,-2.899169921875,7.2479248046875,8.148193359375
1.7899999,-9.847352027893066,0.7924807667732239,1.113303780555725,-7.9803466796875,8.48388671875,7.0343017578125
1.8099999,-9.883264541625977,1.048660397529602,1.0271124839782715,-13.0462646484375,9.7503662109375,5.37109375
1.8299999,-9.921571731567383,1.237802267074585,0.9552865028381348,-16.2506103515625,9.124755859375,3.4027099609375
1.8499999,-9.967061996459961,1.3623007535934448,0.8667010068893433,-18.3563232421875,8.5296630859375,1.0223388671875
1.8699999,-9.981427192687988,1.3862427473068237,0.7254431247711182,-19.195556640625,7.26318359375,-2.9754638671875
1.8899999,-10.010157585144043,1.292868971824646,0.5913678407669067,-16.448974609375,3.5858154296875,-6.927490234375
1.9099999,-10.038887977600098,1.113303780555725,0.4692635238170624,-14.4805908203125,-0.4425048828125,-7.9803466796875
1.9299998999999999,-10.043676376342773,0.8307880163192749,0.3902548849582672,-11.41357421875,-3.0059814453125,-6.77490234375
1.9499999,-10.055646896362305,0.4668693244457245,0.33518823981285095,-4.7607421875,-5.9967041015625,-5.645751953125
1.9699999,-10.06043529510498,0.10773907601833344,0.33279404044151306,5.218505859375,-11.3677978515625,-4.669189453125
1.9899999,-10.046070098876953,-0.17956513166427612,0.3711012601852417,14.9078369140625,-16.510009765625,-2.3651123046875
2.0099999,-10.02452278137207,-0.35673606395721436,0.44771572947502136,18.6309814453125,-19.10400390625,0.5950927734375
2.0299999,-9.986215591430664,-0.37828385829925537,0.5746083855628967,19.9737548828125,-20.0042724609375,2.2430419921875
2.0499999,-9.931148529052734,-0.2082955539226532,0.7565677165985107,21.54541015625,-21.17919921875,3.8909912109375
2.0699999,-9.888052940368652,0.13168109953403473,1.039083480834961,20.9197998046875,-20.172119140625,4.2877197265625
2.0899999,-9.852140426635742,0.5363011956214905,1.357512354850769,15.56396484375,-14.2669677734375,3.2806396484375
2.1099999,-9.825803756713867,0.9624691009521484,1.7118542194366455,3.7078857421875,-7.1868896484375,1.52587890625
2.1299999,-9.813833236694336,1.2545616626739502,1.9632453918457031,-8.880615234375,-1.9989013671875,0.885009765625
2.1499999,-9.797073364257812,1.3910311460494995,2.0446481704711914,-14.5721435546875,1.4801025390625,0.885009765625
2.1699999,-9.787496566772461,1.3287819623947144,1.9321208000183105,-14.4195556640625,2.5482177734375,-0.5340576171875
2.1899999,-9.806650161743164,1.1348515748977661,1.6519991159439087,-12.26806640625,1.007080078125,-2.9144287109375
