# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39
0, 0.0319375, 0.00861381, 0.00843853, 0.00914492, 0.0102302, 0.00778143, 0.00728983, 0.00653333, 0.00589075, 0.00509476, 0.00614752, 0.0047326, 0.00694563, 0.00563758, 0.00568464, 0.00811683, 0.00682037, 0.00483759, 0.00748094, 0.00571735, 0.0109388, 0.0159039, 0.010134, 0.0104036, 0.00902549, 0.0109823, 0.0106242, 0.0208167, 0.0206368, 0.0124744, 0.0198946, 0.0234076, 0.0147532, 0.00856275, 0.00931524, 0.00948128, 0.0151572, 0.0215435, 0.0169007, 0.0170255, 0.0109334
0.01, 0.0319375, 0.00254545, 0.00400895, 0.00598519, 0.00419119, 0.00287275, 0.00310796, 0.0040809, 0.00578349, 0.00288511, 0.00415747, 0.00750709, 0.00753513, 0.00375637, 0.00670114, 0.00657313, 0.00359651, 0.00298994, 0.00360031, 0.00274294, 0.0089552, 0.0165449, 0.0166986, 0.00973407, 0.0105948, 0.0159184, 0.012454, 0.0179879, 0.0210085, 0.0109559, 0.0192749, 0.0196844, 0.0134888, 0.00974517, 0.00763013, 0.00833154, 0.0128306, 0.0177982, 0.0139542, 0.014113, 0.0121225
0.02, 0.0319375, 0.00495598, 0.00893003, 0.00929599, 0.00522012, 0.00183878, 0.00132485, 0.0018552, 0.00372858, 0.00374782, 0.00604966, 0.00644308, 0.00571866, 0.00290294, 0.00530716, 0.00508895, 0.00364473, 0.00230595, 0.0020847, 0.00457858, 0.00753383, 0.012361, 0.0184591, 0.0114115, 0.0123821, 0.0159588, 0.0130692, 0.0132626, 0.0214067, 0.0139113, 0.0136695, 0.0114076, 0.0160016, 0.0124998, 0.0101709, 0.00849396, 0.0130139, 0.016583, 0.0140883, 0.0140457, 0.0124201
0.03, 0.0319375, 0.00495966, 0.00645706, 0.014622, 0.00429766, 0.00267945, 0.0015146, 0.00342343, 0.00401132, 0.00873128, 0.00774985, 0.00320897, 0.00350385, 0.00539407, 0.0068733, 0.00349756, 0.00441552, 0.00307932, 0.00258124, 0.00709774, 0.00814828, 0.015855, 0.0140203, 0.0100446, 0.0159744, 0.0158784, 0.0125556, 0.0149131, 0.0228745, 0.0192501, 0.0170137, 0.0133085, 0.0138981, 0.0189769, 0.00966241, 0.010313, 0.0209844, 0.0220471, 0.0156291, 0.0177973, 0.0125084
0.04, 0.0319375, 0.00592962, 0.00478812, 0.00721871, 0.00429161, 0.00193159, 0.00271, 0.00485859, 0.00451059, 0.00834904, 0.00452957, 0.00315561, 0.00258612, 0.00528297, 0.00529411, 0.00265639, 0.00477602, 0.00340228, 0.00179237, 0.004409, 0.0076655, 0.0127915, 0.00974953, 0.00891822, 0.0103497, 0.0131627, 0.0132553, 0.0199257, 0.0255799, 0.0222397, 0.0183724, 0.0118974, 0.0170962, 0.0200984, 0.0127237, 0.0112992, 0.0199631, 0.021116, 0.0168572, 0.0179089, 0.0126838
0.05, 0.0319375, 0.0121372, 0.00714935, 0.00266816, 0.00273604, 0.00439119, 0.00371825, 0.00247197, 0.00241155, 0.00214632, 0.00277135, 0.00371599, 0.00261263, 0.00262975, 0.00560131, 0.00311402, 0.002967, 0.00332636, 0.00229453, 0.00416899, 0.00725883, 0.00710804, 0.00780107, 0.00934288, 0.0117344, 0.015376, 0.0219856, 0.0320756, 0.03209, 0.0176872, 0.0148712, 0.0127205, 0.0260769, 0.016099, 0.0124093, 0.0151734, 0.0215339, 0.0241272, 0.023899, 0.0283536, 0.0232635
0.06, 0.0319375, 0.0112215, 0.00527277, 0.00224541, 0.00176262, 0.00267767, 0.00285397, 0.00251287, 0.00352096, 0.00171895, 0.00292636, 0.00173692, 0.00238349, 0.00211647, 0.00330022, 0.00236862, 0.00120531, 0.00213657, 0.00199881, 0.00231701, 0.00432853, 0.00455604, 0.0049937, 0.00572506, 0.0145179, 0.0226158, 0.0267266, 0.0312372, 0.0386544, 0.0216111, 0.0192361, 0.0155329, 0.0289261, 0.0232982, 0.0146984, 0.0203536, 0.0323511, 0.0194684, 0.0263744, 0.0268176, 0.0264926
0.07, 0.0319375, 0.00512844, 0.0047065, 0.00261763, 0.00159696, 0.00199952, 0.00132568, 0.00164885, 0.00310249, 0.00195574, 0.00093345, 0.0011971, 0.00169015, 0.00194182, 0.00267707, 0.0032723, 0.00151365, 0.00169979, 0.00240038, 0.00403424, 0.00780367, 0.00597003, 0.00520043, 0.00682132, 0.0124873, 0.020017, 0.0212411, 0.027651, 0.0423121, 0.0287447, 0.0134725, 0.014871, 0.0232796, 0.0256723, 0.020437, 0.0141684, 0.0303387, 0.0178885, 0.0260361, 0.0238493, 0.0262945
0.08, 0.0319375, 0.00433292, 0.0073206, 0.00472512, 0.00176643, 0.00269812, 0.00119924, 0.00145913, 0.00313993, 0.00205698, 0.00132913, 0.00175798, 0.00156459, 0.00231213, 0.00309726, 0.00298424, 0.00130985, 0.00234067, 0.00268611, 0.00577033, 0.0063597, 0.00635365, 0.00637723, 0.00533277, 0.0125429, 0.0299071, 0.033714, 0.02226, 0.0346984, 0.018484, 0.018512, 0.013163, 0.0173564, 0.0222962, 0.0175802, 0.0187605, 0.0371202, 0.0157889, 0.0180996, 0.0238483, 0.0193411
0.09, 0.0319375, 0.00611257, 0.00337056, 0.00445457, 0.00251703, 0.00216143, 0.00176619, 0.00191089, 0.00417374, 0.00239217, 0.00126484, 0.00200048, 0.00150055, 0.00176084, 0.00321134, 0.00277741, 0.00294656, 0.00234793, 0.00281545, 0.00376386, 0.00509725, 0.00439701, 0.0032275, 0.00321443, 0.010018, 0.0165985, 0.0135982, 0.0111767, 0.018759, 0.0117393, 0.0134322, 0.0122206, 0.0157198, 0.017179, 0.0129991, 0.0124766, 0.0207834, 0.0103287, 0.0150147, 0.0195789, 0.0146452
