# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.144174, 0.150541, 0.176136, 0.348946, 0.122777, 0.0418637, 0.0466725, 0.041174, 0.0281867, 0.0311163, 0.0173773, 0.0236666, 0.0322839, 0.0234382, 0.024926, 0.0331033, 0.0178267, 0.0578973, 0.0799117, 0.108534, 0.106403, 0.075585, 0.196764, 0.207004, 0.239049, 0.109277, 0.136375, 0.147767, 0.24799, 0.168546, 0.101816, 0.128336, 0.0708003, 0.0792649, 0.0940349, 0.0598502, 0.0828303, 0.0659247, 0.0863595, 0.101972, 0.106901, 0.185533, 0.184406, 0.207524, 0.197133, 0.160852, 0.139986, 0.19454, 0.188792, 0.19606
0.01, 0.0639375, 0.144729, 0.163999, 0.221577, 0.570175, 0.185947, 0.0489128, 0.0438972, 0.0529638, 0.0424046, 0.0337845, 0.0193771, 0.0340346, 0.0260503, 0.0125264, 0.0299438, 0.0313179, 0.0171619, 0.0486114, 0.0595877, 0.0762909, 0.103064, 0.0770005, 0.186319, 0.212667, 0.322298, 0.102675, 0.151164, 0.169201, 0.296629, 0.169714, 0.0964284, 0.0974639, 0.0722547, 0.0746944, 0.0881148, 0.056359, 0.0687713, 0.0697388, 0.0732222, 0.0840131, 0.0836337, 0.169796, 0.176752, 0.178145, 0.159831, 0.118329, 0.113089, 0.163087, 0.135723, 0.133766
0.02, 0.0639375, 0.106206, 0.136024, 0.200969, 0.683472, 0.260465, 0.0592076, 0.0343925, 0.0628891, 0.0515875, 0.0361687, 0.0208673, 0.0376995, 0.0275242, 0.0125462, 0.032563, 0.0235933, 0.0194422, 0.0428325, 0.0421742, 0.0632779, 0.0877369, 0.0686936, 0.180664, 0.179518, 0.325775, 0.0951627, 0.132584, 0.157832, 0.279837, 0.149741, 0.0829713, 0.0737009, 0.0682595, 0.0596788, 0.0690659, 0.0462127, 0.0492135, 0.0700724, 0.0701949, 0.0771888, 0.0726618, 0.15843, 0.162673, 0.148891, 0.113068, 0.0849098, 0.0920267, 0.125224, 0.0829753, 0.0699451
0.03, 0.0639375, 0.0995616, 0.145847, 0.189957, 0.646181, 0.266407, 0.068097, 0.0501904, 0.0714069, 0.0504255, 0.0353049, 0.0278842, 0.0340445, 0.0260818, 0.0167319, 0.0302672, 0.018493, 0.0200147, 0.0365736, 0.0331673, 0.0585126, 0.0749347, 0.0621519, 0.150869, 0.125361, 0.268018, 0.0843386, 0.0922041, 0.107081, 0.185755, 0.110934, 0.0719327, 0.0590255, 0.0586397, 0.0523649, 0.060377, 0.0396794, 0.0551487, 0.0733899, 0.0697109, 0.0853655, 0.0793934, 0.121229, 0.126246, 0.117831, 0.0844648, 0.0727581, 0.0786207, 0.090028, 0.0629649, 0.0485313
0.04, 0.0639375, 0.0874953, 0.123798, 0.205457, 0.489652, 0.188183, 0.0606132, 0.0780978, 0.0870212, 0.0426345, 0.0406807, 0.0713803, 0.0454133, 0.0197716, 0.0228, 0.0285369, 0.0249566, 0.0316987, 0.0427709, 0.0471238, 0.0551759, 0.0700622, 0.0586387, 0.103396, 0.100466, 0.209901, 0.0653838, 0.0733341, 0.0849969, 0.107795, 0.0803017, 0.0654439, 0.0486377, 0.0618875, 0.056409, 0.0601846, 0.0384259, 0.0762985, 0.102601, 0.0729519, 0.0937661, 0.0897836, 0.0952375, 0.0998788, 0.0948952, 0.0981344, 0.0683999, 0.0748356, 0.0801215, 0.0649292, 0.0555483
0.05, 0.0639375, 0.0637032, 0.0674474, 0.231174, 0.626446, 0.312399, 0.069529, 0.104201, 0.135522, 0.0482376, 0.0495529, 0.124058, 0.084737, 0.0168338, 0.025736, 0.0399814, 0.030593, 0.065691, 0.0787173, 0.0903304, 0.143561, 0.0861515, 0.0695913, 0.0715379, 0.0851484, 0.148613, 0.0556761, 0.0892058, 0.101974, 0.129263, 0.0898954, 0.0648739, 0.05154, 0.0787341, 0.0604418, 0.075247, 0.0735006, 0.102862, 0.143392, 0.0754755, 0.0972238, 0.0938293, 0.0784668, 0.0878557, 0.0868384, 0.115509, 0.0744799, 0.0692695, 0.0766572, 0.0682912, 0.0652295
0.06, 0.0639375, 0.0427604, 0.0439312, 0.379985, 1.12384, 0.723668, 0.192871, 0.174744, 0.284459, 0.0479427, 0.0452385, 0.152876, 0.153491, 0.0168162, 0.0634282, 0.0878329, 0.0261289, 0.134257, 0.132955, 0.187238, 0.434774, 0.100953, 0.095292, 0.0737542, 0.0932765, 0.102821, 0.0729688, 0.119716, 0.149831, 0.134125, 0.0998518, 0.0802243, 0.0717128, 0.0791048, 0.0649056, 0.122728, 0.139739, 0.149876, 0.162261, 0.0669181, 0.0845621, 0.0811206, 0.0671635, 0.0708591, 0.076122, 0.108236, 0.0849649, 0.0701647, 0.0685625, 0.0655198, 0.060127
0.07, 0.0639375, 0.0408683, 0.0515778, 0.575245, 1.47624, 0.998186, 0.323597, 0.301265, 0.510897, 0.0714346, 0.0439477, 0.24213, 0.246034, 0.0283633, 0.120621, 0.148568, 0.0292406, 0.247761, 0.191701, 0.386505, 0.803853, 0.120452, 0.173364, 0.079076, 0.145192, 0.095556, 0.101434, 0.127273, 0.186113, 0.16091, 0.108148, 0.0949322, 0.0921304, 0.0683606, 0.0911083, 0.200021, 0.208532, 0.214007, 0.17607, 0.0546889, 0.0598734, 0.0571287, 0.0574105, 0.0559881, 0.068877, 0.0892553, 0.0973638, 0.0771413, 0.0598084, 0.0565638, 0.0426966
0.08, 0.0639375, 0.0601697, 0.0948327, 0.704424, 1.54304, 1.01494, 0.378576, 0.567722, 0.728056, 0.0720682, 0.0782986, 0.422034, 0.308018, 0.0514147, 0.22047, 0.174488, 0.0604923, 0.39232, 0.233258, 0.665974, 1.05647, 0.166292, 0.248411, 0.0881455, 0.194389, 0.102352, 0.115081, 0.121123, 0.213103, 0.245844, 0.127021, 0.10055, 0.114877, 0.0803561, 0.151197, 0.282135, 0.285462, 0.28973, 0.207899, 0.0499442, 0.0389486, 0.0350661, 0.0493925, 0.0525182, 0.0635039, 0.0825449, 0.104802, 0.0812683, 0.0527742, 0.0498869, 0.0367359
0.09, 0.0639375, 0.0597778, 0.115726, 0.791677, 1.32083, 0.769218, 0.350932, 0.886587, 0.853654, 0.0577479, 0.131443, 0.590973, 0.288961, 0.0766789, 0.303452, 0.154221, 0.0926581, 0.471786, 0.225431, 0.888767, 1.09566, 0.210548, 0.270847, 0.105495, 0.206237, 0.124229, 0.105872, 0.107666, 0.243714, 0.317062, 0.154605, 0.109892, 0.127598, 0.117491, 0.211714, 0.328255, 0.340492, 0.353683, 0.234687, 0.049864, 0.0329779, 0.0277461, 0.0466869, 0.0522187, 0.0602099, 0.0959911, 0.107533, 0.0846366, 0.0488821, 0.0436062, 0.0406668
