# Time (seconds),Pressure,Temp
0.0078125,951.927490234375,28.36707305908203
0.0234375,951.9105834960938,28.388092041015625
0.0390625,951.9353637695312,28.381080627441406
0.0546875,951.9341430664062,28.374069213867188
0.0703125,951.9266357421875,28.368179321289062
0.0859375,951.918701171875,28.374069213867188
0.1015625,951.930908203125,28.368179321289062
0.1171875,951.9303588867188,28.372962951660156
0.1328125,951.9277954101562,28.372604370117188
0.1484375,951.9521484375,28.372962951660156
0.1640625,951.9161376953125,28.37628173828125
0.1796875,951.9457397460938,28.37628173828125
0.1953125,951.92919921875,28.37628173828125
0.2109375,951.9395751953125,28.3836669921875
0.2265625,951.9093017578125,28.3836669921875
0.2421875,951.9318237304688,28.379241943359375
0.2578125,951.9271850585938,28.37592315673828
0.2734375,951.9152221679688,28.378135681152344
0.2890625,951.9080810546875,28.378135681152344
0.3046875,951.9429321289062,28.379600524902344
0.3203125,951.9345703125,28.372230529785156
0.3359375,951.9118041992188,28.372230529785156
0.3515625,951.9221801757812,28.372230529785156
0.3671875,951.9142456054688,28.372230529785156
0.3828125,951.9026489257812,28.372230529785156
0.3984375,951.944091796875,28.36853790283203
0.4140625,951.9199829101562,28.373336791992188
0.4296875,951.9277954101562,28.371124267578125
0.4453125,951.9251098632812,28.365219116210938
0.4609375,951.9299926757812,28.363754272460938
0.4765625,951.9188842773438,28.37665557861328
0.4921875,951.93115234375,28.379241943359375
0.5078125,951.916748046875,28.372962951660156
0.5234375,951.9174194335938,28.381454467773438
0.5390625,951.9083862304688,28.37592315673828
0.5546875,951.9115600585938,28.381454467773438
0.5703125,951.9297485351562,28.369285583496094
0.5859375,951.9144897460938,28.374069213867188
0.6015625,951.9340209960938,28.372230529785156
0.6171875,951.91796875,28.372604370117188
0.6328125,951.9227905273438,28.369285583496094
0.6484375,951.93359375,28.36853790283203
0.6640625,951.9322509765625,28.374069213867188
0.6796875,951.911376953125,28.36853790283203
0.6953125,951.9303588867188,28.363006591796875
0.7109375,951.9102783203125,28.36632537841797
0.7265625,951.9301147460938,28.361900329589844
0.7421875,951.9297485351562,28.35784912109375
0.7578125,951.9012451171875,28.379241943359375
0.7734375,951.9119262695312,28.370750427246094
0.7890625,951.9305419921875,28.37628173828125
0.8046875,951.9225463867188,28.37628173828125
0.8203125,951.9152221679688,28.36853790283203
0.8359375,951.9389038085938,28.35083770751953
0.8515625,951.92138671875,28.372230529785156
0.8671875,951.9319458007812,28.36486053466797
0.8828125,951.93310546875,28.372230529785156
0.8984375,951.9208984375,28.364112854003906
0.9140625,951.9194946289062,28.369285583496094
0.9296875,951.9200439453125,28.369285583496094
0.9453125,951.9200439453125,28.372230529785156
0.9609375,951.91796875,28.374069213867188
0.9765625,951.9266357421875,28.354530334472656
0.9921875,951.9143676757812,28.365966796875
1.0078125,951.9172973632812,28.372230529785156
1.0234375,951.9227905273438,28.35858154296875
1.0390625,951.9013061523438,28.35968780517578
1.0546875,951.9380493164062,28.372230529785156
1.0703125,951.9307861328125,28.372230529785156
1.0859375,951.9160766601562,28.363380432128906
1.1015625,951.952392578125,28.369285583496094
1.1171875,951.9213256835938,28.372230529785156
1.1328125,951.9392700195312,28.351585388183594
1.1484375,951.9298706054688,28.361900329589844
1.1640625,951.918701171875,28.372230529785156
1.1796875,951.9307861328125,28.363380432128906
1.1953125,951.9169921875,28.365966796875
1.2109375,951.9141845703125,28.37665557861328
1.2265625,951.9183349609375,28.379600524902344
1.2421875,951.91552734375,28.372230529785156
1.2578125,951.9386596679688,28.371856689453125
1.2734375,951.9306640625,28.372230529785156
1.2890625,951.9160766601562,28.365966796875
1.3046875,951.9331665039062,28.35968780517578
1.3203125,951.9166870117188,28.35674285888672
1.3359375,951.9408569335938,28.37592315673828
1.3515625,951.9268798828125,28.372230529785156
1.3671875,951.9160766601562,28.356369018554688
1.3828125,951.9144897460938,28.36853790283203
1.3984375,951.931640625,28.372230529785156
1.4140625,951.9234008789062,28.37517547607422
1.4296875,951.9309692382812,28.368911743164062
1.4453125,951.9303588867188,28.361900329589844
1.4609375,951.9443359375,28.368179321289062
1.4765625,951.921875,28.360435485839844
1.4921875,951.927734375,28.359329223632812
1.5078125,951.9276123046875,28.355636596679688
1.5234375,951.9321899414062,28.36853790283203
1.5390625,951.9401245117188,28.374069213867188
1.5546875,951.9278564453125,28.369285583496094
1.5703125,951.9200439453125,28.372230529785156
1.5859375,951.914794921875,28.37592315673828
1.6015625,951.9164428710938,28.362274169921875
1.6171875,951.9193725585938,28.378135681152344
1.6328125,951.9276123046875,28.372230529785156
1.6484375,951.9337768554688,28.36780548095703
1.6640625,951.9419555664062,28.372230529785156
1.6796875,951.9319458007812,28.372962951660156
1.6953125,951.9277954101562,28.372230529785156
1.7109375,951.9202880859375,28.369285583496094
1.7265625,951.920654296875,28.364112854003906
1.7421875,951.9317626953125,28.36780548095703
1.7578125,951.9419555664062,28.364112854003906
1.7734375,951.9194946289062,28.380706787109375
1.7890625,951.928466796875,28.368911743164062
1.8046875,951.9303588867188,28.35968780517578
1.8203125,951.9215698242188,28.381454467773438
1.8359375,951.9365234375,28.371498107910156
1.8515625,951.9147338867188,28.364112854003906
1.8671875,951.9256591796875,28.35601043701172
1.8828125,951.9376220703125,28.364112854003906
1.8984375,951.944580078125,28.35674285888672
1.9140625,951.9376831054688,28.374069213867188
1.9296875,951.940673828125,28.36853790283203
1.9453125,951.9389038085938,28.365219116210938
1.9609375,951.935546875,28.372230529785156
1.9765625,951.9307861328125,28.372230529785156
1.9921875,951.9405517578125,28.38329315185547
2.0078125,951.9367065429688,28.363754272460938
2.0234375,951.9330444335938,28.372230529785156
2.0390625,951.9307861328125,28.37481689453125
2.0546875,951.9291381835938,28.374069213867188
2.0703125,951.9161987304688,28.365219116210938
2.0859375,951.9141235351562,28.372230529785156
2.1015625,951.9392700195312,28.377029418945312
2.1171875,951.9219970703125,28.38256072998047
