# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.0256737, 0.0126475, 0.011341, 0.00909531, 0.00790125, 0.00840578, 0.00860554, 0.00651166, 0.0115783, 0.0097055, 0.00652268, 0.00465619, 0.00723835, 0.00899253, 0.0111094, 0.0118349, 0.00839101, 0.0101976, 0.00620356, 0.00683813, 0.0059577, 0.00664406, 0.0131466, 0.0150254, 0.00946215, 0.0115443, 0.0103666, 0.0123995, 0.010443, 0.00980561, 0.00979829, 0.00909791, 0.0117211, 0.00874688, 0.0137371, 0.011632, 0.0118319, 0.0153063, 0.0105383, 0.00831334, 0.00965237, 0.00867279, 0.00842931, 0.00766361, 0.00793791, 0.0106717, 0.0125922, 0.00913594, 0.0104274, 0.0157894
0.01, 0.0639375, 0.0205947, 0.0150736, 0.00993982, 0.0101661, 0.010058, 0.00913583, 0.00710532, 0.00550635, 0.0122255, 0.00903293, 0.0056569, 0.00569483, 0.00758944, 0.00896748, 0.0115454, 0.0132802, 0.00837434, 0.0103211, 0.00618686, 0.00701003, 0.00671286, 0.00657313, 0.0112313, 0.0147966, 0.00939366, 0.0102305, 0.00952308, 0.0105524, 0.00978389, 0.0086742, 0.0112164, 0.0102468, 0.0111397, 0.00807296, 0.0132902, 0.0114651, 0.00971471, 0.0137665, 0.00979038, 0.00717515, 0.00951895, 0.00911952, 0.00878564, 0.0068276, 0.00744497, 0.00915851, 0.0110404, 0.00806882, 0.009178, 0.0145953
0.02, 0.0639375, 0.0143857, 0.0120289, 0.00618188, 0.00895331, 0.00927792, 0.00859656, 0.00804293, 0.00736865, 0.0127137, 0.0111286, 0.00740711, 0.0073619, 0.00823542, 0.00767059, 0.0103485, 0.0138913, 0.009006, 0.01112, 0.00670457, 0.00755489, 0.00855696, 0.00953005, 0.0136482, 0.0140182, 0.00949345, 0.0118056, 0.0105448, 0.00867763, 0.0097591, 0.00955697, 0.0117265, 0.0111964, 0.0108244, 0.00859597, 0.0115897, 0.0110002, 0.010372, 0.011678, 0.00912791, 0.00621387, 0.0089624, 0.00942118, 0.0093528, 0.00788836, 0.00965969, 0.00948057, 0.00917729, 0.0076409, 0.00898627, 0.012951
0.03, 0.0639375, 0.0124295, 0.00836192, 0.00622951, 0.00867267, 0.00826912, 0.00800461, 0.00916075, 0.0100496, 0.0141644, 0.0151612, 0.00797504, 0.00898048, 0.01064, 0.00755938, 0.0101854, 0.0176186, 0.0175321, 0.0193088, 0.0138511, 0.0178056, 0.0160686, 0.0150467, 0.0181534, 0.0123566, 0.00990382, 0.0146779, 0.0170706, 0.0112619, 0.0104018, 0.0120144, 0.0123851, 0.0109548, 0.0101111, 0.00897304, 0.011328, 0.0101747, 0.0112275, 0.0125946, 0.01123, 0.008127, 0.00887686, 0.00898201, 0.00932245, 0.0102575, 0.0126725, 0.0110725, 0.00899584, 0.0085234, 0.00890912, 0.0116054
0.04, 0.0639375, 0.0141428, 0.00803689, 0.00698375, 0.00822065, 0.0106936, 0.00974351, 0.0108418, 0.0121745, 0.0141962, 0.0174268, 0.00982556, 0.011149, 0.0131683, 0.00938032, 0.00948766, 0.0296379, 0.0421378, 0.0451869, 0.0270512, 0.0369323, 0.0290638, 0.0268222, 0.0219605, 0.0103841, 0.0132546, 0.0173928, 0.0255165, 0.0160279, 0.0117879, 0.0138677, 0.0147213, 0.0117825, 0.0121469, 0.00883657, 0.0119246, 0.0100967, 0.0113889, 0.0140235, 0.0164209, 0.0129824, 0.0101911, 0.00924072, 0.00982355, 0.0162361, 0.0149547, 0.0130048, 0.0093091, 0.00937937, 0.00943216, 0.0105843
0.05, 0.0639375, 0.0203379, 0.00714355, 0.00715042, 0.00830695, 0.0125126, 0.0138217, 0.0109862, 0.0112438, 0.0156571, 0.017685, 0.012904, 0.0111956, 0.0156965, 0.0111584, 0.0100165, 0.0410576, 0.0627908, 0.0668923, 0.0352216, 0.0482033, 0.0383464, 0.033539, 0.0252518, 0.0120643, 0.0172228, 0.0192553, 0.0263072, 0.017898, 0.0135095, 0.0145741, 0.0174782, 0.0130683, 0.0124952, 0.00943263, 0.0114578, 0.00996047, 0.0107294, 0.0142982, 0.0212319, 0.0174347, 0.0126887, 0.010378, 0.0118044, 0.0222426, 0.0176559, 0.0148848, 0.0103028, 0.0104344, 0.0106455, 0.0100159
0.06, 0.0639375, 0.020416, 0.0087054, 0.0089409, 0.0101966, 0.0108067, 0.0133979, 0.0097951, 0.00908279, 0.0159774, 0.0177656, 0.0128609, 0.00917008, 0.0156933, 0.0123133, 0.0102485, 0.0379529, 0.0601646, 0.0645461, 0.0304848, 0.0417407, 0.0347078, 0.0281589, 0.0238332, 0.0114483, 0.0174203, 0.0189584, 0.0194988, 0.0157491, 0.0119078, 0.0138378, 0.0173548, 0.0121702, 0.0099646, 0.00959948, 0.0134158, 0.0100539, 0.0101597, 0.0134619, 0.0196376, 0.0168137, 0.0128139, 0.0102116, 0.0130371, 0.0207764, 0.0163139, 0.0137622, 0.0104653, 0.0109526, 0.0122604, 0.0107691
0.07, 0.0639375, 0.0151491, 0.0133665, 0.0109522, 0.0105395, 0.00647115, 0.00948069, 0.00861334, 0.00555638, 0.0117841, 0.0153026, 0.00940004, 0.00596991, 0.0109327, 0.0105825, 0.00774098, 0.0226174, 0.0365755, 0.0396896, 0.0163317, 0.0222749, 0.0209075, 0.0146361, 0.0154883, 0.00900623, 0.0140115, 0.015578, 0.0144636, 0.0118018, 0.00817122, 0.0146847, 0.0155421, 0.0109625, 0.00685589, 0.00812487, 0.0147381, 0.0108123, 0.0108326, 0.0126279, 0.0148184, 0.013674, 0.0117777, 0.00931973, 0.0116341, 0.013264, 0.0115542, 0.0103715, 0.00944881, 0.00931111, 0.0124353, 0.0115303
0.08, 0.0639375, 0.0106365, 0.0192264, 0.0216708, 0.0179451, 0.00548287, 0.00587404, 0.00757311, 0.00542585, 0.00729942, 0.0108344, 0.00842753, 0.00656271, 0.00743503, 0.00738711, 0.00570823, 0.0102046, 0.0153549, 0.0157526, 0.0076409, 0.00788977, 0.0126665, 0.011662, 0.00958177, 0.0090132, 0.0105106, 0.0128709, 0.0126688, 0.0118116, 0.00625439, 0.0146175, 0.0125295, 0.0106884, 0.00799456, 0.00772039, 0.0143686, 0.0112168, 0.0103836, 0.0127123, 0.0149658, 0.0115315, 0.00968732, 0.00735362, 0.0110323, 0.00942578, 0.00883031, 0.0101236, 0.009907, 0.00923363, 0.0123321, 0.0126275
0.09, 0.0639375, 0.0153938, 0.0209504, 0.0278873, 0.0196788, 0.00873672, 0.00493701, 0.00746899, 0.00857753, 0.00757098, 0.0101213, 0.00986416, 0.0127994, 0.0104911, 0.0123104, 0.0101597, 0.0104695, 0.015651, 0.011931, 0.0127112, 0.0128826, 0.0143037, 0.0178267, 0.0162639, 0.0138389, 0.0099456, 0.0107111, 0.00997062, 0.0116295, 0.00790905, 0.0133538, 0.0101184, 0.00966878, 0.0103091, 0.00942578, 0.0140587, 0.0117245, 0.00985094, 0.0115302, 0.015195, 0.0101953, 0.00833757, 0.00710461, 0.0105701, 0.00950088, 0.00914043, 0.0111414, 0.0111806, 0.010522, 0.0126026, 0.0134736
