# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39
0, 0.0319375, 0.0029758, 0.00454998, 0.00657088, 0.00570811, 0.00360957, 0.0039047, 0.00304319, 0.00160518, 0.00188828, 0.000744662, 0.00185615, 0.00495527, 0.00712935, 0.00284624, 0.00281486, 0.00309631, 0.0037192, 0.00307421, 0.00286264, 0.0031808, 0.0027402, 0.00340727, 0.00470246, 0.00370709, 0.00440935, 0.00473331, 0.00418371, 0.00700032, 0.00671606, 0.00630355, 0.00468526, 0.00284648, 0.00422158, 0.0043512, 0.00357418, 0.0045056, 0.00644178, 0.0112663, 0.0167914, 0.0177136
0.01, 0.0319375, 0.00473284, 0.00771259, 0.0051977, 0.00662073, 0.0058469, 0.00338363, 0.00380613, 0.00322216, 0.00197442, 0.00146996, 0.00389591, 0.00810926, 0.00811175, 0.00457989, 0.00436722, 0.00362917, 0.00418632, 0.00323297, 0.00450074, 0.00491565, 0.00349625, 0.00589027, 0.00603129, 0.0050332, 0.00524846, 0.00591243, 0.00572458, 0.00511077, 0.00815325, 0.00671073, 0.00506001, 0.00396787, 0.00481197, 0.00442609, 0.00504305, 0.00735184, 0.00725196, 0.0115518, 0.0162849, 0.0142916
0.02, 0.0319375, 0.0142363, 0.0132469, 0.0136255, 0.0154743, 0.00979711, 0.00944373, 0.00810252, 0.00968354, 0.00706744, 0.00616044, 0.00932434, 0.0124461, 0.00634098, 0.0069493, 0.00753572, 0.00979416, 0.00812724, 0.00564517, 0.00614041, 0.00672352, 0.00612596, 0.00667852, 0.00748378, 0.00893488, 0.00860199, 0.00703631, 0.00477294, 0.00816992, 0.00740001, 0.00827089, 0.00899005, 0.00778628, 0.00802649, 0.00907298, 0.00551382, 0.00907286, 0.00969653, 0.00938102, 0.015084, 0.0116238
0.03, 0.0319375, 0.0118897, 0.0108585, 0.0133473, 0.0115925, 0.00756069, 0.00830695, 0.00604859, 0.00923068, 0.00631918, 0.00482193, 0.00756317, 0.00973856, 0.00556527, 0.0044522, 0.00572814, 0.00853155, 0.00630461, 0.00452198, 0.00505099, 0.00540356, 0.00479311, 0.00477365, 0.00527846, 0.00803749, 0.00710106, 0.00576038, 0.00386432, 0.00615534, 0.00562976, 0.00663033, 0.00762942, 0.00736048, 0.00633991, 0.00635081, 0.00439547, 0.00723741, 0.00941822, 0.0113716, 0.0126618, 0.0122622
0.04, 0.0319375, 0.0227077, 0.0195849, 0.0178372, 0.0121971, 0.0132824, 0.016117, 0.0306411, 0.0381624, 0.0273365, 0.020735, 0.0134374, 0.0139811, 0.0191767, 0.0183728, 0.0148399, 0.0102146, 0.00820055, 0.0114546, 0.00862646, 0.0161728, 0.0250861, 0.0200685, 0.0238082, 0.0219691, 0.0120459, 0.0127763, 0.014769, 0.0151344, 0.0235901, 0.036045, 0.026688, 0.0282159, 0.0349401, 0.0374819, 0.0360855, 0.0598928, 0.0273279, 0.0697721, 0.0730442, 0.0697103
0.05, 0.0319375, 0.0600831, 0.0460505, 0.039366, 0.0279308, 0.038818, 0.106004, 0.128508, 0.10526, 0.0697772, 0.0546514, 0.0314876, 0.0406292, 0.0799837, 0.0508628, 0.0437224, 0.0400252, 0.0352774, 0.0395439, 0.0297928, 0.0491194, 0.106684, 0.0757919, 0.0551868, 0.0534438, 0.0389312, 0.0640945, 0.0560471, 0.0612792, 0.0807538, 0.109209, 0.0659139, 0.0815271, 0.0796505, 0.118464, 0.128192, 0.161341, 0.118558, 0.191313, 0.225557, 0.248484
0.06, 0.0319375, 0.0411482, 0.0298263, 0.0275934, 0.0198676, 0.0358818, 0.148169, 0.150859, 0.0485304, 0.0272126, 0.0268629, 0.0331333, 0.0356703, 0.101947, 0.0888064, 0.0627214, 0.121479, 0.0553014, 0.031568, 0.0362684, 0.0563205, 0.118759, 0.14021, 0.0755014, 0.0619779, 0.0501643, 0.0713224, 0.0676958, 0.0975832, 0.0937902, 0.104007, 0.0725153, 0.0625765, 0.0653482, 0.105995, 0.111814, 0.10587, 0.136221, 0.126787, 0.19195, 0.299989
0.07, 0.0319375, 0.0344421, 0.0262703, 0.0268001, 0.0165742, 0.0232734, 0.0679655, 0.109281, 0.0288499, 0.0172949, 0.0465399, 0.0421928, 0.0243284, 0.0764387, 0.105389, 0.0566796, 0.119257, 0.0697287, 0.0554918, 0.0356168, 0.0529775, 0.0690866, 0.0778269, 0.0620524, 0.101607, 0.0748746, 0.0672844, 0.0675915, 0.087388, 0.0749674, 0.0703731, 0.0860312, 0.059518, 0.05515, 0.0916099, 0.0810029, 0.0894202, 0.104452, 0.138317, 0.168577, 0.197996
0.08, 0.0319375, 0.0422482, 0.0252799, 0.0116444, 0.0362075, 0.09862, 0.0566101, 0.111885, 0.0614265, 0.0741135, 0.0825366, 0.0676834, 0.0443669, 0.0826505, 0.0696293, 0.143944, 0.101189, 0.123961, 0.0824088, 0.0428007, 0.041873, 0.0599807, 0.0617583, 0.0703297, 0.184996, 0.120144, 0.0679242, 0.0817719, 0.0897386, 0.0725359, 0.0566992, 0.0832256, 0.0694951, 0.112552, 0.149371, 0.108081, 0.105061, 0.103246, 0.210565, 0.260349, 0.240627
0.09, 0.0319375, 0.0581931, 0.0269229, 0.0118515, 0.033772, 0.108059, 0.12005, 0.0886226, 0.0678793, 0.0559603, 0.0605732, 0.0836157, 0.0356856, 0.109786, 0.119689, 0.247541, 0.140184, 0.121262, 0.0942284, 0.0634884, 0.0451776, 0.0941765, 0.0813708, 0.097246, 0.183826, 0.108991, 0.0845522, 0.0784415, 0.12165, 0.117938, 0.104838, 0.06434, 0.051014, 0.13338, 0.171873, 0.141263, 0.110581, 0.119626, 0.210059, 0.305384, 0.338038
