# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.0227813, 0.0245927, 0.0333658, 0.0275696, 0.0167686, 0.0215725, 0.0246123, 0.0238387, 0.0284358, 0.0383833, 0.0372826, 0.0437824, 0.0428116, 0.0259545, 0.0298288, 0.0570865, 0.062992, 0.0785257, 0.143316, 0.18383, 0.125326, 0.0693979, 0.0633133, 0.0865529, 0.0672789, 0.0903945, 0.08583, 0.058647, 0.0372797, 0.0343856, 0.0334077, 0.0279842, 0.0267008, 0.0347629, 0.0408727, 0.0393257, 0.0424443, 0.0365621, 0.0237651, 0.0282648, 0.0279629, 0.0376778, 0.0387339, 0.0261488, 0.0246125, 0.026918, 0.0235131, 0.0231785, 0.0244416, 0.0359994
0.01, 0.0639375, 0.0365946, 0.0418874, 0.0547074, 0.0281654, 0.0284433, 0.0290409, 0.021405, 0.019983, 0.0138718, 0.0177657, 0.0243421, 0.031396, 0.0332298, 0.0170657, 0.012828, 0.0188424, 0.0247082, 0.0340624, 0.0520064, 0.0833689, 0.0793212, 0.040331, 0.0479603, 0.0532116, 0.0400315, 0.0360992, 0.0355804, 0.0316548, 0.0306767, 0.0257225, 0.027371, 0.0303012, 0.0213494, 0.0227757, 0.0226492, 0.0295628, 0.0305429, 0.0351625, 0.0247947, 0.0308842, 0.0262541, 0.0319019, 0.030572, 0.0222409, 0.0260316, 0.031014, 0.0276568, 0.0288254, 0.02982, 0.0394981
0.02, 0.0639375, 0.0490477, 0.0465226, 0.0622676, 0.0260374, 0.0421677, 0.0322026, 0.0231233, 0.0178526, 0.00976701, 0.0136248, 0.0164103, 0.0250267, 0.0275131, 0.0161288, 0.0157714, 0.014655, 0.0255896, 0.0332435, 0.0311926, 0.0670049, 0.0826425, 0.0403142, 0.041279, 0.0454614, 0.040691, 0.0358943, 0.0374462, 0.0303155, 0.0298463, 0.0267969, 0.0256528, 0.0288954, 0.0221097, 0.02059, 0.0190954, 0.028963, 0.0278037, 0.0317707, 0.0269848, 0.028927, 0.0253843, 0.030614, 0.0296034, 0.0258159, 0.0266454, 0.0304668, 0.0286453, 0.0285466, 0.0315215, 0.0358765
0.03, 0.0639375, 0.047527, 0.0342863, 0.050845, 0.0235802, 0.0424142, 0.0251619, 0.0237986, 0.0140009, 0.0111339, 0.0165919, 0.0150768, 0.0265297, 0.0244161, 0.0235394, 0.0203881, 0.018627, 0.0316317, 0.0289736, 0.0220966, 0.0482817, 0.0668715, 0.0382825, 0.0336311, 0.0312253, 0.0401621, 0.033405, 0.0348379, 0.0223911, 0.028462, 0.0284779, 0.0237584, 0.022248, 0.0188778, 0.0207073, 0.0189828, 0.030781, 0.0225938, 0.0227156, 0.0267577, 0.022729, 0.0233656, 0.0293666, 0.0280638, 0.0267734, 0.0250442, 0.024939, 0.0271264, 0.0252021, 0.0286396, 0.0300962
0.04, 0.0639375, 0.0372789, 0.0268484, 0.0389875, 0.0175504, 0.0324523, 0.0206641, 0.020792, 0.0134472, 0.011899, 0.01955, 0.024515, 0.0273244, 0.0228507, 0.0258822, 0.0187359, 0.0217992, 0.0341325, 0.0240838, 0.0203322, 0.0291503, 0.044691, 0.0349527, 0.0280492, 0.0232594, 0.0330963, 0.0262935, 0.0283756, 0.0179745, 0.0240784, 0.0301549, 0.0251068, 0.017151, 0.017473, 0.0202139, 0.0177269, 0.0267137, 0.0231072, 0.0174845, 0.0244629, 0.019463, 0.0202713, 0.0258412, 0.022844, 0.0264518, 0.0251919, 0.0198672, 0.0225149, 0.0237431, 0.0237741, 0.0223543
0.05, 0.0639375, 0.0424964, 0.0352365, 0.0367036, 0.0149578, 0.0241466, 0.0195167, 0.0181738, 0.0162121, 0.0109083, 0.0196486, 0.0295357, 0.0249555, 0.0265992, 0.0231713, 0.0172449, 0.0228226, 0.0326818, 0.0197146, 0.0183269, 0.0215584, 0.040486, 0.0304904, 0.0246104, 0.0189476, 0.023132, 0.0231128, 0.0234395, 0.0184919, 0.0222438, 0.0390402, 0.0332278, 0.0175736, 0.0179797, 0.0202804, 0.0198894, 0.0226953, 0.0231871, 0.0184277, 0.0258252, 0.0227044, 0.0206217, 0.0210687, 0.0180911, 0.0266923, 0.0232781, 0.0160813, 0.0187389, 0.0264203, 0.0247021, 0.0196133
0.06, 0.0639375, 0.0471967, 0.0439674, 0.034964, 0.013276, 0.0158845, 0.0149675, 0.0188987, 0.028175, 0.011949, 0.0180418, 0.0254613, 0.0164599, 0.0261992, 0.0197674, 0.020611, 0.0220885, 0.0254201, 0.0179187, 0.0146378, 0.0201287, 0.0320747, 0.0282232, 0.0281202, 0.0190024, 0.0206165, 0.0263334, 0.0231315, 0.0200652, 0.0211949, 0.0463529, 0.040048, 0.0209265, 0.0183917, 0.0213684, 0.0233089, 0.0248125, 0.0234849, 0.0245684, 0.0257511, 0.024449, 0.0231029, 0.0186891, 0.0179893, 0.0263984, 0.0218513, 0.0141897, 0.016979, 0.0250671, 0.0254612, 0.0210896
0.07, 0.0639375, 0.0361281, 0.0388154, 0.0288291, 0.0137215, 0.0260301, 0.0138746, 0.0184988, 0.0372455, 0.0185039, 0.022037, 0.0185296, 0.0154221, 0.0207343, 0.0190482, 0.0225485, 0.0193722, 0.018545, 0.0175595, 0.0128829, 0.0250216, 0.0263835, 0.024106, 0.0283457, 0.0206677, 0.0278151, 0.0309968, 0.021373, 0.0201875, 0.0218707, 0.0404442, 0.0411633, 0.0274335, 0.0187557, 0.0206315, 0.027925, 0.0289763, 0.0252106, 0.0284442, 0.0221127, 0.0209269, 0.0236656, 0.0211241, 0.0197522, 0.0249261, 0.0233423, 0.0144854, 0.0177401, 0.0203925, 0.0235211, 0.0212528
0.08, 0.0639375, 0.017247, 0.0216628, 0.0211152, 0.0166762, 0.0342647, 0.0197279, 0.0147232, 0.038126, 0.0221365, 0.03015, 0.0133409, 0.0157858, 0.0207265, 0.0223875, 0.0225156, 0.0156362, 0.0170925, 0.0193005, 0.0139537, 0.0256132, 0.0222663, 0.021123, 0.0257524, 0.0295805, 0.0389319, 0.0327889, 0.0190652, 0.0209416, 0.0261257, 0.0333668, 0.0491199, 0.0406383, 0.022203, 0.022812, 0.037163, 0.0339861, 0.025819, 0.0266901, 0.0211986, 0.0202276, 0.025351, 0.0232942, 0.0246015, 0.0253282, 0.0258576, 0.0196116, 0.0197502, 0.0184312, 0.0238208, 0.0205008
0.09, 0.0639375, 0.0127459, 0.0202358, 0.0230457, 0.018304, 0.0327425, 0.024737, 0.0137231, 0.0324539, 0.0229922, 0.032516, 0.0155217, 0.0145857, 0.0182781, 0.0251323, 0.0235898, 0.0127177, 0.0185981, 0.0222727, 0.0176616, 0.0209234, 0.0176715, 0.026194, 0.0246369, 0.0331204, 0.0422703, 0.0294378, 0.0179425, 0.0249105, 0.0312738, 0.0355149, 0.0533043, 0.0470743, 0.0253495, 0.0296604, 0.0447138, 0.0382182, 0.0252618, 0.026613, 0.0247235, 0.0228617, 0.0263712, 0.0231365, 0.0273244, 0.0270887, 0.0307596, 0.0245947, 0.0208931, 0.0207608, 0.0257056, 0.021607
