# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.327403, 0.435167, 0.399646, 0.509052, 2.10919, 3.29074, 0.753259, 0.421586, 0.758528, 0.805559, 0.602238, 0.716047, 0.876346, 1.04463, 1.29786, 1.42558, 1.01702, 1.29454, 0.800301, 1.17304, 1.32213, 1.05991, 0.893524, 0.69708, 0.825932, 1.05552, 1.12983, 1.12593, 0.922905, 0.918154, 1.1409, 1.10794, 1.24245, 1.26004, 0.974501, 1.37445, 1.21092, 1.06622, 1.77236, 1.9685, 2.6196, 2.86891, 3.24846, 3.62623, 3.78534, 2.94226, 1.85521, 1.29053, 1.02661, 1.39636
0.01, 0.0639375, 0.286728, 0.455123, 0.491003, 0.59185, 2.06246, 3.28554, 0.910047, 0.552265, 0.774863, 0.840153, 0.593451, 0.821594, 0.845758, 0.91765, 1.23679, 1.49461, 1.09504, 1.27269, 0.899468, 1.21054, 1.31436, 1.02984, 0.864474, 0.787832, 0.951318, 1.092, 1.23937, 1.21957, 0.833281, 0.981957, 1.11858, 1.30077, 1.24622, 1.19188, 0.970885, 1.44158, 1.3555, 1.01139, 1.5288, 1.99094, 2.63075, 2.77449, 3.17254, 3.62116, 3.64099, 2.99433, 1.90096, 1.37838, 1.10468, 1.40284
0.02, 0.0639375, 0.293609, 0.604396, 0.672255, 0.748981, 2.05085, 3.27929, 0.984097, 0.708048, 0.629645, 0.706219, 0.524274, 0.804977, 0.87105, 0.814167, 1.1976, 1.4288, 1.2097, 1.32511, 0.882298, 1.17421, 1.2913, 1.08569, 0.832138, 0.814859, 0.995771, 1.08961, 1.24778, 1.27836, 0.838865, 0.990645, 1.13053, 1.37696, 1.32591, 1.19363, 1.0105, 1.51523, 1.43535, 1.06183, 1.48135, 1.9496, 2.56018, 2.87733, 3.16406, 3.54712, 3.41245, 2.94803, 1.93592, 1.35929, 1.17939, 1.49338
0.03, 0.0639375, 0.347735, 0.778928, 0.706761, 0.701876, 2.04401, 3.30306, 1.01332, 0.805614, 0.578467, 0.677209, 0.530742, 0.645274, 0.831904, 0.964015, 1.20674, 1.32094, 1.24114, 1.1925, 0.857236, 1.10964, 1.23827, 1.03863, 0.8146, 0.769795, 1.05315, 1.12382, 1.04782, 1.19597, 0.86224, 1.01903, 1.16624, 1.27307, 1.45829, 1.19989, 1.11483, 1.67842, 1.50944, 1.14751, 1.52913, 1.91264, 2.56082, 3.08503, 3.3238, 3.60791, 3.21509, 2.84115, 1.97464, 1.31027, 1.16094, 1.52073
0.04, 0.0639375, 0.46943, 0.8542, 0.765555, 0.584137, 2.02452, 3.32942, 1.06482, 0.898063, 0.69894, 0.728259, 0.624184, 0.578848, 0.844114, 1.21858, 1.21472, 1.23118, 1.25838, 0.940792, 0.858858, 1.08335, 1.30874, 0.946446, 0.848889, 0.7166, 1.0592, 1.22924, 0.836015, 1.11974, 0.930219, 1.13148, 1.12538, 1.15039, 1.51732, 1.27747, 1.30347, 1.78393, 1.56435, 1.24415, 1.57383, 1.89743, 2.55839, 3.19885, 3.39533, 3.64223, 3.17928, 2.87656, 1.97575, 1.3636, 1.09331, 1.47374
0.05, 0.0639375, 0.475109, 0.809384, 0.71172, 0.519035, 1.99101, 3.33339, 1.09017, 0.872062, 0.796385, 0.720978, 0.616434, 0.605131, 0.90637, 1.33794, 1.36066, 1.28569, 1.22702, 0.935822, 0.837961, 1.04204, 1.32679, 0.927408, 0.871295, 0.746247, 0.980195, 1.2156, 0.799163, 1.0049, 0.915464, 1.10296, 0.953313, 1.06831, 1.43674, 1.29358, 1.38408, 1.7372, 1.58743, 1.33098, 1.61916, 2.06769, 2.50832, 3.13705, 3.39898, 3.55603, 3.28517, 2.958, 1.96844, 1.37739, 1.03954, 1.48291
0.06, 0.0639375, 0.489576, 0.707406, 0.634567, 0.476174, 1.93008, 3.31853, 0.975256, 0.720107, 0.839852, 0.720062, 0.515775, 0.604735, 1.06729, 1.27539, 1.39411, 1.2385, 1.13934, 0.93422, 0.698572, 0.976985, 1.20645, 0.960923, 0.866602, 0.790567, 0.923435, 1.24164, 0.980164, 0.974231, 0.8934, 0.986289, 0.813636, 1.092, 1.47288, 1.29927, 1.33669, 1.64146, 1.54252, 1.32811, 1.70735, 2.16717, 2.46084, 2.96777, 3.33117, 3.59459, 3.41442, 3.00605, 1.82925, 1.28385, 1.03725, 1.44385
0.07, 0.0639375, 0.468371, 0.681731, 0.536953, 0.622646, 1.90981, 3.30324, 0.898013, 0.695134, 0.868054, 0.525728, 0.408149, 0.526658, 1.20067, 1.23436, 1.24629, 1.14703, 1.20158, 0.868943, 0.649801, 0.866368, 1.11599, 0.901282, 0.805961, 0.862645, 0.896637, 1.37282, 1.10001, 1.07035, 0.914117, 0.990807, 0.897737, 1.12213, 1.5376, 1.3088, 1.19365, 1.57844, 1.46288, 1.20915, 1.66939, 2.15589, 2.55542, 2.96505, 3.33312, 3.81076, 3.47858, 3.08435, 1.79877, 1.2198, 1.04776, 1.34328
0.08, 0.0639375, 0.334558, 0.618158, 0.459047, 0.785403, 1.89376, 3.31355, 1.03841, 0.591667, 0.803146, 0.467198, 0.357666, 0.520408, 1.21675, 1.34293, 1.13386, 1.18204, 1.26004, 0.803045, 0.656517, 0.960184, 1.17446, 0.829382, 0.745434, 0.896481, 0.947203, 1.36557, 1.09437, 1.13349, 0.952106, 0.967727, 1.02529, 1.13369, 1.50335, 1.25457, 1.05324, 1.51841, 1.489, 1.08863, 1.53268, 2.104, 2.60624, 2.93959, 3.46882, 3.85351, 3.47011, 3.15692, 1.83026, 1.21278, 1.01793, 1.21233
0.09, 0.0639375, 0.376912, 0.583482, 0.521386, 0.796358, 1.88004, 3.33545, 1.06265, 0.501477, 0.690738, 0.633204, 0.441088, 0.469031, 1.1474, 1.28069, 1.10521, 1.14738, 1.13658, 0.923981, 0.697666, 1.07294, 1.22477, 0.872436, 0.870368, 0.928852, 1.00701, 1.265, 1.10447, 1.11987, 0.910106, 0.913179, 1.06337, 1.10772, 1.45572, 1.21724, 1.02348, 1.49499, 1.54949, 1.01174, 1.49556, 2.23782, 2.61356, 2.93423, 3.49489, 3.7151, 3.39179, 2.98624, 1.80206, 1.17386, 1.03622, 1.25195
