# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39
0, 0.0319375, 0.0316753, 0.0634888, 0.0228303, 0.0392141, 0.0651457, 0.0447279, 0.0671287, 0.0785223, 0.0441137, 0.0692905, 0.0421849, 0.0796129, 0.0887504, 0.0647112, 0.0537885, 0.0245285, 0.00835058, 0.00988493, 0.0233492, 0.019695, 0.0186784, 0.041008, 0.0339036, 0.0502842, 0.0728008, 0.136201, 0.371933, 0.353431, 0.176487, 0.0840444, 0.0575715, 0.0693635, 0.139758, 0.186475, 0.200575, 0.164459, 0.119357, 0.0553569, 0.04731, 0.0414728
0.01, 0.0319375, 0.0505659, 0.0959708, 0.0346697, 0.0589831, 0.109128, 0.100005, 0.0807981, 0.0898255, 0.0452432, 0.0809876, 0.0954358, 0.133925, 0.156293, 0.0889881, 0.0768807, 0.0359085, 0.0149809, 0.0121942, 0.0346861, 0.030229, 0.0310732, 0.0670581, 0.0513789, 0.081555, 0.106272, 0.189297, 0.528061, 0.487104, 0.230297, 0.103164, 0.0705417, 0.0904713, 0.185393, 0.24866, 0.27776, 0.224425, 0.161716, 0.0697899, 0.0611144, 0.0613729
0.02, 0.0319375, 0.0461279, 0.081475, 0.0375722, 0.0680351, 0.106525, 0.111052, 0.0859164, 0.0841076, 0.042455, 0.0640649, 0.118764, 0.162746, 0.193198, 0.113145, 0.0913357, 0.0401864, 0.0139845, 0.015728, 0.0354629, 0.0310784, 0.0296642, 0.065101, 0.0606551, 0.0987418, 0.1268, 0.222514, 0.61574, 0.574168, 0.276208, 0.110514, 0.0780105, 0.106093, 0.213333, 0.291752, 0.329217, 0.265763, 0.189868, 0.0794602, 0.0688108, 0.0665163
0.03, 0.0319375, 0.0376603, 0.0544644, 0.0617332, 0.0552012, 0.0629334, 0.0486813, 0.0366975, 0.0493673, 0.0246434, 0.0664125, 0.0813407, 0.0709203, 0.0808671, 0.0333336, 0.0294651, 0.0185444, 0.00969901, 0.00770218, 0.0120433, 0.0102487, 0.0122105, 0.0288794, 0.0241244, 0.0365326, 0.0429629, 0.0882595, 0.243543, 0.210424, 0.0799489, 0.0265104, 0.0205405, 0.0287226, 0.0595824, 0.0861693, 0.105286, 0.0797312, 0.0547682, 0.0195319, 0.0178089, 0.0209083
0.04, 0.0319375, 0.0244348, 0.0162324, 0.0231583, 0.00816247, 0.00377217, 0.00131092, 0.00797611, 0.0168505, 0.00541031, 0.01864, 0.00953076, 0.00575587, 0.00515252, 0.00209101, 0.00410025, 0.00156959, 0.0017969, 0.00181843, 0.00263962, 0.00376504, 0.00316096, 0.00522, 0.00579001, 0.00714923, 0.0110479, 0.0119019, 0.0106901, 0.00744828, 0.00984185, 0.00607122, 0.00528119, 0.00383843, 0.00328834, 0.0033361, 0.00470009, 0.00455295, 0.00401963, 0.00344552, 0.0033222, 0.00263641
0.05, 0.0319375, 0.0136865, 0.00592369, 0.00679385, 0.0088615, 0.00450002, 0.00266388, 0.00298234, 0.00209148, 0.00148805, 0.00525273, 0.00375768, 0.00459401, 0.00435939, 0.00141056, 0.00457965, 0.00174501, 0.00238468, 0.00191267, 0.00225338, 0.00547991, 0.00447392, 0.00374082, 0.00533846, 0.0063713, 0.00726818, 0.010395, 0.00956299, 0.00981423, 0.00894622, 0.0118701, 0.00750543, 0.00351276, 0.00498101, 0.007091, 0.00808112, 0.00582319, 0.00466532, 0.00570289, 0.00536087, 0.0050179
0.06, 0.0319375, 0.00438514, 0.00734427, 0.0038034, 0.00458962, 0.00632878, 0.00435298, 0.00297544, 0.00252762, 0.00116578, 0.000964415, 0.0046105, 0.00431404, 0.00550931, 0.00199393, 0.00296546, 0.0035503, 0.00325008, 0.00257447, 0.00304937, 0.00486298, 0.00468585, 0.00708804, 0.00747964, 0.00876236, 0.0113283, 0.0127437, 0.00840732, 0.0117272, 0.00776806, 0.01178, 0.0127228, 0.00629668, 0.0102684, 0.00822904, 0.00757843, 0.00699121, 0.00609148, 0.00813693, 0.0073393, 0.00674022
0.07, 0.0319375, 0.00431737, 0.00510496, 0.00659136, 0.00526352, 0.00771614, 0.00607904, 0.00382751, 0.00402367, 0.00148436, 0.00128473, 0.00645943, 0.00513105, 0.00465441, 0.00489572, 0.00433719, 0.00375257, 0.00292861, 0.00224315, 0.00301894, 0.00551903, 0.00389828, 0.00495776, 0.00857836, 0.0119605, 0.0112357, 0.00948754, 0.0154707, 0.0131773, 0.0101946, 0.0136631, 0.0136616, 0.00693924, 0.00792206, 0.00962864, 0.0103156, 0.0100443, 0.00686146, 0.00763191, 0.00740154, 0.0079359
0.08, 0.0319375, 0.00661837, 0.00953158, 0.00253213, 0.00350457, 0.00211837, 0.00880455, 0.00921934, 0.00352571, 0.00208221, 0.0025577, 0.00591895, 0.00351347, 0.00606921, 0.00619562, 0.00433683, 0.0032174, 0.00267886, 0.00182379, 0.00391028, 0.00448768, 0.00535233, 0.00490557, 0.00774831, 0.0110957, 0.0162458, 0.0131379, 0.0149377, 0.0144535, 0.0133252, 0.016939, 0.0136555, 0.00796215, 0.00819617, 0.0109687, 0.00998738, 0.00902998, 0.00554915, 0.00916831, 0.00775292, 0.00792159
0.09, 0.0319375, 0.0114449, 0.0122114, 0.00467256, 0.00283578, 0.00330093, 0.00697475, 0.00619029, 0.00334311, 0.00154971, 0.00315965, 0.0100475, 0.00419404, 0.00430396, 0.00268587, 0.003153, 0.00274864, 0.00300789, 0.00242951, 0.00353616, 0.00555282, 0.00573051, 0.00447047, 0.00933331, 0.00936319, 0.0101091, 0.0144052, 0.0217837, 0.0214633, 0.0178785, 0.0239157, 0.0200613, 0.00937169, 0.0114501, 0.0159626, 0.0142764, 0.0102314, 0.010072, 0.0115732, 0.00933, 0.0117589
