# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39
0, 0.0319375, 0.148027, 0.109884, 0.200734, 0.216952, 0.0981287, 0.141321, 0.126815, 0.292337, 0.203728, 0.104154, 0.150452, 0.0958497, 0.0960793, 0.0815719, 0.150639, 0.167506, 0.143738, 0.0938068, 0.122604, 0.247457, 0.237948, 0.210164, 0.181759, 0.178186, 0.131707, 0.165427, 0.127148, 0.0902993, 0.0712263, 0.0569039, 0.0485896, 0.073135, 0.103193, 0.0742891, 0.0607676, 0.0693032, 0.0724646, 0.0510253, 0.0560565, 0.0446543
0.01, 0.0319375, 0.145615, 0.194408, 0.240141, 0.251422, 0.124686, 0.101456, 0.0744866, 0.0777227, 0.0647313, 0.0434663, 0.0428051, 0.0333948, 0.0321689, 0.0287068, 0.0433371, 0.0527929, 0.0438585, 0.0304529, 0.0303063, 0.0365922, 0.0373264, 0.0387712, 0.0368123, 0.0338034, 0.0468048, 0.0491948, 0.0393923, 0.0215393, 0.0199648, 0.0221787, 0.0259112, 0.0387421, 0.0446198, 0.0515268, 0.0358678, 0.0296031, 0.0275459, 0.0253195, 0.0206105, 0.0181616
0.02, 0.0319375, 0.0943809, 0.0992204, 0.113953, 0.145602, 0.08624, 0.0319601, 0.0238096, 0.0178243, 0.0165125, 0.0121321, 0.00757642, 0.00870138, 0.00791343, 0.00720652, 0.00624645, 0.00759251, 0.00681481, 0.00974764, 0.0195127, 0.0242596, 0.0181063, 0.0164438, 0.0161778, 0.0214388, 0.0370341, 0.0238123, 0.0210124, 0.0140833, 0.00879628, 0.013913, 0.0178441, 0.031455, 0.0362885, 0.0421412, 0.0333624, 0.0203708, 0.0161504, 0.0164551, 0.0116999, 0.0109074
0.03, 0.0319375, 0.0421084, 0.0503719, 0.0373972, 0.0433151, 0.0887432, 0.0538838, 0.0478214, 0.0545191, 0.0478095, 0.0223548, 0.0129444, 0.0143705, 0.0135934, 0.0142931, 0.0240134, 0.0363738, 0.0371643, 0.0442357, 0.071311, 0.0557781, 0.0321439, 0.0501735, 0.0892341, 0.0893214, 0.0418653, 0.0388534, 0.0599128, 0.0274445, 0.0311717, 0.0296369, 0.0255372, 0.0242212, 0.0477145, 0.0539096, 0.0525061, 0.0259482, 0.0272191, 0.0217296, 0.0201432, 0.0180421
0.04, 0.0319375, 0.0602558, 0.0459522, 0.058465, 0.0495398, 0.0794895, 0.0864189, 0.0613042, 0.0666975, 0.0641848, 0.0681929, 0.0628882, 0.0464565, 0.0365962, 0.0611557, 0.0710484, 0.0679312, 0.0977311, 0.167897, 0.168972, 0.206541, 0.153196, 0.240919, 0.185601, 0.283287, 0.147716, 0.141643, 0.161987, 0.128112, 0.0831268, 0.0526125, 0.0677605, 0.0468358, 0.0701982, 0.0833841, 0.0923213, 0.0515129, 0.054937, 0.0411549, 0.0359061, 0.029332
0.05, 0.0319375, 0.145299, 0.176449, 0.148856, 0.0859144, 0.0644914, 0.044971, 0.0583411, 0.0868861, 0.081834, 0.0828259, 0.076243, 0.041514, 0.0425057, 0.0688109, 0.0616368, 0.044134, 0.0748498, 0.160927, 0.101213, 0.182558, 0.128238, 0.215997, 0.123347, 0.210464, 0.157814, 0.166457, 0.20273, 0.187971, 0.0935656, 0.0603328, 0.0747735, 0.0648342, 0.0837341, 0.10824, 0.109029, 0.0591334, 0.0600347, 0.0453276, 0.0339764, 0.0267214
0.06, 0.0319375, 0.155299, 0.171939, 0.0825179, 0.143512, 0.0817663, 0.0647093, 0.0743534, 0.0596939, 0.0590468, 0.0156569, 0.0304077, 0.056861, 0.0329809, 0.0160091, 0.0249587, 0.0234758, 0.0385198, 0.0545881, 0.0577291, 0.0747734, 0.0547075, 0.0388676, 0.0517145, 0.0430377, 0.0534877, 0.0402719, 0.0446362, 0.0414386, 0.0307058, 0.0273374, 0.0249117, 0.0400873, 0.0370087, 0.0485737, 0.0353277, 0.0261749, 0.0190615, 0.0144895, 0.0130107, 0.0103576
0.07, 0.0319375, 0.207343, 0.167733, 0.0969523, 0.158655, 0.13592, 0.0864217, 0.187895, 0.110779, 0.0591353, 0.0270549, 0.0265776, 0.0524259, 0.0266173, 0.0158207, 0.0328786, 0.0260736, 0.0668663, 0.0561827, 0.0782078, 0.0908711, 0.0559413, 0.0489521, 0.0493033, 0.0370185, 0.0524083, 0.0440511, 0.0239799, 0.0197273, 0.0147699, 0.0184219, 0.0187076, 0.0311519, 0.0409375, 0.0435136, 0.0239752, 0.0172315, 0.0189557, 0.0182066, 0.0181558, 0.0140426
0.08, 0.0319375, 0.25715, 0.275197, 0.27785, 0.197611, 0.258958, 0.164334, 0.243078, 0.169497, 0.109108, 0.0556073, 0.0416396, 0.0558149, 0.0374803, 0.056413, 0.0423877, 0.0399596, 0.0931002, 0.0772281, 0.126608, 0.118403, 0.0606183, 0.0821727, 0.0608959, 0.0469843, 0.0710051, 0.045193, 0.0330746, 0.0420834, 0.0145546, 0.019123, 0.021699, 0.0391757, 0.0542125, 0.0430986, 0.0270269, 0.0219026, 0.0303714, 0.024971, 0.0190324, 0.0226897
0.09, 0.0319375, 0.146138, 0.127039, 0.29423, 0.306557, 0.210413, 0.138456, 0.173415, 0.0748837, 0.115524, 0.0398845, 0.0450146, 0.0592432, 0.0549898, 0.0655653, 0.0362232, 0.0329839, 0.0845287, 0.0473929, 0.162242, 0.122698, 0.0552, 0.0525971, 0.0590125, 0.0575329, 0.0689976, 0.0587723, 0.0446284, 0.0397555, 0.0204187, 0.0190402, 0.0192854, 0.0292695, 0.0353873, 0.0308278, 0.0251666, 0.0252997, 0.0307651, 0.0203151, 0.0163659, 0.0248825
0.1, 0.0319375, 0.0465832, 0.0387506, 0.128139, 0.114577, 0.121021, 0.0874372, 0.084157, 0.0752304, 0.0355499, 0.00849574, 0.0289316, 0.0253506, 0.0145744, 0.0171898, 0.0151603, 0.0281473, 0.0368629, 0.0425957, 0.0718871, 0.0582268, 0.0443838, 0.0417918, 0.0442408, 0.0433455, 0.0478281, 0.0376477, 0.0263479, 0.026559, 0.022025, 0.0227676, 0.020274, 0.0236112, 0.0203738, 0.017407, 0.0254959, 0.0205445, 0.019864, 0.0138702, 0.0117314, 0.0131198
0.11, 0.0319375, 0.0813448, 0.0976926, 0.123393, 0.167186, 0.0694785, 0.125771, 0.137777, 0.195182, 0.0951456, 0.0451246, 0.0672448, 0.0649631, 0.081602, 0.103144, 0.164567, 0.135433, 0.0826398, 0.147561, 0.267492, 0.187269, 0.205645, 0.231352, 0.266264, 0.157658, 0.148599, 0.141857, 0.142201, 0.0973178, 0.0872235, 0.0948999, 0.0452315, 0.0541977, 0.0579812, 0.0715443, 0.0848179, 0.0669744, 0.071132, 0.0567776, 0.0449027, 0.0308801
0.12, 0.0319375, 0.124365, 0.151566, 0.273097, 0.231575, 0.170796, 0.222598, 0.228837, 0.329328, 0.149457, 0.113512, 0.137387, 0.113346, 0.129713, 0.117578, 0.205677, 0.183959, 0.126019, 0.119664, 0.246859, 0.347279, 0.297831, 0.296632, 0.312843, 0.273161, 0.213817, 0.18145, 0.177957, 0.133021, 0.0981555, 0.0714584, 0.0595307, 0.0910342, 0.110456, 0.0890103, 0.0929704, 0.0892355, 0.0946035, 0.0778424, 0.062843, 0.0439261
0.13, 0.0319375, 0.155071, 0.099588, 0.229814, 0.31493, 0.269596, 0.138841, 0.174642, 0.230906, 0.152359, 0.135601, 0.106155, 0.0650474, 0.0569694, 0.0621939, 0.122517, 0.164117, 0.126063, 0.105901, 0.187219, 0.231538, 0.21303, 0.26341, 0.212408, 0.160111, 0.169311, 0.190901, 0.148481, 0.104527, 0.0686707, 0.038367, 0.037987, 0.0520634, 0.0880346, 0.0854359, 0.0624902, 0.0549138, 0.0690586, 0.057851, 0.0497969, 0.0342089
0.14, 0.0319375, 0.0594593, 0.0575762, 0.0957805, 0.194, 0.204081, 0.0799138, 0.0630633, 0.0704856, 0.0504162, 0.0717924, 0.0215892, 0.0360999, 0.0171395, 0.0360441, 0.0548733, 0.082911, 0.0674472, 0.0875766, 0.08648, 0.0887113, 0.0626499, 0.125332, 0.0979038, 0.0961359, 0.0920066, 0.0640936, 0.0708852, 0.0575867, 0.0244769, 0.0226348, 0.0256315, 0.0230986, 0.0443082, 0.0525857, 0.0381774, 0.0367803, 0.0343006, 0.0273717, 0.0227613, 0.0218518
0.15, 0.0319375, 0.0264225, 0.0136025, 0.0410452, 0.0466316, 0.0496316, 0.0185137, 0.0257233, 0.0323611, 0.0165064, 0.0194796, 0.00907357, 0.0232996, 0.00718521, 0.0120722, 0.0166323, 0.0151481, 0.0300789, 0.030976, 0.0486735, 0.0462609, 0.0206191, 0.0374491, 0.0267865, 0.0388055, 0.0313784, 0.0186917, 0.0210087, 0.015566, 0.00923575, 0.00981021, 0.011826, 0.0153511, 0.0236883, 0.0185816, 0.0208922, 0.0158836, 0.014064, 0.0110875, 0.0089578, 0.00737291
0.16, 0.0319375, 0.00640506, 0.0108998, 0.0115487, 0.0177992, 0.0130666, 0.018424, 0.0274431, 0.0219721, 0.00743302, 0.00523862, 0.00689402, 0.0055949, 0.00420769, 0.00766586, 0.00763025, 0.0104214, 0.00730179, 0.0126432, 0.0123775, 0.0172595, 0.0155943, 0.0234965, 0.0284362, 0.0232084, 0.0245028, 0.0251203, 0.0134517, 0.0121589, 0.0140638, 0.0120729, 0.0156108, 0.0192674, 0.0335634, 0.0219465, 0.0235078, 0.0196233, 0.0172296, 0.0128793, 0.00936851, 0.00690976
0.17, 0.0319375, 0.0209026, 0.0226827, 0.0143084, 0.0140812, 0.010913, 0.0123231, 0.0166619, 0.0213542, 0.00896985, 0.0068791, 0.00772371, 0.00731942, 0.00407401, 0.00481814, 0.00742024, 0.00824607, 0.00621304, 0.0143366, 0.014054, 0.0162281, 0.0140615, 0.0212007, 0.0227331, 0.0220899, 0.0220461, 0.0211515, 0.010805, 0.0094964, 0.008827, 0.00909661, 0.0113041, 0.0214311, 0.0240553, 0.0304661, 0.0237353, 0.0151602, 0.0111182, 0.0102239, 0.00944597, 0.00758257
0.18, 0.0319375, 0.00649674, 0.0137294, 0.0150914, 0.0213697, 0.0156498, 0.020423, 0.00963525, 0.0107649, 0.00622228, 0.00320516, 0.00383428, 0.00314397, 0.00322299, 0.004216, 0.00517292, 0.00459247, 0.0058898, 0.00703004, 0.00857446, 0.00926363, 0.00880691, 0.00895319, 0.0154674, 0.0148077, 0.0195562, 0.0132767, 0.0108105, 0.00515098, 0.00424377, 0.006266, 0.0105141, 0.0134018, 0.013004, 0.0196488, 0.0142223, 0.00825931, 0.00646713, 0.00641821, 0.00661683, 0.00575931
0.19, 0.0319375, 0.0110572, 0.0198404, 0.0205312, 0.0135219, 0.0264109, 0.0169855, 0.0126414, 0.0161285, 0.0206415, 0.0108958, 0.00988965, 0.00642757, 0.00697191, 0.0145091, 0.0147102, 0.0172776, 0.0252596, 0.0146034, 0.0247245, 0.0186367, 0.0240505, 0.0164723, 0.0236827, 0.0209204, 0.0268088, 0.0128452, 0.0199002, 0.0135887, 0.00857162, 0.00830116, 0.0083293, 0.0144281, 0.0201117, 0.0273083, 0.0206725, 0.0114607, 0.0097127, 0.0075188, 0.00710047, 0.00724912
0.2, 0.0319375, 0.0238158, 0.0609037, 0.0558156, 0.0573931, 0.0643106, 0.0204276, 0.0292825, 0.056975, 0.0546313, 0.0276382, 0.028836, 0.0325301, 0.0318698, 0.0242681, 0.0243383, 0.0290443, 0.035831, 0.0517967, 0.0616793, 0.0405705, 0.0444721, 0.0288129, 0.0497594, 0.0417278, 0.0332689, 0.0150151, 0.0412479, 0.0302909, 0.0153562, 0.00952698, 0.0128071, 0.0269812, 0.0268754, 0.0375192, 0.0297038, 0.0151633, 0.0138146, 0.0151266, 0.0116632, 0.00846299
0.21, 0.0319375, 0.0251039, 0.0347318, 0.0784718, 0.0570618, 0.10832, 0.0670973, 0.0385539, 0.0508076, 0.0360222, 0.0217367, 0.0464398, 0.0319674, 0.0297625, 0.0247348, 0.0187905, 0.0235171, 0.038063, 0.0499761, 0.0574902, 0.0577013, 0.0440841, 0.0364257, 0.074072, 0.0437148, 0.0497641, 0.0261722, 0.0364818, 0.0264111, 0.0151177, 0.0159413, 0.0248585, 0.0240552, 0.0320246, 0.0423477, 0.0249571, 0.0214148, 0.0192504, 0.0157925, 0.0136775, 0.0112599
0.22, 0.0319375, 0.0234347, 0.0225311, 0.0451663, 0.0372045, 0.0613101, 0.0548451, 0.0209011, 0.0137334, 0.0154559, 0.0182101, 0.0257369, 0.0137982, 0.0147516, 0.0189816, 0.0219562, 0.0211971, 0.0375467, 0.0387919, 0.040975, 0.0508746, 0.039918, 0.0476819, 0.0407239, 0.0304493, 0.0435463, 0.0261826, 0.021051, 0.0190055, 0.0139713, 0.0129079, 0.0164109, 0.0197639, 0.0235972, 0.0346216, 0.0248404, 0.0176937, 0.0148059, 0.0119473, 0.0107671, 0.0093737
0.23, 0.0319375, 0.0507248, 0.0656474, 0.039064, 0.0526107, 0.0468792, 0.0330339, 0.0197499, 0.0229264, 0.0140784, 0.0290673, 0.0198215, 0.0100726, 0.014832, 0.0163843, 0.0175978, 0.0102431, 0.0163067, 0.0297452, 0.0330471, 0.0319828, 0.0394596, 0.0364834, 0.0253168, 0.018383, 0.0160595, 0.0235206, 0.0201231, 0.0126754, 0.0138375, 0.0119866, 0.0137465, 0.0176188, 0.0209981, 0.0259911, 0.0237548, 0.0149666, 0.0122729, 0.00887663, 0.00984669, 0.00786884
