Time (seconds),Length,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
0.234375,0.03200000524520874,0.003297370159998536,0.0034079826436936855,0.001637666835449636,0.0017746428493410349,0.0033437078818678856,0.004750987980514765,0.0055913482792675495,0.004808054305613041,0.0025503274518996477,0.0008828318095766008,0.002166782971471548,0.0030950047075748444,0.003362836316227913,0.0023746881633996964,0.0020967184100300074,0.0035887856502085924,0.0014688903465867043,0.0009912106906995177,0.0006666345288977027,0.0009585791267454624,0.0006220789509825408,0.0015241208020597696,0.0013075858587399125,0.000832449528388679,0.001462224405258894,0.0013465156080201268,0.0012756790965795517,0.001260677701793611,0.0017764277290552855,0.001984295202419162,0.0012763934209942818,0.0018055817345157266
0.25,0.03200000524520874,0.013273447751998901,0.013099211268126965,0.0050546713173389435,0.013897436670958996,0.012024417519569397,0.00887260865420103,0.007582100108265877,0.011225637048482895,0.005576411262154579,0.0036537572741508484,0.006413828115910292,0.003436732804402709,0.003996956627815962,0.004632099531590939,0.003569898894056678,0.005842157173901796,0.004109628964215517,0.005138998385518789,0.0026594768278300762,0.002742460463196039,0.0032416435424238443,0.0033049744088202715,0.002631774405017495,0.0023260461166501045,0.002479576040059328,0.0019239740213379264,0.003360341303050518,0.0028639512602239847,0.003570255357772112,0.0028725096490234137,0.0027638589963316917,0.0037338081747293472
0.265625,0.03200000524520874,0.007705606985837221,0.0061692046001553535,0.0053861262276768684,0.012635531835258007,0.01419447734951973,0.005865859799087048,0.003594605950638652,0.009113618172705173,0.0084653589874506,0.008795921690762043,0.006962798070162535,0.004803427495062351,0.003856603754684329,0.004259086679667234,0.007416927255690098,0.008108790963888168,0.002768852049484849,0.0032998654060065746,0.0038747722283005714,0.0031175841577351093,0.0035733438562601805,0.003311984706670046,0.0019374187104403973,0.0016540905926376581,0.0024328415747731924,0.001718117156997323,0.0023457887582480907,0.00203557126224041,0.0026154855731874704,0.0027465024031698704,0.004161270800977945,0.00331234117038548
0.28125,0.03200000524520874,0.006872586905956268,0.011091128922998905,0.008473987691104412,0.01507344376295805,0.011313099414110184,0.005637223832309246,0.007855829782783985,0.01012156717479229,0.009108892641961575,0.00977255403995514,0.006901237647980452,0.004516638349741697,0.0029813863802701235,0.0034629872534424067,0.005326010286808014,0.006841686088591814,0.0036626653745770454,0.004044567700475454,0.006257939152419567,0.0031058192253112793,0.0035632471553981304,0.002697165124118328,0.0026072815526276827,0.0027877537067979574,0.0033881422132253647,0.003465838497504592,0.002773607149720192,0.0023958568926900625,0.0032206117175519466,0.002717019058763981,0.0037759689148515463,0.0037285825237631798
0.296875,0.03200000524520874,0.009951029904186726,0.01820533163845539,0.010117200203239918,0.014446428045630455,0.011407153680920601,0.0069017112255096436,0.010670983232557774,0.01454101037234068,0.005677526351064444,0.00825091265141964,0.005159040912985802,0.0034577602054923773,0.003900777781382203,0.003987458068877459,0.003140876302495599,0.005787757225334644,0.004082916304469109,0.004030914045870304,0.004124231170862913,0.0040494357235729694,0.0032245328184217215,0.0021245544776320457,0.0022033003624528646,0.002100168028846383,0.0027965507470071316,0.002790725789964199,0.0022916740272194147,0.0027625514194369316,0.0028145008254796267,0.003045803401619196,0.003077059518545866,0.0027133338153362274
0.3125,0.03200000524520874,0.0088768620043993,0.011983309872448444,0.009402871131896973,0.01666904427111149,0.015465687029063702,0.01579711213707924,0.009907121770083904,0.006917101796716452,0.010609177872538567,0.006375450175255537,0.006267653312534094,0.004650253802537918,0.003898521652445197,0.002622024854645133,0.0038975717034190893,0.002763977972790599,0.006719493307173252,0.005532074254006147,0.004432139918208122,0.0034423163160681725,0.0032256022095680237,0.0023900296073406935,0.002592181321233511,0.0032873896416276693,0.003330994863063097,0.0032736065331846476,0.0034557406324893236,0.0028178293723613024,0.002566736191511154,0.003565385239198804,0.0029277815483510494,0.0025988395791500807
0.328125,0.03200000524520874,0.006345481611788273,0.008023294620215893,0.01303955726325512,0.02441319264471531,0.021794574335217476,0.012042791582643986,0.005091794766485691,0.004621183034032583,0.005219404585659504,0.0063874139450490475,0.005034982226788998,0.004516163375228643,0.0035113366320729256,0.002484332537278533,0.0022640805691480637,0.0032214433886110783,0.003482945030555129,0.004340750630944967,0.005076850764453411,0.0027938163839280605,0.003809933550655842,0.0035044467076659203,0.0036468682810664177,0.002468041144311428,0.001583870965987444,0.00346310599707067,0.0035859348718076944,0.003216333920136094,0.0020362851209938526,0.003058638656511903,0.003095123451203108,0.0029655785765498877
0.34375,0.03200000524520874,0.008549517020583153,0.01009383425116539,0.01900709606707096,0.01403756346553564,0.01925877295434475,0.011723668314516544,0.004807342309504747,0.007381665054708719,0.01113333459943533,0.008448218926787376,0.00703938864171505,0.00428128382191062,0.0033545196056365967,0.0027513764798641205,0.004040293861180544,0.0033244602382183075,0.0025384367909282446,0.004228104837238789,0.005218218546360731,0.0037488911766558886,0.003030471969395876,0.0038638473488390446,0.0030758711509406567,0.0026846816763281822,0.00201617949642241,0.003003849647939205,0.003467976814135909,0.0025409336667507887,0.0019591916352510452,0.002780264476314187,0.0029702140018343925,0.0034319807309657335
0.359375,0.03200000524520874,0.006305324379354715,0.008832907304167747,0.013785157352685928,0.008226675912737846,0.011240489780902863,0.011308266781270504,0.009159686975181103,0.011280096136033535,0.004312976263463497,0.0034689269959926605,0.006394047290086746,0.003862184938043356,0.003939844202250242,0.0019910766277462244,0.004274636507034302,0.004926922265440226,0.0036709795240312815,0.004032101482152939,0.0028017812874168158,0.004169224761426449,0.002928851405158639,0.004162457771599293,0.0033812513574957848,0.0029338435269892216,0.0029654596000909805,0.0026121563278138638,0.0027434115763753653,0.0030024233274161816,0.003364499658346176,0.002424160484224558,0.002400851808488369,0.0030453279614448547
0.375,0.03200000524520874,0.013310855254530907,0.010846467688679695,0.020677946507930756,0.03753909841179848,0.02510874718427658,0.01371084526181221,0.006002850364893675,0.007454673293977976,0.005416479427367449,0.008145446889102459,0.005194500554352999,0.003774543758481741,0.002495985943824053,0.004967846442013979,0.005654767621308565,0.004792631138116121,0.0034950620029121637,0.00282686366699636,0.003531411988660693,0.005000109784305096,0.0026524621061980724,0.002541647292673588,0.0021256250329315662,0.0030493687372654676,0.0022142434027045965,0.0032107490114867687,0.0029024637769907713,0.0017901124665513635,0.0029123295098543167,0.002531421137973666,0.002219476969912648,0.0029301587492227554
0.390625,0.03200000524520874,0.007242141291499138,0.009069318883121014,0.009187445044517517,0.021677345037460327,0.0067097838036715984,0.003809458576142788,0.006948355585336685,0.011726024560630322,0.008262026123702526,0.007650953717529774,0.005509667564183474,0.0036196685396134853,0.0017910643946379423,0.004178603179752827,0.004388701636344194,0.006119206547737122,0.006417618133127689,0.003381370333954692,0.00339978514239192,0.004890148062258959,0.0025988395791500807,0.0026134641375392675,0.0034405342303216457,0.0030374841298907995,0.003503139829263091,0.002002259949222207,0.002726529957726598,0.002370406873524189,0.0024667331017553806,0.0033687767572700977,0.0033128163777291775,0.0028701324481517076
0.40625,0.03200000524520874,0.007931523025035858,0.013553149998188019,0.010336555540561676,0.02189149707555771,0.013052735477685928,0.009456011466681957,0.005666621029376984,0.01004981528967619,0.003987576812505722,0.0047320048324763775,0.005390513222664595,0.004176940768957138,0.0023783750366419554,0.0018732872558757663,0.0047982074320316315,0.006277012173086405,0.003948868252336979,0.0022744282614439726,0.003699603257700801,0.00301549700088799,0.0027473345398902893,0.004263241309672594,0.0026240460574626923,0.0013971101725474,0.0020640038419514894,0.0021145620848983526,0.00245710089802742,0.0019143365789204836,0.002566617215052247,0.0031642864923924208,0.003226434113457799,0.0035371140111237764
0.421875,0.03200000524520874,0.00952024944126606,0.004944833926856518,0.0026510353200137615,0.0061818817630410194,0.018197020515799522,0.014383210800588131,0.007460116408765316,0.01244081649929285,0.006125960033386946,0.0030364145059138536,0.004452553112059832,0.005050282925367355,0.005222606472671032,0.0041772969998419285,0.002833758248016238,0.006976648699492216,0.003970716148614883,0.0024787436705082655,0.0028544417582452297,0.0030816944781690836,0.004058815073221922,0.0031257839873433113,0.0035225029569119215,0.0030549545772373676,0.002529280725866556,0.0024045384488999844,0.0020681675523519516,0.0029230271466076374,0.0023016647901386023,0.003407507436349988,0.0023849159479141235,0.0030953611712902784
0.4375,0.03200000524520874,0.006659575738012791,0.007564235478639603,0.008984023705124855,0.00785843189805746,0.019759131595492363,0.01875746250152588,0.009399918839335442,0.011262886226177216,0.0059431265108287334,0.008067167364060879,0.007985688745975494,0.00522497808560729,0.004489699378609657,0.005501961335539818,0.004801647737622261,0.004812206607311964,0.004476882051676512,0.0032633880618959665,0.003731789067387581,0.002396808471530676,0.003174862591549754,0.0028147385455667973,0.00249396450817585,0.0040582213550806046,0.0029740172903984785,0.0028397017158567905,0.0034893599804490805,0.0030499629210680723,0.0035576641093939543,0.0029655785765498877,0.0024254685267806053,0.003271824214607477
0.453125,0.03200000524520874,0.008264745585620403,0.01269297394901514,0.012575261294841766,0.029002966359257698,0.02239765040576458,0.01786896586418152,0.007912482134997845,0.012177996337413788,0.006354010198265314,0.006442847196012735,0.005329686217010021,0.004777564201503992,0.00312673463486135,0.005049927160143852,0.007611677050590515,0.004980538506060839,0.005168172996491194,0.005365850869566202,0.0031891223043203354,0.0034471871331334114,0.003224414074793458,0.003070523263886571,0.0025506841484457254,0.00208934280090034,0.0030479426495730877,0.001797847100533545,0.002999451942741871,0.0030585199128836393,0.0033467968460172415,0.003423902206122875,0.0021099227014929056,0.002924453467130661
0.46875,0.03200000524520874,0.011495189741253853,0.014246189035475254,0.013677450828254223,0.009357167407870293,0.007676032837480307,0.009976759552955627,0.008856656961143017,0.005851401016116142,0.005172560922801495,0.004939140286296606,0.005555309820920229,0.004203057382255793,0.003909208811819553,0.007095851004123688,0.007410064339637756,0.00531842140480876,0.003057212568819523,0.002915301127359271,0.0048011732287704945,0.003732383018359542,0.002795005217194557,0.0041547417640686035,0.004355705808848143,0.004313688259571791,0.0026987106539309025,0.0020392590668052435,0.0022975020110607147,0.0019776327535510063,0.0022038952447474003,0.0031935188453644514,0.0022462394554167986,0.0019214755157008767
0.484375,0.03200000524520874,0.008307543583214283,0.011297776363790035,0.015325408428907394,0.013837595470249653,0.019656624644994736,0.013059088960289955,0.010388467460870743,0.01506029162555933,0.0034538398031145334,0.007700757123529911,0.007594167720526457,0.004809240810573101,0.0054147010669112206,0.005487142130732536,0.004299325868487358,0.004670544061809778,0.003544835140928626,0.002405608771368861,0.003806845983490348,0.003691764548420906,0.002079825848340988,0.002679569413885474,0.0023641036823391914,0.002648419700562954,0.002651273040100932,0.002415598137304187,0.002800592454150319,0.0019605003762990236,0.0026572179049253464,0.002678142860531807,0.002723082434386015,0.003649481339380145
0.5,0.03200000524520874,0.010409466922283173,0.00757606653496623,0.010680772364139557,0.017858777195215225,0.0155647499486804,0.008571973070502281,0.011845957487821579,0.01110975630581379,0.008966892026364803,0.008841532282531261,0.007572635542601347,0.00641584163531661,0.0038210966158658266,0.0053684595040977,0.006026193965226412,0.007559266407042742,0.004941631108522415,0.0031861516181379557,0.0027591038960963488,0.003196133067831397,0.0035517248325049877,0.0037398652639240026,0.002689199522137642,0.002756131812930107,0.002774082822725177,0.0029872101731598377,0.0030034929513931274,0.0027399638202041388,0.0032752701081335545,0.0024278471246361732,0.002927543828263879,0.0028446943033486605
0.515625,0.03200000524520874,0.004817070905119181,0.003817058866843581,0.0061183772049844265,0.014535723254084587,0.01481671817600727,0.014347370713949203,0.014523504301905632,0.0139600969851017,0.004918974358588457,0.004485189449042082,0.006151433102786541,0.004579769913107157,0.0038757221773266792,0.004104048945009708,0.005385177675634623,0.004893707111477852,0.003685113275423646,0.004310008604079485,0.004232971463352442,0.003207778325304389,0.0031911423429846764,0.0034383959136903286,0.0034368515480309725,0.0019337303237989545,0.001939084380865097,0.0015122179174795747,0.002997669158503413,0.0023088008165359497,0.002116465475410223,0.002278472064062953,0.002579340012744069,0.0034892410039901733
0.53125,0.03200000524520874,0.006754660978913307,0.007745589595288038,0.006449124775826931,0.016901737079024315,0.012544889003038406,0.010913209989666939,0.007461417932063341,0.008446327410638332,0.0037190811708569527,0.005947392899543047,0.008480843156576157,0.004793580621480942,0.003322083968669176,0.00432223454117775,0.005195567850023508,0.004685375839471817,0.005328144412487745,0.0037544730585068464,0.004446500446647406,0.004949816036969423,0.0033356286585330963,0.0036185993812978268,0.003441603621467948,0.0030355823691934347,0.0026126320008188486,0.00222375919111073,0.002920055529102683,0.003204688895493746,0.0023701691534370184,0.00252404878847301,0.0031205550767481327,0.003261249279603362
0.546875,0.03200000524520874,0.005781475454568863,0.012777364812791348,0.00938220415264368,0.012539238668978214,0.020022187381982803,0.014097040519118309,0.006794207729399204,0.007375274784862995,0.0034830637741833925,0.013335675932466984,0.008281179703772068,0.0058954874984920025,0.0022419574670493603,0.004783496260643005,0.0068380157463252544,0.005080053117126226,0.006481222342699766,0.003909802529960871,0.0037395088002085686,0.003212293842807412,0.0036210936959832907,0.0033147174399346113,0.0034595420584082603,0.0026976405642926693,0.0035274920519441366,0.0036732361186295748,0.002572681289166212,0.0019169541774317622,0.0026466362178325653,0.002419879427179694,0.0036137294955551624,0.0038117149379104376
0.5625,0.03200000524520874,0.004469642881304026,0.007414205931127071,0.008311444893479347,0.017709465697407722,0.014743187464773655,0.008034410886466503,0.010667444206774235,0.013571496121585369,0.006394520867615938,0.005681911949068308,0.00488504720851779,0.0046674590557813644,0.003547804895788431,0.005843579303473234,0.00832019280642271,0.006736189126968384,0.004560546018183231,0.002551040844991803,0.003837484633550048,0.002471489831805229,0.003159889718517661,0.003960979636758566,0.002394429873675108,0.002908525988459587,0.0027749149594455957,0.0032296422868967056,0.004123281687498093,0.002861573826521635,0.0024284415412694216,0.002403705846518278,0.0033359848894178867,0.0038710911758244038
0.578125,0.03200000524520874,0.011832881718873978,0.009038131684064865,0.012902938760817051,0.022749627009034157,0.015074030496180058,0.016323013231158257,0.011562123894691467,0.012798667885363102,0.007258236408233643,0.006423185113817453,0.0066788773983716965,0.0039550429210066795,0.003312935121357441,0.005123461596667767,0.0034512262791395187,0.004255644045770168,0.0038585036527365446,0.0032450894359499216,0.004632692784070969,0.0030039683915674686,0.003256258787587285,0.003939606714993715,0.00320825376547873,0.003305568592622876,0.00313849956728518,0.0027812153566628695,0.003138856031000614,0.003053647233173251,0.002625829540193081,0.0027626703958958387,0.002757915062829852,0.003987458068877459
0.59375,0.03200000524520874,0.011351405642926693,0.010086636058986187,0.008802421391010284,0.016936078667640686,0.016284780576825142,0.013564087450504303,0.010252194479107857,0.008105834946036339,0.007057973183691502,0.00546923978254199,0.006293715443462133,0.0047806487418711185,0.005218930076807737,0.006786038167774677,0.006607351824641228,0.005851282738149166,0.0064796824008226395,0.004008830059319735,0.002922789426520467,0.004437955562025309,0.0025964616797864437,0.003048061393201351,0.003018587129190564,0.002675645984709263,0.0024223767686635256,0.003184844274073839,0.0030269066337496042,0.0031297055538743734,0.0027581527829170227,0.0026554344221949577,0.0020462782122194767,0.00213668798096478
0.609375,0.03200000524520874,0.008540534414350986,0.006744122598320246,0.008602702990174294,0.00862291269004345,0.015286901034414768,0.015079549513757229,0.008996664546430111,0.005950355436652899,0.007799291517585516,0.005309409461915493,0.01037454605102539,0.009756145067512989,0.0037138555198907852,0.0033432324416935444,0.0024352199397981167,0.003856247290968895,0.005698269698768854,0.003422714304178953,0.0029010374564677477,0.002882851054891944,0.0022322041913866997,0.0028446943033486605,0.0039267828688025475,0.003634990891441703,0.002220785478129983,0.0019437245791777968,0.003073850879445672,0.002676240401342511,0.0023224782198667526,0.0024743436370044947,0.002627256326377392,0.002481597475707531
0.625,0.03200000524520874,0.01401628740131855,0.012523462995886803,0.007889892905950546,0.015501604415476322,0.012033015489578247,0.016405340284109116,0.007387463003396988,0.0036231130361557007,0.00590793089941144,0.015816591680049896,0.008323267102241516,0.0038254905957728624,0.0034849646035581827,0.0029517910443246365,0.006430765613913536,0.0028405338525772095,0.0036208562087267637,0.003933788277208805,0.004585228394716978,0.0024403335992246866,0.002206512028351426,0.0033572521060705185,0.002434744266793132,0.002537485444918275,0.0029181537684053183,0.002970451721921563,0.0023629143834114075,0.003049249993637204,0.0036371287424117327,0.00280831940472126,0.002595986006781459,0.002428679494187236
0.640625,0.03200000524520874,0.00988056417554617,0.012625055387616158,0.007432428188621998,0.027044814079999924,0.017360631376504898,0.018917614594101906,0.006789708510041237,0.00217475276440382,0.003845559898763895,0.004941986873745918,0.004816003143787384,0.00632048724219203,0.005817505531013012,0.005967774894088507,0.005048622377216816,0.004064158070832491,0.004861083813011646,0.004619165789335966,0.0046432530507445335,0.00266875047236681,0.004581905901432037,0.00335119292140007,0.0017952292691916227,0.002297026105225086,0.002356849145144224,0.0029484631959348917,0.0029448973946273327,0.003166781971231103,0.0028693003114312887,0.0025924190413206816,0.0030001651030033827,0.0031780709978193045
0.65625,0.03200000524520874,0.006136149168014526,0.009402989409863949,0.012246062979102135,0.01934576965868473,0.019411595538258553,0.01742623746395111,0.004160321317613125,0.006121457554399967,0.003584034275263548,0.008328941650688648,0.006530728656798601,0.005530769936740398,0.004300631582736969,0.004397365730255842,0.004994891118258238,0.005763696972280741,0.004079591948539019,0.0033845780417323112,0.0038117149379104376,0.004929887596517801,0.0033147174399346113,0.002800592454150319,0.002339842263609171,0.0024812407791614532,0.003024767152965069,0.00339788431301713,0.002761838026344776,0.0022760932333767414,0.0022135297767817974,0.0023516162764281034,0.0030537659768015146,0.003940081689506769
0.671875,0.03200000524520874,0.012074945494532585,0.01116881798952818,0.011335141025483608,0.012516164220869541,0.015439275652170181,0.01509399339556694,0.00816152710467577,0.006553349085152149,0.0028942623175680637,0.007641134783625603,0.010475294664502144,0.005293756723403931,0.003281448734924197,0.004476882051676512,0.005868585780262947,0.00607074610888958,0.002110398607328534,0.001909934333525598,0.0038161089178174734,0.003106294432654977,0.003819671692326665,0.003960504662245512,0.002862405963242054,0.00291886692866683,0.0033260048367083073,0.002284894697368145,0.002234345069155097,0.0019502682844176888,0.002720704535022378,0.0027854950167238712,0.0025578183121979237,0.0028076060116291046
0.6875,0.03200000524520874,0.006950486451387405,0.006880045868456364,0.009000444784760475,0.010413359850645065,0.005649433471262455,0.003928445279598236,0.00399826280772686,0.007657578215003014,0.003667535027489066,0.00894574448466301,0.0082169808447361,0.00531735410913825,0.0016859853640198708,0.005547130014747381,0.006764133460819721,0.005298737436532974,0.0017824966926127672,0.002413457492366433,0.0033376484643667936,0.004142869729548693,0.005113024730235338,0.004088021349161863,0.0038410471752285957,0.0031665442511439323,0.00336152920499444,0.0026456851046532393,0.002697165124118328,0.002051393734291196,0.002692884998396039,0.0033541631419211626,0.0027900123968720436,0.0035257101990282536
0.703125,0.03200000524520874,0.008692994713783264,0.006706941872835159,0.016897281631827354,0.02377454750239849,0.015805209055542946,0.008550935424864292,0.0032574469223618507,0.0030099109280854464,0.0025078770704567432,0.005320437252521515,0.007819872349500656,0.007514425087720156,0.004257543478161097,0.004102624487131834,0.006160200573503971,0.004992874339222908,0.005481214262545109,0.003416061168536544,0.0025542511139065027,0.002683136146515608,0.004504414740949869,0.003485677298158407,0.0016777737764641643,0.002945729298517108,0.002019391627982259,0.0022973830346018076,0.0026719605084508657,0.0023036866914480925,0.0022468341048806906,0.0024867109023034573,0.0022896521259099245,0.003511098911985755
0.71875,0.03200000524520874,0.006730268709361553,0.0082369614392519,0.015884410589933395,0.02494458295404911,0.018657777458429337,0.008434743620455265,0.0043857344426214695,0.005476946011185646,0.006739386357367039,0.0069026583805680275,0.0053828065283596516,0.0036210936959832907,0.002453890163451433,0.003789863782003522,0.0053643095307052135,0.004627471789717674,0.006196335423737764,0.004027945920825005,0.002584809437394142,0.003748534945771098,0.003275507828220725,0.004969744011759758,0.003391706384718418,0.004011442419141531,0.0029580905102193356,0.002538674511015415,0.0030134764965623617,0.0028555116150528193,0.0024222577922046185,0.002840890549123287,0.003924407996237278,0.0035201271530240774
0.734375,0.03200000524520874,0.009633835405111313,0.004478781018406153,0.009016630239784718,0.008623030968010426,0.006774671375751495,0.004429766442626715,0.004403893370181322,0.006092192139476538,0.004648474045097828,0.002781096613034606,0.0059691970236599445,0.0042140972800552845,0.003207778325304389,0.004310246091336012,0.0027412716299295425,0.0034448110964149237,0.0036956837866455317,0.002536534098908305,0.0035858158953487873,0.004079473204910755,0.0030589953530579805,0.0027270056307315826,0.0021999699529260397,0.0028208012226969004,0.002870607888326049,0.002053059171885252,0.002946561435237527,0.003284062724560499,0.00237171514891088,0.0031322012655436993,0.003499338636174798,0.0029719967860728502
0.75,0.03200000524520874,0.009324808605015278,0.004519960843026638,0.006933912634849548,0.010143161751329899,0.009065184742212296,0.00775008462369442,0.004609435331076384,0.00899902731180191,0.008453065529465675,0.008976580575108528,0.008724074810743332,0.005604980513453484,0.001984295202419162,0.004763089586049318,0.006038161460310221,0.004533726722002029,0.005839075893163681,0.0033050933852791786,0.003574887989088893,0.001734539750032127,0.0038433035369962454,0.002886298345401883,0.0027594605926424265,0.0037930700927972794,0.0024227334652096033,0.00220104050822556,0.0024679224006831646,0.0019136227201670408,0.0022435036953538656,0.0035475671757012606,0.0029863782692700624,0.0026927662547677755
0.765625,0.03200000524520874,0.0044413972645998,0.006153684109449387,0.00802246667444706,0.0198852326720953,0.021236415952444077,0.010142453946173191,0.0031275665387511253,0.015005686320364475,0.005041031166911125,0.003981640096753836,0.005177779123187065,0.0028033265843987465,0.002455079462379217,0.003349529579281807,0.006904552690684795,0.005834334995597601,0.0038816595915704966,0.004008355084806681,0.003412734717130661,0.0024727978743612766,0.004188456106930971,0.0028525397647172213,0.004367337562143803,0.003908377606421709,0.0030648186802864075,0.0022980966605246067,0.0027847818564623594,0.0028325694147497416,0.0016625404823571444,0.003429366974160075,0.003066838951781392,0.002185339340940118
0.78125,0.03200000524520874,0.0029326549265533686,0.007733405567705631,0.016523189842700958,0.021378668025135994,0.0125168701633811,0.01975749433040619,0.010737736709415913,0.006573837250471115,0.005746036767959595,0.009079478681087494,0.006805692799389362,0.0034639376681298018,0.004911737982183695,0.004110934678465128,0.006049062591046095,0.005558747798204422,0.003496843855828047,0.002367433626204729,0.003416774095967412,0.0040702130645513535,0.0027228444814682007,0.003536401316523552,0.0031677326187491417,0.003253644797950983,0.003929988946765661,0.003114613238722086,0.0028760756831616163,0.002780977636575699,0.0026586444582790136,0.0029061485547572374,0.0022633669432252645,0.002626780653372407
0.796875,0.03200000524520874,0.0029437087941914797,0.008521622978150845,0.010702591389417648,0.02635478787124157,0.013881095685064793,0.019551770761609077,0.011117419227957726,0.018272286280989647,0.006359340623021126,0.006559033412486315,0.004985401872545481,0.0027104804757982492,0.001990719698369503,0.0034362575970590115,0.004585702903568745,0.005953436251729727,0.00328465667553246,0.0046732728369534016,0.004880064632743597,0.0030448525212705135,0.0037133803125470877,0.003291191766038537,0.002405965467914939,0.002666372573003173,0.0021590511314570904,0.0024531767703592777,0.00263450900092721,0.002584809437394142,0.0023072545882314444,0.002590516582131386,0.0030141896568238735,0.003030471969395876
0.8125,0.03200000524520874,0.008740855380892754,0.008405545726418495,0.006946934852749109,0.02068670466542244,0.017505193129181862,0.016411203891038895,0.009134408086538315,0.004875438287854195,0.003441484645009041,0.007408762816339731,0.005583880003541708,0.004640998784452677,0.004795359913259745,0.0031867455691099167,0.005106738768517971,0.006895081140100956,0.002133833011612296,0.002761362586170435,0.0029806732200086117,0.0032643387094140053,0.003009435487911105,0.0025418850127607584,0.0031079582404345274,0.0024153604172170162,0.003052102169021964,0.003142064670100808,0.002991964342072606,0.002316293539479375,0.002179034985601902,0.0031134248711168766,0.0029221950098872185,0.003767418209463358
0.828125,0.03200000524520874,0.010678648948669434,0.011981896124780178,0.006485841237008572,0.02194211259484291,0.02323053777217865,0.010028689168393612,0.008255760185420513,0.009863566607236862,0.004201989155262709,0.008028143085539341,0.004961085040122271,0.004587957635521889,0.004017853643745184,0.0038687160704284906,0.005987682845443487,0.004675408825278282,0.004503465257585049,0.0027214179281145334,0.004302649293094873,0.0033519056160002947,0.0026686314959079027,0.0035987631417810917,0.004358435980975628,0.002725697821006179,0.0026820660568773746,0.002070070942863822,0.002080658683553338,0.0021207479294389486,0.002701207296922803,0.0024585279170423746,0.0024408092722296715,0.0030891813803464174
0.84375,0.03200000524520874,0.011830761097371578,0.01762431673705578,0.010741510428488255,0.021616799756884575,0.012661663815379143,0.007037494797259569,0.004047298803925514,0.006205576006323099,0.005514291115105152,0.0074604712426662445,0.0064796824008226395,0.003970122430473566,0.0036429488100111485,0.00464135454967618,0.007607891224324703,0.006864062510430813,0.0032296422868967056,0.00282187107950449,0.004541440401226282,0.0034572849981486797,0.0031090278644114733,0.0032703985925763845,0.003185200970619917,0.0033017664682120085,0.0028224652633070946,0.0025754161179065704,0.0028834454715251923,0.0024763653054833412,0.0025404582265764475,0.002654245588928461,0.0026367679238319397,0.0028780964203178883
