# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0639375, 0.0145662, 0.0150023, 0.0210646, 0.0171366, 0.00823034, 0.00860365, 0.0124604, 0.00779279, 0.0123834, 0.0108248, 0.00788303, 0.0128988, 0.0128855, 0.00696765, 0.0110611, 0.00880254, 0.0133591, 0.0144846, 0.0148851, 0.00965839, 0.0147438, 0.0205961, 0.0184514, 0.0149305, 0.0151128, 0.0164864, 0.0152512, 0.0162048, 0.0141277, 0.0135222, 0.0184123, 0.0122961, 0.0144941, 0.01943, 0.0180346, 0.0119264, 0.0152853, 0.0144678, 0.0143292, 0.0113333, 0.0133873, 0.0147989, 0.0134277, 0.0124, 0.0114505, 0.0116675, 0.0169218, 0.0117999, 0.011912, 0.0111554
0.01, 0.0639375, 0.0117702, 0.015069, 0.0247492, 0.0236338, 0.00939236, 0.00562727, 0.0117637, 0.00563189, 0.0143471, 0.0107019, 0.00801419, 0.0096408, 0.00937028, 0.00411758, 0.0094553, 0.0114063, 0.0160071, 0.0130733, 0.0134875, 0.0101218, 0.0157093, 0.0196619, 0.0153609, 0.0145241, 0.0133808, 0.0144797, 0.0119946, 0.0110227, 0.0108248, 0.0127186, 0.0151806, 0.0119262, 0.0125862, 0.0168357, 0.0159932, 0.0102622, 0.0142442, 0.0137504, 0.012749, 0.0107369, 0.0118633, 0.01215, 0.0128462, 0.0111543, 0.00987974, 0.0108337, 0.0177562, 0.0104563, 0.0121731, 0.0106546
0.02, 0.0639375, 0.00736545, 0.0144982, 0.0211658, 0.0228045, 0.00972663, 0.00465441, 0.0105648, 0.00599716, 0.0130581, 0.0113565, 0.00774583, 0.00861098, 0.00953914, 0.00583505, 0.00955768, 0.0124633, 0.0141069, 0.0107054, 0.0109429, 0.00980608, 0.0171317, 0.0149853, 0.0119535, 0.0137718, 0.0133914, 0.0121615, 0.0118613, 0.0104613, 0.0102196, 0.0161607, 0.013955, 0.0135634, 0.0106164, 0.0141351, 0.0165257, 0.0108368, 0.0153177, 0.0132485, 0.0115964, 0.0107333, 0.0107004, 0.00951104, 0.0115396, 0.0109245, 0.00970526, 0.0125751, 0.0162244, 0.0107803, 0.0127557, 0.0122677
0.03, 0.0639375, 0.0080246, 0.0106854, 0.0146369, 0.0170001, 0.00955119, 0.00568523, 0.0124972, 0.0051607, 0.00782662, 0.0117981, 0.0104301, 0.00980655, 0.0109675, 0.00755193, 0.010277, 0.00972923, 0.0110057, 0.00856689, 0.00851276, 0.00810051, 0.0145683, 0.0120725, 0.00988564, 0.012948, 0.0128762, 0.0112515, 0.0136615, 0.0121678, 0.0121652, 0.0188528, 0.0141469, 0.0155254, 0.0122372, 0.01257, 0.0151485, 0.0103751, 0.0141832, 0.0122357, 0.0102451, 0.0105789, 0.0101132, 0.00846737, 0.00923422, 0.00986817, 0.00962097, 0.0130086, 0.0153032, 0.0122988, 0.0129997, 0.0120384
0.04, 0.0639375, 0.00840425, 0.0117058, 0.0124962, 0.0114594, 0.00940594, 0.00778545, 0.0120131, 0.00540166, 0.00621991, 0.0126356, 0.00998573, 0.00994017, 0.0108729, 0.00788019, 0.00972498, 0.00818328, 0.00879616, 0.00914811, 0.00746781, 0.00693581, 0.0111489, 0.012363, 0.0107791, 0.0166451, 0.012272, 0.0117213, 0.0155078, 0.0122527, 0.0118507, 0.0177698, 0.0155299, 0.017366, 0.0124622, 0.0141891, 0.0127052, 0.00977669, 0.0140731, 0.0118877, 0.0103279, 0.0109922, 0.0115226, 0.0103504, 0.00882452, 0.0113749, 0.0120772, 0.0134609, 0.0170249, 0.0145979, 0.0140491, 0.0148953
0.05, 0.0639375, 0.0101171, 0.010578, 0.0124506, 0.0132794, 0.0076836, 0.00751632, 0.00837517, 0.00369913, 0.00596351, 0.00968543, 0.00804044, 0.00958684, 0.00923457, 0.00643846, 0.00660285, 0.00727315, 0.00895874, 0.00879486, 0.00879214, 0.00750153, 0.00896985, 0.0108757, 0.0104462, 0.0175086, 0.0114772, 0.0137448, 0.0151974, 0.00999753, 0.0106798, 0.0176894, 0.0161785, 0.0179664, 0.0130623, 0.0158146, 0.0113839, 0.00937866, 0.0152919, 0.0113522, 0.0120573, 0.013275, 0.014586, 0.013255, 0.0103968, 0.0134656, 0.0155453, 0.0154778, 0.0173304, 0.0155507, 0.0154011, 0.0200722
0.06, 0.0639375, 0.00983323, 0.00716699, 0.0134876, 0.013643, 0.00391241, 0.00493926, 0.00830246, 0.00488469, 0.00639855, 0.0102587, 0.00643242, 0.00834195, 0.0103089, 0.00663364, 0.00415201, 0.00611281, 0.00774299, 0.00731587, 0.0108468, 0.00850909, 0.0097526, 0.00941539, 0.00890368, 0.0149608, 0.0109838, 0.0148665, 0.0126469, 0.00725433, 0.00978141, 0.0188611, 0.014141, 0.0156782, 0.0127774, 0.0150168, 0.0104508, 0.00835861, 0.0131858, 0.00981304, 0.0127242, 0.0143863, 0.0147903, 0.0128655, 0.0104979, 0.0130598, 0.0150446, 0.0165729, 0.0156003, 0.0141663, 0.0147924, 0.0214979
0.07, 0.0639375, 0.012135, 0.0113216, 0.0129039, 0.013791, 0.00693202, 0.00699156, 0.0107836, 0.00759772, 0.00752803, 0.0127911, 0.00734368, 0.00993557, 0.0100243, 0.00867338, 0.00630165, 0.00708946, 0.00712876, 0.00819783, 0.011284, 0.00921508, 0.0107731, 0.00836914, 0.0087925, 0.0137151, 0.0112597, 0.0126419, 0.0117587, 0.00804978, 0.0114709, 0.0184164, 0.0118454, 0.0148318, 0.0135527, 0.0156738, 0.0111145, 0.00938504, 0.0118104, 0.00903435, 0.0126298, 0.0134039, 0.0116426, 0.0109562, 0.0104663, 0.0122547, 0.0125835, 0.0146538, 0.0156152, 0.0126467, 0.0126672, 0.0181925
0.08, 0.0639375, 0.00912756, 0.00899229, 0.0119987, 0.0111649, 0.00364045, 0.00555152, 0.0088537, 0.00748603, 0.00499287, 0.0120918, 0.00899111, 0.0115665, 0.0112386, 0.011247, 0.00633482, 0.0086293, 0.00505775, 0.00790278, 0.0125793, 0.0106448, 0.0124007, 0.00945424, 0.00989603, 0.0128062, 0.0136145, 0.0117719, 0.0134092, 0.0130244, 0.0129803, 0.0150693, 0.0114796, 0.0152599, 0.0149631, 0.016844, 0.012434, 0.0103548, 0.0117192, 0.0080039, 0.0123714, 0.0118156, 0.00948648, 0.0106038, 0.00962793, 0.0108748, 0.010661, 0.0122094, 0.0165316, 0.012599, 0.0118702, 0.0136897
0.09, 0.0639375, 0.00961258, 0.0104214, 0.0174309, 0.0173668, 0.0121568, 0.00889919, 0.00990193, 0.0121109, 0.00759594, 0.016335, 0.0229929, 0.0242099, 0.0314668, 0.0263604, 0.0165332, 0.0211937, 0.00838013, 0.0117485, 0.0252697, 0.0255727, 0.0273026, 0.0168593, 0.0139257, 0.0161814, 0.0258356, 0.0215175, 0.0339492, 0.0319548, 0.0200617, 0.0182492, 0.0166467, 0.0261777, 0.0288559, 0.0288943, 0.0238515, 0.0174718, 0.0128796, 0.00982036, 0.016526, 0.0162472, 0.0162468, 0.0184923, 0.0153753, 0.0141831, 0.0154528, 0.0138268, 0.0180161, 0.016968, 0.0199858, 0.0165398
0.1, 0.0639375, 0.0106679, 0.0122438, 0.0270466, 0.0300887, 0.0192665, 0.0121212, 0.0116512, 0.0163752, 0.0135345, 0.0246028, 0.0338691, 0.0378519, 0.0515089, 0.0430164, 0.0259217, 0.0317946, 0.0116858, 0.0158025, 0.0379867, 0.0424913, 0.0464455, 0.0302833, 0.0250672, 0.0240149, 0.0393039, 0.0329338, 0.054213, 0.0497741, 0.0273045, 0.0235152, 0.0222544, 0.039772, 0.0438528, 0.0428163, 0.0366003, 0.0250615, 0.0123905, 0.01262, 0.0237459, 0.0243657, 0.0253559, 0.028476, 0.0226063, 0.0199055, 0.0224056, 0.0162207, 0.0221928, 0.0222924, 0.0298955, 0.0216968
