# Time (seconds),Pressure,Temp
0.0078125,951.81005859375,29.220359802246094
0.0234375,951.8370361328125,29.218521118164062
0.0390625,951.8270874023438,29.23584747314453
0.0546875,951.8355102539062,29.231422424316406
0.0703125,951.8265380859375,29.213722229003906
0.0859375,951.8284301757812,29.214096069335938
0.1015625,951.8291015625,29.20929718017578
0.1171875,951.8316040039062,29.222572326660156
0.1328125,951.829345703125,29.218521118164062
0.1484375,951.8325805664062,29.220733642578125
0.1640625,951.8340454101562,29.214828491210938
0.1796875,951.8377075195312,29.214828491210938
0.1953125,951.83154296875,29.214828491210938
0.2109375,951.8432006835938,29.219253540039062
0.2265625,951.8405151367188,29.214828491210938
0.2421875,951.8321533203125,29.218521118164062
0.2578125,951.8368530273438,29.21446990966797
0.2734375,951.8334350585938,29.214828491210938
0.2890625,951.8267822265625,29.221107482910156
0.3046875,951.827392578125,29.21668243408203
0.3203125,951.8500366210938,29.22478485107422
0.3359375,951.835693359375,29.203033447265625
0.3515625,951.8402709960938,29.21668243408203
0.3671875,951.8348388671875,29.22589111328125
0.3828125,951.8375854492188,29.203765869140625
0.3984375,951.8353881835938,29.215576171875
0.4140625,951.8322143554688,29.21741485595703
0.4296875,951.8501586914062,29.22405242919922
0.4453125,951.8331298828125,29.213722229003906
0.4609375,951.8290405273438,29.222946166992188
0.4765625,951.83544921875,29.212257385253906
0.4921875,951.8313598632812,29.212257385253906
0.5078125,951.83203125,29.218521118164062
0.5234375,951.8295288085938,29.221466064453125
0.5390625,951.8505859375,29.210403442382812
0.5546875,951.8360595703125,29.210403442382812
0.5703125,951.8336791992188,29.218521118164062
0.5859375,951.8282470703125,29.212257385253906
0.6015625,951.8363037109375,29.22626495361328
0.6171875,951.8370971679688,29.22626495361328
0.6328125,951.8279418945312,29.220733642578125
0.6484375,951.8474731445312,29.212989807128906
0.6640625,951.843017578125,29.214096069335938
0.6796875,951.8364868164062,29.214096069335938
0.6953125,951.8346557617188,29.214828491210938
0.7109375,951.8389892578125,29.220359802246094
0.7265625,951.8267211914062,29.214096069335938
0.7421875,951.8377075195312,29.212989807128906
0.7578125,951.833251953125,29.218521118164062
0.7734375,951.8344116210938,29.228477478027344
0.7890625,951.8335571289062,29.219253540039062
0.8046875,951.841796875,29.230316162109375
0.8203125,951.8453979492188,29.219253540039062
0.8359375,951.8485717773438,29.211151123046875
0.8515625,951.8360595703125,29.215576171875
0.8671875,951.8402099609375,29.21593475341797
0.8828125,951.8348388671875,29.210777282714844
0.8984375,951.8312377929688,29.20745849609375
0.9140625,951.8314819335938,29.20745849609375
0.9296875,951.8320922851562,29.200088500976562
0.9453125,951.8270874023438,29.212257385253906
0.9609375,951.8374633789062,29.200820922851562
0.9765625,951.8363037109375,29.214828491210938
0.9921875,951.8321533203125,29.212257385253906
1.0078125,951.83203125,29.218894958496094
1.0234375,951.8369140625,29.218521118164062
1.0390625,951.8368530273438,29.21668243408203
1.0546875,951.8482666015625,29.210044860839844
1.0703125,951.84765625,29.214096069335938
1.0859375,951.8321533203125,29.20856475830078
1.1015625,951.8322143554688,29.210403442382812
